"parameter" "value" "se_sa" "rse_sa"
"b01_pop" 4.38991221955597 0.162354497384502 3.69835407326035
"b11_pop" -0.150445162184734 0.043335213368355 28.8046572844549
"b21_pop" -0.142454687109525 0.0135439206257838 9.50752895576592
"a1_pop" 4.92066817611694 5.04492145999777 102.525130316324
"b02_pop" 7.40141884409209 0.0028969431601163 0.039140375935199
"b12_pop" 0.00301888728024213 0.000472689674392415 15.6577450733604
"b03_pop" 4.24717330194298 0.0634773462174369 1.49457866926216
"b13_pop" -0.135747072027495 0.0124098900039449 9.14192094060885
"p1_pop" 0.0223006401992043 0.012484931144914 55.9846310840863
"g1_pop" 0.0702866023225552 0.0260295390711998 37.0334291473453
"p2_pop" 0.830080638302789 0.0220874570987643 2.66088089271966
"g2_pop" 0.141596096497785 0.0132807862601158 9.3793449032852
"alpha11_pop" 0.174145122564981 0.026489081338768 15.2109234807215
"alpha12_pop" -10.8036559894781 3.62485127608387 33.5520797738672
"alpha13_pop" 0.773559875476093 0.125820069960585 16.2650719032122
"alpha21_pop" -0.11304378425306 0.0269003636706664 23.7964111414098
"alpha22_pop" 2.32633033855403 1.39391030077652 59.9188463338759
"alpha23_pop" -0.227337130950664 0.0421655220708911 18.5475737705345
"omega_b01" 1.89673719968804 0.16229574162028 8.55657503037177
"omega_b11" 0.107797767875989 0.0529199491839508 49.09187845599
"omega_b21" 0.0580800277202252 0.0260700822051476 44.8864837508836
"omega_a1" 0.987447486152229 0.796554097342897 80.6679958695137
"omega_b02" 0.0386415935448227 0.0023922492579032 6.19086595155112
"omega_b12" 0.0048474374662694 0.000358548306354127 7.39665666342401
"omega_b03" 0.972506477044395 0.0487381848875665 5.01160517055781
"omega_b13" 0.156948871289394 0.00934642675424629 5.95507739397032
"b_1" 0.314644100807472 0.0092869610731332 2.95157641579806
"a_2" 0.050671764900453 0.00082269073958734 1.62356835449397
"a_3" 0.691255199575683 0.0134517433206257 1.94598801265912
