"parameter" "value" "se_sa" "rse_sa"
"b03_pop" 4.14408567941836 0.058954031326263 1.4226064779273
"b13_pop" -0.162403647562394 0.0123051988194097 7.57692268868663
"p1_pop" 0.0658985171287969 0.0185812560793283 28.1967742051187
"g1_pop" 0.123767213645961 0.0243633514929033 19.6848186003404
"p2_pop" 0.706600841698144 0.0257092745500059 3.63844380488139
"g2_pop" 0.122611327888297 0.0126842505670905 10.3450886517159
"alpha13_pop" 0.684117767978401 0.106285795024381 15.536183972894
"alpha23_pop" -0.222983758147962 0.0366066445919992 16.4167313781252
"omega_b03" 0.888963986300802 0.0466474073160287 5.24738999946894
"omega_b13" 0.162681982629489 0.00961950772017194 5.91307504659599
"a_3" 0.701309091234433 0.0130293918346611 1.85786723678813
