parameter,value,se_sa,rse_sa
b01_pop,4.75049861914336,0.152393070867125,3.20793843098949
b11_pop,-0.120380356359331,0.0108528094237097,9.01543221164295
b21_pop,-0.131394216123416,0.00842256821802095,6.4101514256227
a1_pop,4.38625355288288,1.17441236585777,26.7748398878101
b02_pop,7.40210694418721,0.00300164422434909,0.0405512139581588
b12_pop,0.00253016065849461,0.000510468961776481,20.1753576423166
b03_pop,4.13868814230752,0.0576950060227563,1.39404091438957
b13_pop,-0.15197681550563,0.0129480079879027,8.51972581793109
p1_pop,0.0171163256993825,0.014511790935095,84.7833301957938
g1_pop,0.121924279055148,0.0301215757649925,24.7051497851123
p2_pop,0.772513017713352,0.0264132507722014,3.41913342125741
g2_pop,0.145263694155969,0.0183416520925466,12.6264530164387
alpha11_pop,0.24176618353346,0.0825083509024414,34.1273331516285
alpha12_pop,-17.1824421996055,4.47603406199694,26.0500457967477
alpha13_pop,0.8608105365682,0.16495185572161,19.1623880882343
alpha21_pop,-0.122182676761347,0.0208303763661227,17.0485513317159
alpha22_pop,5.84647757110992,1.20804621522686,20.6628042361158
alpha23_pop,-0.256226010306466,0.0510834579423372,19.9368744341129
omega_b01,2.26509221086877,0.114574620392997,5.05827620806009
omega_b11,0.0874958528303998,0.0084515882411015,9.65941580966573
omega_b21,0.0461539442786013,0.00589212783240052,12.7662498286898
omega_a1,1.15220648048962,0.283450844271199,24.6006986656375
omega_b02,0.0417485678501002,0.00258185929801924,6.18430626719821
omega_b12,0.00581648114054402,0.000419598886592429,7.2139645337728
omega_b03,0.861829783307705,0.0467299600032986,5.42217975154548
omega_b13,0.167618244889853,0.0106030912689852,6.32573815335724
b_1,0.306912178085651,0.00648346498781466,2.11248215312111
a_2,0.0489936361378081,0.000780451501690746,1.59296505263563
a_3,0.700768287603043,0.0133193911252194,1.90068405788995
