parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.03193749913714,0.0317395503753025,3.07572410168657,
b1_pop,0.00452998422402148,0.00260913990160323,57.5971079053113,
h1_pop,0.00114432129954419,0.000450545150472357,39.372259404052,
h2_pop,0.113474659887938,0.0190454013372491,16.78383645834,
alpha1_pop,0.71231747261178,0.340194488897488,47.7588297322166,
alpha2_pop,-3.10872447629768,0.67513964715374,21.7175774920328,
hcov1_pop,0,,,
beta_hcov1_score4C,0.220693947374325,0.0440987428907053,19.9818542444702,5.59954218326553e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.134590841661695,0.0234665632946044,17.4354829830023,9.72650004982256e-09
omega_b0,0.268832591851577,0.0216669328137768,8.05963765946173,
omega_b1,0.00386305552256081,0.00257285626065677,66.6015863771803,
e_b,0.99533430754134,0.028882659805601,2.90180490984446,
