parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,22.824523598772,1.47642278194955,6.46858093471439,
b1_pop,2.90208196190425,0.266780540924175,9.19272937243726,
h1_pop,0.00148652708928321,0.00060187046911126,40.4883619982651,
h2_pop,0.117660133726209,0.0150052637235589,12.753056832721,
alpha1_pop,-0.0153013265544096,0.00668940579094011,43.7178160151893,
alpha2_pop,-0.00903892853136811,0.00300167246101531,33.2082774036602,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231291235109382,0.0439312671611587,18.9939178371298,1.40309024176943e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.116625034318596,0.0196166294188625,16.8202560740722,2.76098099938338e-09
omega_b0,15.201429308324,1.16609574817064,7.67096122686375,
omega_b1,1.98289037017384,0.19627477983083,9.89841812654637,
e_b,0.335521657583361,0.011500082531933,3.42752316341183,
