id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,-0.442931,-0.00735855,-0.000804956,-0.0262083,0.0171174,-6.67858e-05,1.01913,-0.032163,0,0,0,0,0,0,0,0,0,0
2,0.169989,0.000700518,0.00217621,-0.0158066,0.0398648,0.000250977,-0.643396,-0.0214705,0,0,0,0,0,0,0,0,0,0
3,-0.436063,0.00178188,-0.00582325,-0.371856,-0.0401996,-0.00221397,-0.0459645,0.226542,0,0,0,0,0,0,0,0,0,0
4,0.880643,0.16428,-0.019665,1.22108,-0.0165768,-0.000352826,0.147384,0.0233957,0,0,0,0,0,0,0,0,0,0
5,0.854297,-0.0132625,0.00582034,-0.0310285,-0.0207816,0.000784891,-0.383162,-0.0133431,0,0,0,0,0,0,0,0,0,0
6,0.648909,0.0201805,0.0014435,-0.284371,-0.0416014,0.00148604,1.10772,0.183811,0,0,0,0,0,0,0,0,0,0
7,1.87051,0.00793888,-0.00940782,-0.227449,-0.03914,-0.00471879,-0.959446,-0.269255,0,0,0,0,0,0,0,0,0,0
8,2.20234,-0.0119467,8.42604e-05,-0.188626,-0.0181467,0.000598792,0.796296,-0.0115451,0,0,0,0,0,0,0,0,0,0
9,-1.33834,-0.108457,0.0104908,0.219202,0.0117501,-0.00481025,1.0545,-0.00170987,0,0,0,0,0,0,0,0,0,0
10,-1.48045,-0.0174008,-0.000992965,-0.180071,-0.0161978,-2.68972e-05,-1.40794,-0.0664488,0,0,0,0,0,0,0,0,0,0
11,0.10818,0.0765666,-0.00922861,0.133131,-0.0830823,-0.00342151,1.12327,0.0788563,0,0,0,0,0,0,0,0,0,0
12,0.873946,-0.0118075,-0.00168708,0.00960499,0.0185436,0.000474538,0.382926,-0.02278,0,0,0,0,0,0,0,0,0,0
13,-1.92095,-0.113743,0.018878,0.458141,-0.0300658,0.00330288,-0.285457,-0.0240556,0,0,0,0,0,0,0,0,0,0
14,3.9565,0.173499,-0.00957057,0.756469,-0.0189069,0.000715433,-0.050758,0.124104,0,0,0,0,0,0,0,0,0,0
15,-4.5844,-0.0339192,-0.00685821,-0.14391,0.0578905,-0.00146372,-0.26055,0.0146056,0,0,0,0,0,0,0,0,0,0
16,-2.26804,0.0409549,-0.0122756,-0.375684,0.0326074,-0.0010159,-0.0971245,0.419668,0,0,0,0,0,0,0,0,0,0
17,-0.890636,-0.0422837,0.00378278,-0.278191,0.0154085,0.000727513,-0.72787,-0.155923,0,0,0,0,0,0,0,0,0,0
18,-1.12122,-0.0119104,0.00402269,-0.00392219,-0.024908,0.000187727,-0.272383,-0.020063,0,0,0,0,0,0,0,0,0,0
19,-0.28704,0.0410378,-0.00974548,-0.00582291,-0.0240072,-0.000133747,-0.225718,-0.122593,0,0,0,0,0,0,0,0,0,0
20,0.391968,0.0130036,-0.0141295,-0.197039,0.0543157,0.00340111,-0.89141,-0.00599261,0,0,0,0,0,0,0,0,0,0
21,0.630277,0.00256409,-0.0036983,-0.295877,-0.0126269,0.000181389,-0.70316,0.0107682,0,0,0,0,0,0,0,0,0,0
22,-1.04299,0.00321488,-0.00533728,-0.269759,0.00995788,0.000171037,-0.184823,-0.024241,0,0,0,0,0,0,0,0,0,0
23,-2.56906,0.00361579,-0.00497045,-0.310348,0.0445187,0.00372216,-0.687401,-0.187342,0,0,0,0,0,0,0,0,0,0
24,5.08995,-0.00941606,0.00347194,-0.211831,0.0347961,0.00380763,-0.40277,0.0393843,0,0,0,0,0,0,0,0,0,0
25,-0.215473,-0.0156273,-0.00163165,-0.188686,0.00847075,-0.00109612,0.0971285,-0.00733892,0,0,0,0,0,0,0,0,0,0
26,0.474701,-0.0075063,0.00673168,-0.0120708,-0.01048,-0.000246371,-1.03077,-0.0219273,0,0,0,0,0,0,0,0,0,0
27,0.697226,-0.0722283,-0.00175102,-0.0513547,-0.0225106,-0.00404447,0.446032,-0.195104,0,0,0,0,0,0,0,0,0,0
28,2.32255,0.0868495,-0.0134726,0.136351,-0.0714322,-0.00290334,-0.252437,-0.287358,0,0,0,0,0,0,0,0,0,0
29,0.106702,0.0306979,-0.0138099,-0.183747,0.0326943,-0.00264195,-0.451674,0.12514,0,0,0,0,0,0,0,0,0,0
30,-0.606801,0.0452747,-0.00730095,-0.0917255,-0.0279656,-0.0010083,-0.33468,0.0660981,0,0,0,0,0,0,0,0,0,0
31,-0.0737133,0.175707,0.00070689,0.277992,0.04676,-0.000366641,0.859809,-0.094882,0,0,0,0,0,0,0,0,0,0
32,-4.61797,-0.0990209,0.0229045,0.674531,0.0568137,0.00130991,-0.177837,-0.0659214,0,0,0,0,0,0,0,0,0,0
33,-1.76897,-0.0519774,0.0138922,-0.315238,-0.0421072,-0.00756192,-0.860074,-0.15537,0,0,0,0,0,0,0,0,0,0
34,1.17991,0.183799,-0.000505083,-0.39508,0.0339574,0.00280985,0.335499,-0.227328,0,0,0,0,0,0,0,0,0,0
35,-1.5836,-0.00370947,-0.0206844,-0.453908,-0.0213343,-0.00250887,0.636895,-0.162464,0,0,0,0,0,0,0,0,0,0
36,-0.332011,0.0249174,-0.00548856,0.0744899,-0.0666356,-0.000410759,-0.17796,0.074152,0,0,0,0,0,0,0,0,0,0
37,1.68936,0.0139601,-0.0209374,-0.108701,0.00789246,-0.00831837,0.119851,-0.0494792,0,0,0,0,0,0,0,0,0,0
38,1.99262,-0.0401087,-0.00308095,-0.28596,-0.0122436,-0.00130099,-0.022348,0.0650678,0,0,0,0,0,0,0,0,0,0
39,0.209823,-0.0242922,0.0014828,-0.000612606,0.0468101,0.0014386,-0.345833,-0.0151962,0,0,0,0,0,0,0,0,0,0
40,1.74125,-0.0872393,0.0166624,0.384845,-0.0148762,0.00136619,-0.218575,0.0260309,0,0,0,0,0,0,0,0,0,0
41,-0.308334,0.0306303,-0.00672282,-0.0990479,-0.0274463,-0.00276016,0.372007,0.18566,0,0,0,0,0,0,0,0,0,0
42,1.5565,-0.0783019,0.0485197,0.565459,0.020657,0.00669348,0.0906986,-0.0109251,0,0,0,0,0,0,0,0,0,0
43,-0.849617,-0.0190596,0.00083037,0.00970754,0.0561787,-4.99894e-05,-0.390781,-0.0259487,0,0,0,0,0,0,0,0,0,0
44,-1.15562,-0.0539459,0.00925028,-0.0467127,-5.78299e-05,-0.000480214,-0.234868,-0.0986695,0,0,0,0,0,0,0,0,0,0
45,-0.503599,0.024588,-0.00422804,0.105687,0.00776942,0.000647827,0.763409,0.0851657,0,0,0,0,0,0,0,0,0,0
46,-1.07642,-0.0769916,-0.00518666,-0.0479212,-0.000846188,-0.00306739,1.72106,0.192561,0,0,0,0,0,0,0,0,0,0
47,0.808749,0.0159681,-0.00506371,-0.163321,-0.0147343,-0.000374008,-0.621712,-0.0879601,0,0,0,0,0,0,0,0,0,0
48,3.72454,-0.0128698,-0.00194718,-0.0238678,0.0112387,0.000671874,0.239812,-0.0249835,0,0,0,0,0,0,0,0,0,0
49,1.98787,0.0568252,-0.0125116,0.0300737,-0.0286633,0.000415479,0.27345,0.0454978,0,0,0,0,0,0,0,0,0,0
50,2.16743,0.159488,-0.0248037,0.925869,-0.0143135,-0.00261692,0.651425,0.130234,0,0,0,0,0,0,0,0,0,0
51,-1.74464,-0.0700442,0.0160391,0.0941796,-0.0367472,-0.000704756,-0.328039,0.0218276,0,0,0,0,0,0,0,0,0,0
52,-0.531521,0.0454722,-0.00638275,-0.0310469,-0.036513,-0.000643219,0.626246,0.109974,0,0,0,0,0,0,0,0,0,0
53,-1.7705,-0.0100882,0.00249804,-0.00379684,-0.0236538,-0.000384181,0.404417,-0.0243703,0,0,0,0,0,0,0,0,0,0
54,0.255277,0.0207314,-0.0122331,-0.249083,0.0258736,-0.000575346,-1.06571,-0.13226,0,0,0,0,0,0,0,0,0,0
55,0.689467,-0.0141933,-0.00092073,0.0149621,0.00893343,0.000161492,-0.679211,-0.0167254,0,0,0,0,0,0,0,0,0,0
56,3.01414,0.0530245,-0.00624098,0.0716596,-0.0598838,-0.0011304,-0.0368276,0.1009,0,0,0,0,0,0,0,0,0,0
57,-2.52579,0.00810972,-0.00962661,-0.204352,-0.0294555,0.000589015,-0.56269,0.113665,0,0,0,0,0,0,0,0,0,0
58,-0.0379459,-0.022405,-0.00335648,-0.25277,0.00423806,-0.000500121,-0.10435,-0.110077,0,0,0,0,0,0,0,0,0,0
59,-2.12004,-0.111566,-0.0326859,1.183,0.0255713,0.00151343,-0.921292,-0.19311,0,0,0,0,0,0,0,0,0,0
60,1.45909,0.18459,-0.0347462,2.13346,-0.0173387,-0.00183889,1.3478,0.0693448,0,0,0,0,0,0,0,0,0,0
61,-1.28985,-0.0211366,-0.00978479,-0.349939,0.00661647,0.0089075,-0.499305,0.299652,0,0,0,0,0,0,0,0,0,0
