rep,id,b01,b11,b21,a1,b02,b12,b05,b15,p1,g1,p2,g2,alpha11,alpha12,alpha15,alpha21,alpha22,alpha25,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha15,eta_alpha21,eta_alpha22,eta_alpha25
1,1,1.84562486907915,-0.184391183747131,-0.145506319052752,6.66423459180974,7.37313586970231,0.002187767774366,7.19249050479998,0.00423124465876967,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-2.5698736899676,-0.0436597863534744,-0.00191627924539697,0.0363788605612354,-0.0292748639932112,-0.00070149805256244,0.211936226481177,0.0463798674053238,0,0,0,0,0,0,0,0,0,0
2,1,2.18043601689783,-0.227518865475522,-0.169791973643131,2.96189464529469,7.33309533629825,0.00871894179850684,6.68855324959482,-0.0910124828398374,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-2.23506254214891,-0.0867874680818658,-0.0262019338357751,-0.774547100096172,-0.0693153973972738,0.0058296759715784,-0.292001028723991,-0.0488638600932833,0,0,0,0,0,0,0,0,0,0
3,1,2.59413593859464,-0.11220138416612,-0.232271225936339,5.58754193014647,7.37188193904887,0.00430840604300685,6.8498512822807,0.0122367866072842,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-1.8213626204521,0.0285300132275365,-0.0886811861289836,-0.139836782347998,-0.0305287946466501,0.00141914021607842,-0.130702996038112,0.0543854093538384,0,0,0,0,0,0,0,0,0,0
1,2,1.79219805277123,-0.298611513306684,-0.171350289064199,9.79594387200569,7.40916652021912,0.0059076842630909,6.27196667697946,-0.0685247243723016,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-2.62330050627552,-0.157880115913028,-0.0277602492568439,0.421592162852199,0.00675578652359743,0.00301841843616246,-0.708587601339348,-0.0263761016257475,0,0,0,0,0,0,0,0,0,0
2,2,1.70763946994537,-0.281273191224565,-0.199577717836716,15.305656739192,7.42313180472206,0.00561192978424853,6.53934627151391,0.0520395034387503,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-2.70785908910137,-0.140541793830909,-0.0559876780293603,0.867846235047747,0.0207210710265375,0.00272266395732009,-0.441208006804894,0.0941881261853044,0,0,0,0,0,0,0,0,0,0
3,2,1.89842394521856,-0.190879853068284,-0.0994500892078522,11.3541236367678,7.43442833888264,-0.00177793354566804,6.33362283630668,-0.0847384484558237,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-2.51707461382818,-0.0501484556746273,0.0441399505995032,0.56920474742261,0.0320176051871179,-0.00466719937259648,-0.646931442012129,-0.0425898257092696,0,0,0,0,0,0,0,0,0,0
1,3,8.08591528439617,-0.133250388282389,-0.202463666356544,7.4487700274621,7.42594985724861,0.00220257038833685,6.61054090153853,-0.108773181788388,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,3.67041672534943,0.00748100911126764,-0.0588736265491883,0.147672675240205,0.0235391235530935,-0.000686695438591583,-0.370013376780277,-0.0666245590418338,0,0,0,0,0,0,0,0,0,0
2,3,7.59641488421102,-0.0234851894074646,-0.194100284710139,4.29399149486638,7.41694110095994,0.00183603130795128,5.76455496850652,0.00341838162156254,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,3.18091632516428,0.117246207986192,-0.0505102449027839,-0.403159527783497,0.0145303672644221,-0.00105323451897715,-1.21599930981228,0.0455670043681167,0,0,0,0,0,0,0,0,0,0
3,3,7.6855131478604,-0.132750550170347,-0.125824885210643,15.3239383817061,7.40687997582389,0.00137096112942366,6.50194382975173,-0.0120622199916038,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,3.27001458881365,0.00798084722330894,0.0177651545967122,0.869039959262043,0.00446924212837185,-0.00151830469750477,-0.478610448567075,0.0300864027549504,0,0,0,0,0,0,0,0,0,0
1,4,1.19808718272818,-0.0257190238151607,-0.135368758765693,3.9645562217272,7.41680750801944,0.00301290537634731,6.30975044281383,-0.0736168556672254,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-3.21741137631856,0.115012373578496,0.00822128104166225,-0.482982321615785,0.0143967743239228,0.000123639549418878,-0.670803835504976,-0.0314682329206713,0,0,0,0,0,0,0,0,0,0
2,4,2.68041808572248,-0.0552299768052372,-0.12237819522336,3.47747502686152,7.43002767965666,-0.00214952748869879,6.33074150603438,-0.103908468012212,0.0329013649034259,0.171016320711645,0.77423866174719,0.11934983981775,0.165483216157634,-13.6815889154983,0.968918580553429,-0.0604312328715644,5.31512029259822,-0.264381190960361,-1.73508047332427,0.0855014205884191,0.0212118445839956,-0.614069783094861,0.0276169459611451,-0.00503879331562723,-0.649812772284426,-0.0617598452656577,0,0,0,0,0,0,0,0,0,0
