b01_pop,0.020855,-0.0016286,-0.00064014,-0.025988,-1.3193e-06,1.5128e-07,1.9464e-05,6.3425e-08,-7.583e-05,8.3177e-06,0.0025232,-0.00064233,4.3889e-05,-6.0795e-05,-3.609e-05,8.2464e-06,-0.00017962,3.6688e-05,-0.00029181,-1.2749e-10,2.9066e-06,-6.8403e-05,-4.8452e-11,nan,4.9051e-07,2.8422e-07,0.0014919,0.0012752,0.00074519,-0.0021835,-6.4957e-07,-6.1454e-08,1.5753e-05,-6.2526e-06,-4.9603e-05,3.2234e-06,0.0034718,-0.0012774,1.3831e-05,6.2835e-08,-2.6774e-06,-8.3797e-07,3.0652e-06
b11_pop,-0.0016286,0.0014081,0.00091144,0.013831,9.9911e-07,-1.4601e-07,-2.1117e-05,4.9274e-06,6.37e-05,-6.6032e-06,-0.0028996,0.00049642,-4.1718e-05,4.6696e-05,4.5777e-05,-3.9049e-06,0.00014732,-0.00019265,0.00023019,1.1164e-10,-2.4974e-06,8.6162e-05,4.7806e-11,nan,-5.8551e-06,-3.8933e-07,0.0011373,-0.0010514,-0.00081719,0.002685,1.0432e-06,-8.8982e-08,-8.9193e-06,2.0002e-06,4.8889e-05,2.6662e-07,-0.0040014,0.0014019,-1.3054e-05,-1.4943e-07,5.2133e-06,2.5517e-06,-2.9208e-06
b21_pop,-0.00064014,0.00091144,0.00073327,0.0069549,5.9512e-07,-8.6362e-08,-1.5557e-05,4.6308e-06,4.3698e-05,-4.4139e-06,-0.0023318,0.00035864,-2.2007e-05,3.2729e-05,2.6185e-05,-4.4761e-06,8.9163e-05,0.0005469,0.00012547,8.1147e-11,-1.8055e-06,4.8542e-05,3.1355e-11,nan,-3.1169e-06,-1.1564e-07,0.00092106,-0.00068839,-0.00060609,0.0021036,7.693e-07,-9.2339e-08,-7.0028e-06,1.1695e-06,3.4334e-05,8.3706e-07,-0.0030349,0.0010669,-2.1262e-06,-1.1161e-07,4.1212e-06,1.758e-06,-2.0536e-06
a1_pop,-0.025988,0.013831,0.0069549,0.82,8.8367e-06,-5.8953e-07,-0.00037175,6.7978e-05,0.00068368,-0.00010129,-0.050486,0.0079309,-0.0005074,0.000612,0.00048346,-5.1073e-05,0.0032452,0.0063921,0.0018324,2.12e-09,-5.0986e-05,0.0008744,7.2579e-10,nan,1.6652e-05,2.2566e-06,0.0067132,-0.013949,-0.0085231,-0.056024,2.1606e-05,1.7645e-06,-0.00013571,4.9581e-05,0.00069303,-7.1001e-05,-0.036041,0.01958,-0.0007464,-3.6404e-06,6.6345e-05,0.00011309,-4.4534e-05
b02_pop,-1.3193e-06,9.9911e-07,5.9512e-07,8.8367e-06,8.1876e-06,-3.0425e-07,6.8509e-08,-5.3484e-08,2.5523e-08,-1.3519e-09,-6.3492e-05,5.0496e-06,8.219e-07,2.6308e-06,-4.6822e-08,-3.7851e-08,-2.346e-07,0.00012265,-3.0285e-06,1.1328e-12,-1.9515e-08,-8.4718e-08,2.7157e-13,nan,-2.0302e-07,7.1965e-09,1.854e-06,-8.194e-07,-5.7342e-07,2.0207e-06,-1.1355e-08,-1.6082e-08,1.2541e-07,-9.5635e-08,3.3248e-07,5.5739e-09,-3.3152e-05,4.7021e-06,-2.5542e-08,-8.7978e-09,1.383e-08,-1.2771e-07,2.2326e-08
b12_pop,1.5128e-07,-1.4601e-07,-8.6362e-08,-5.8953e-07,-3.0425e-07,2.1681e-07,7.6169e-09,6.7493e-08,5.4037e-08,-6.344e-09,7.3369e-06,-1.0114e-06,4.3142e-07,-7.9452e-07,-2.6449e-08,-7.9979e-09,-3.0107e-07,4.3591e-05,-1.4367e-06,-2.9438e-13,3.6919e-09,-1.3781e-07,-1.2621e-13,nan,9.9501e-08,1.9597e-09,-3.2175e-07,1.4252e-07,1.025e-07,-4.6132e-07,-1.9061e-08,7.9127e-09,4.161e-08,5.5538e-08,-5.0448e-08,4.4409e-09,3.2924e-06,-9.1326e-08,5.7432e-09,-1.5904e-10,-8.5252e-09,2.1657e-08,-3.5051e-09
b03_pop,1.9464e-05,-2.1117e-05,-1.5557e-05,-0.00037175,6.8509e-08,7.6169e-09,0.003656,-0.00010115,-7.866e-07,7.574e-07,0.00045071,-0.00012646,-1.0993e-05,-6.7372e-05,3.2145e-07,1.4016e-06,-3.618e-06,2.5436e-05,0.00010971,-2.9209e-11,4.506e-07,2.1975e-06,-6.8925e-12,nan,3.1651e-06,-1.9675e-07,-2.4297e-05,1.9333e-05,1.5291e-05,-4.5333e-06,-6.6527e-08,3.1894e-08,-5.2626e-06,3.4134e-06,-5.3794e-06,-6.8384e-08,-0.00024702,-6.9111e-05,3.2969e-07,-1.3214e-08,-1.203e-06,-5.7418e-08,5.9991e-08
b13_pop,6.3425e-08,4.9274e-06,4.6308e-06,6.7978e-05,-5.3484e-08,6.7493e-08,-0.00010115,0.00014332,3.6136e-07,-1.5926e-07,-0.00016848,5.3156e-05,-1.5066e-05,3.1583e-05,1.0272e-06,-1.8586e-07,1.3102e-05,-0.0012239,2.8274e-05,1.5329e-11,-2.5488e-07,1.771e-06,4.9157e-12,nan,-1.8109e-06,-7.9664e-09,7.4434e-06,-5.1401e-06,-4.3058e-06,1.4207e-05,3.5282e-08,-1.7132e-08,1.115e-05,-4.4629e-06,8.5211e-07,-1.28e-07,-3.4253e-05,2.406e-05,8.1077e-08,1.7164e-09,2.1492e-07,3.6546e-08,9.0204e-09
b04_pop,-7.583e-05,6.37e-05,4.3698e-05,0.00068368,2.5523e-08,5.4037e-08,-7.866e-07,3.6136e-07,0.009856,-8.8425e-05,-0.00029957,5.4817e-05,-1.8893e-06,1.4657e-06,5.1037e-06,-7.4492e-06,1.4275e-05,0.00013866,1.2405e-05,7.3723e-12,-2.3651e-07,5.6195e-07,2.0402e-12,nan,1.7778e-05,-3.5955e-09,5.4634e-05,-5.1432e-05,-4.2189e-05,0.00015945,-4.1909e-08,-2.0458e-08,1.7623e-06,-1.2532e-06,3.7797e-05,-1.1449e-05,-0.00059541,0.00013066,-5.358e-07,-3.3115e-09,5.489e-07,9.8067e-06,-3.3373e-07
b14_pop,8.3177e-06,-6.6032e-06,-4.4139e-06,-0.00010129,-1.3519e-09,-6.344e-09,7.574e-07,-1.5926e-07,-8.8425e-05,6.5993e-05,-2.5111e-06,-5.366e-06,7.5199e-07,-3.7894e-07,-1.1415e-05,1.6405e-06,-2.7332e-06,5.4913e-05,-2.8252e-06,2.0876e-12,-7.039e-08,-3.4699e-06,4.1897e-13,nan,1.3023e-05,7.2613e-08,-4.1993e-06,5.5396e-06,4.1846e-06,-4.8784e-06,1.5937e-09,3.029e-09,2.015e-07,1.5908e-07,2.1344e-06,4.1539e-06,0.00012997,-1.1492e-05,8.0528e-08,8.4208e-09,-1.345e-07,-4.7593e-06,4.8214e-09
