rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.0487571918081977,-0.0029372231201568,0,0,0,0,0,0,11
2,1,0.00241528620571674,0.00187983281654599,0,0,0,0,0,0,11
3,1,0.0344861492188768,0.000380907223958788,0,0,0,0,0,0,11
4,1,-0.0433842925314958,-0.0020830817110248,0,0,0,0,0,0,11
5,1,0.0106269747786099,-0.000765229683573839,0,0,0,0,0,0,11
6,1,-0.0233445910209849,0.000278774038264452,0,0,0,0,0,0,11
7,1,0.00316622501024533,-0.00200711948369568,0,0,0,0,0,0,11
8,1,0.0143694733315622,-0.00362698666043072,0,0,0,0,0,0,11
9,1,0.0207362342632484,-0.00188556881914884,0,0,0,0,0,0,11
10,1,-0.0676647402603006,-0.000717057069862463,0,0,0,0,0,0,11
1,2,-0.0578211287580697,-0.00463411627708621,0,0,0,0,0,0,5
2,2,-0.0578665105309895,0.00039554387725103,0,0,0,0,0,0,5
3,2,-0.0943174305526331,0.000411606060811369,0,0,0,0,0,0,5
4,2,0.0936245366815767,0.00111275942299003,0,0,0,0,0,0,5
5,2,-0.0663255894784203,-0.00290309550864575,0,0,0,0,0,0,5
6,2,-0.0774891742402166,0.0012682209256501,0,0,0,0,0,0,5
7,2,-0.0549815404719025,0.000111871552079036,0,0,0,0,0,0,5
8,2,0.0292112285488726,-0.00205643291356347,0,0,0,0,0,0,5
9,2,-0.0506721526522302,-8.89465256943158e-05,0,0,0,0,0,0,5
10,2,0.00775510310413985,0.00162884783719315,0,0,0,0,0,0,5
1,3,-0.0318326556606527,-0.0028373180996766,0,0,0,0,0,0,6
2,3,-0.0813627842604832,-0.000168139898825333,0,0,0,0,0,0,6
3,3,-0.015493973674034,-0.00195389986419522,0,0,0,0,0,0,6
4,3,-0.058465985366061,-0.00427984520439411,0,0,0,0,0,0,6
5,3,-0.0759614629372469,0.000179928812585748,0,0,0,0,0,0,6
6,3,-0.039842809231335,-0.00080040711636056,0,0,0,0,0,0,6
7,3,0.0637669731064343,-0.00648520142653457,0,0,0,0,0,0,6
8,3,-0.011251847871198,-0.00116854277263458,0,0,0,0,0,0,6
9,3,0.0130881555240292,-0.000342522148163518,0,0,0,0,0,0,6
10,3,-0.0595789632157133,-0.0013024748544143,0,0,0,0,0,0,6
1,4,-0.0126999908443655,0.00205233951957902,0,0,0,0,0,0,8
2,4,-0.0138456605824662,-0.00224430646438817,0,0,0,0,0,0,8
3,4,-0.0112524850895064,0.000774341178404123,0,0,0,0,0,0,8
4,4,0.0453243339922011,-0.00690900541052646,0,0,0,0,0,0,8
5,4,0.029982583700769,-0.00138763542659131,0,0,0,0,0,0,8
6,4,-0.0442635943628968,-8.4605477084482e-05,0,0,0,0,0,0,8
7,4,-0.00414457387902956,-5.72221169217831e-05,0,0,0,0,0,0,8
8,4,-0.0371740653389665,-0.00118579738980906,0,0,0,0,0,0,8
9,4,-0.0416562930401481,-0.000158485682599472,0,0,0,0,0,0,8
10,4,-0.00685904359752909,0.00347801976699565,0,0,0,0,0,0,8
1,5,0.0399680758350816,-2.84994296914171e-05,0,0,0,0,0,0,3
2,5,0.112800923592,-0.00187442429400546,0,0,0,0,0,0,3
3,5,-0.0117030900355697,0.00215429238780564,0,0,0,0,0,0,3
4,5,0.0932403871747554,-0.00176338211926437,0,0,0,0,0,0,3
5,5,0.0704441301154222,0.00115484809846709,0,0,0,0,0,0,3
6,5,0.0239156197675019,-0.00171675670517337,0,0,0,0,0,0,3
7,5,0.0809296705952944,-0.00144925916650525,0,0,0,0,0,0,3
8,5,0.0407771597282525,0.000991452945572493,0,0,0,0,0,0,3
9,5,0.0732698426486269,-6.7871668873547e-06,0,0,0,0,0,0,3
10,5,0.119623269044395,-0.00213074479079704,0,0,0,0,0,0,3
1,6,-0.0442842649808555,0.00209021022007967,0,0,0,0,0,0,2
2,6,-0.00884270118399155,0.00257194513113737,0,0,0,0,0,0,2
3,6,-0.036635727095615,0.000378307189053763,0,0,0,0,0,0,2
4,6,-0.0486960161416803,-0.000279926381305253,0,0,0,0,0,0,2
5,6,0.0206143879506511,0.00128939031137293,0,0,0,0,0,0,2
6,6,-0.028236927791859,-0.00147218937227579,0,0,0,0,0,0,2
7,6,-0.0288542311511808,-0.000921396197461759,0,0,0,0,0,0,2
8,6,-0.00247117664345864,-0.0060860435848558,0,0,0,0,0,0,2
9,6,-0.00914593736923175,3.46319534382606e-05,0,0,0,0,0,0,2
10,6,-0.0116686994467212,0.000572545228419289,0,0,0,0,0,0,2
1,7,0.0742946593567868,-0.00136054690488531,0,0,0,0,0,0,12
2,7,0.0886868269526697,-0.00352896127165434,0,0,0,0,0,0,12
3,7,0.0442002548614258,0.000957504564430743,0,0,0,0,0,0,12
4,7,0.0115008383141826,0.00757912959632041,0,0,0,0,0,0,12
5,7,0.0464543148632763,0.0025247081359818,0,0,0,0,0,0,12
6,7,-0.00567454241932785,0.000671759285305116,0,0,0,0,0,0,12
7,7,0.0497502110967114,0.00258667823743309,0,0,0,0,0,0,12
8,7,0.0563494595196157,0.000201944094449327,0,0,0,0,0,0,12
9,7,0.0610415752140023,0.000352824526103249,0,0,0,0,0,0,12
10,7,0.036378317605757,0.000435988309263429,0,0,0,0,0,0,12
1,8,0.0538580229369372,0.00421225452596001,0,0,0,0,0,0,7
2,8,0.076698324214435,0.00330775720836841,0,0,0,0,0,0,7
3,8,-0.0287947304266953,0.00514895341489357,0,0,0,0,0,0,7
4,8,0.0724380531021889,0.00340627561857433,0,0,0,0,0,0,7
5,8,0.0987067392957612,-0.00176536515144825,0,0,0,0,0,0,7
6,8,0.0614603494609103,0.00642237489601809,0,0,0,0,0,0,7
7,8,0.0604329582567766,0.00181434715447978,0,0,0,0,0,0,7
8,8,-0.0255942066170964,0.00487559059911798,0,0,0,0,0,0,7
9,8,0.0767401230261326,0.00422482215432736,0,0,0,0,0,0,7
10,8,0.0643968234382186,0.00412029081403848,0,0,0,0,0,0,7
1,9,0.0931581540035267,-0.00169618420867156,0,0,0,0,0,0,6
2,9,0.0418629185057184,0.00396468144240566,0,0,0,0,0,0,6
3,9,0.0807901934516722,0.00140600140123161,0,0,0,0,0,0,6
4,9,0.0551465723341431,0.000203026390197459,0,0,0,0,0,0,6
5,9,0.0562901381836509,0.00124899959362003,0,0,0,0,0,0,6
6,9,0.0952241763062742,0.000706722262077318,0,0,0,0,0,0,6
7,9,0.0887035471018314,-0.00097805884031062,0,0,0,0,0,0,6
8,9,0.119682022545117,0.00231504230476907,0,0,0,0,0,0,6
9,9,0.068388111858142,0.00308129636776457,0,0,0,0,0,0,6
10,9,0.10572858251314,0.0014610495310584,0,0,0,0,0,0,6
1,10,-0.00445958843689209,-0.00251508211756445,0,0,0,0,0,0,5
2,10,-0.0360072067797432,0.000567015339541958,0,0,0,0,0,0,5
3,10,0.00265739198718729,0.00243364393256751,0,0,0,0,0,0,5
4,10,-0.036618624410125,-0.000545274952215638,0,0,0,0,0,0,5
5,10,-0.0386693293622578,-0.00257765957477053,0,0,0,0,0,0,5
6,10,-0.00893591060564192,0.00548877632129541,0,0,0,0,0,0,5
7,10,-0.117116040587906,-0.00280573634067455,0,0,0,0,0,0,5
8,10,-0.0936886888832626,-0.000677470723181336,0,0,0,0,0,0,5
9,10,-0.0396892417169763,0.00513976617027964,0,0,0,0,0,0,5
10,10,-0.0535964055631895,0.00388386631501482,0,0,0,0,0,0,5
1,11,0.0719663658893628,-0.00371005273356433,0,0,0,0,0,0,8
2,11,0.0766901841377696,-0.000732183265635579,0,0,0,0,0,0,8
3,11,-0.0181164624266021,0.000696990712379764,0,0,0,0,0,0,8
4,11,0.0382714575258229,0.00138501018618681,0,0,0,0,0,0,8
5,11,0.0198355483618842,0.0011706192402505,0,0,0,0,0,0,8
6,11,0.0400165830498143,0.00114240217081446,0,0,0,0,0,0,8
7,11,0.0753139180635165,0.00100454982551111,0,0,0,0,0,0,8
8,11,0.0142362846954875,-0.000698182033791646,0,0,0,0,0,0,8
9,11,0.0182087558646447,0.00362909857721179,0,0,0,0,0,0,8
10,11,0.062968796007425,-0.000492594367542002,0,0,0,0,0,0,8
1,12,0.0459961210734576,-0.00361674679047215,0,0,0,0,0,0,4
2,12,-0.0303854928715117,0.00196712901421903,0,0,0,0,0,0,4
3,12,0.0293290102423152,0.00229550496781703,0,0,0,0,0,0,4
4,12,-0.0459517063427348,-0.00237262246038503,0,0,0,0,0,0,4
5,12,0.0145245005380805,-0.00156780177084956,0,0,0,0,0,0,4
6,12,-0.0186458255443642,-0.00306101082421933,0,0,0,0,0,0,4
7,12,-0.065082842553922,0.000837576229812844,0,0,0,0,0,0,4
8,12,-0.0320758300457193,0.00296782763303757,0,0,0,0,0,0,4
9,12,-0.00464972890521942,-0.000354136487536721,0,0,0,0,0,0,4
10,12,0.0466640273681869,0.00170941027929553,0,0,0,0,0,0,4
1,13,-0.0440876848968588,0.00286989019341568,0,0,0,0,0,0,15
2,13,-0.069204551158053,0.00190797876808317,0,0,0,0,0,0,15
3,13,-0.173053396182513,0.00114094125889318,0,0,0,0,0,0,15
4,13,-0.1026102365011,-0.00214697094282632,0,0,0,0,0,0,15
5,13,-0.0432250580464593,-0.00292648509941012,0,0,0,0,0,0,15
6,13,-0.0106083896240179,0.000851927821373017,0,0,0,0,0,0,15
7,13,-0.0386145239939113,-0.00169505410944137,0,0,0,0,0,0,15
8,13,-0.0396048444627801,0.00106739208324812,0,0,0,0,0,0,15
9,13,-0.125031214802195,0.00178214295813853,0,0,0,0,0,0,15
10,13,-0.0821735195897602,-0.00546584599763878,0,0,0,0,0,0,15
1,14,-0.0284028987719125,-0.0042513800023713,0,0,0,0,0,0,4
2,14,-0.0455465889962499,0.00526681237383641,0,0,0,0,0,0,4
3,14,0.0341776996430418,-0.000583544005580247,0,0,0,0,0,0,4
4,14,0.0111169830064903,-0.000109030976549308,0,0,0,0,0,0,4
5,14,-0.0279661787574779,-0.00192555907676362,0,0,0,0,0,0,4
6,14,0.0252927840418309,0.00206409579521323,0,0,0,0,0,0,4
7,14,0.0198356526617047,0.00103772529252956,0,0,0,0,0,0,4
8,14,0.0238723260697438,-0.00347419310056376,0,0,0,0,0,0,4
9,14,0.0252410220597337,-0.000358321140323506,0,0,0,0,0,0,4
10,14,0.0248492625440779,-0.00410111733326728,0,0,0,0,0,0,4
1,15,0.150303415886196,0.00218966881357619,0,0,0,0,0,0,9
2,15,0.131376744044216,0.000211225459858603,0,0,0,0,0,0,9
3,15,0.126938427183828,0.00263981987915982,0,0,0,0,0,0,9
4,15,0.126670385138336,-0.00208332675803083,0,0,0,0,0,0,9
5,15,0.0245946407846263,0.000604379770065149,0,0,0,0,0,0,9
6,15,0.0926107004948888,-0.00492203100717921,0,0,0,0,0,0,9
7,15,0.120343247011401,0.000916244813062947,0,0,0,0,0,0,9
8,15,0.105097001835254,-0.00123489011754133,0,0,0,0,0,0,9
9,15,0.131751753994501,0.00162070303366336,0,0,0,0,0,0,9
10,15,0.101548918785626,-0.00124664837434743,0,0,0,0,0,0,9
1,16,-0.0288351448660111,-0.00372040338614093,0,0,0,0,0,0,9
2,16,-0.0331583024332529,-0.00299265079771424,0,0,0,0,0,0,9
3,16,0.0523727882677054,-0.00255211095434558,0,0,0,0,0,0,9
4,16,-0.0249081519142067,-0.00258434140540326,0,0,0,0,0,0,9
5,16,0.0347978535484192,-0.00234471299937222,0,0,0,0,0,0,9
6,16,-0.0652972296606147,0.00301027288160187,0,0,0,0,0,0,9
7,16,-0.00740581463720935,-0.000874570437431196,0,0,0,0,0,0,9
8,16,0.00796582636439958,-0.00441110921625231,0,0,0,0,0,0,9
9,16,-0.0136854328388254,-0.00357720852226342,0,0,0,0,0,0,9
10,16,-0.0608200774854806,0.00295934130531062,0,0,0,0,0,0,9
1,17,-0.00350606123317165,-0.00150128440569881,0,0,0,0,0,0,5
2,17,-0.0139382845572393,-6.19793349184729e-07,0,0,0,0,0,0,5
3,17,-0.0612919403641523,-0.0039824779978847,0,0,0,0,0,0,5
4,17,-0.071257358314623,-0.00250627967507357,0,0,0,0,0,0,5
5,17,-0.0337909274256589,0.000514952691207531,0,0,0,0,0,0,5
6,17,-0.0205316815112491,-0.0014730060855722,0,0,0,0,0,0,5
7,17,-0.0319882346112379,-0.00173044613686847,0,0,0,0,0,0,5
8,17,-0.0582721570962206,0.00147229731802116,0,0,0,0,0,0,5
9,17,0.0937187529472037,-0.00314198791910436,0,0,0,0,0,0,5
10,17,-0.039774231779492,-0.00292712085407166,0,0,0,0,0,0,5
1,18,0.0301229142900588,0.000363987772691523,0,0,0,0,0,0,2
2,18,0.0262284121605756,-0.00141477346372482,0,0,0,0,0,0,2
3,18,0.133859274847939,-0.00315120985608922,0,0,0,0,0,0,2
4,18,0.0423769088213359,-0.000676842036614636,0,0,0,0,0,0,2
5,18,-0.00970569944939093,0.00147966906969048,0,0,0,0,0,0,2
6,18,0.116415894151937,-0.00246256561868071,0,0,0,0,0,0,2
7,18,0.0160273047292347,0.00169776201721569,0,0,0,0,0,0,2
8,18,0.0827468599642414,-0.000666947628987042,0,0,0,0,0,0,2
9,18,0.0621129808757721,-0.00233174625181949,0,0,0,0,0,0,2
10,18,0.0379358109308037,-0.000594940779310944,0,0,0,0,0,0,2
1,19,-0.00173336689601289,-0.00105641387605892,0,0,0,0,0,0,1
2,19,-0.0194666279792293,-0.000178163043977889,0,0,0,0,0,0,1
3,19,-0.00364374078309782,-0.00172999092520559,0,0,0,0,0,0,1
4,19,-0.0417102382828647,-0.00174112296033284,0,0,0,0,0,0,1
5,19,-0.0322895096768505,0.00146039407165719,0,0,0,0,0,0,1
6,19,-0.03622754811309,0.00212802515087857,0,0,0,0,0,0,1
7,19,-0.0049568759631613,-0.000197824626882239,0,0,0,0,0,0,1
8,19,0.00663857669921653,-0.0016710190588749,0,0,0,0,0,0,1
9,19,-0.0215957966962916,-0.000289192088961101,0,0,0,0,0,0,1
10,19,-0.0127574819466805,0.00448737848952186,0,0,0,0,0,0,1
1,20,-0.0684046796490272,-0.00142416837052126,0,0,0,0,0,0,6
2,20,0.03667308273928,-0.00378020288430176,0,0,0,0,0,0,6
3,20,0.0271944080019353,-0.000396207495523213,0,0,0,0,0,0,6
4,20,-0.0947087659589356,0.000810592952596278,0,0,0,0,0,0,6
