rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-2.64449987172529,0.0394083510469203,0.0842521032761927,1.86114871979438,0.0835320738199208,0.00517822298688913,0.744415702369288,0.0733520048009971,-0.225845194532981,0.150723260543667,0.0972374375102172,-0.0452848983324182,0.191835229406432,0.103634263806155,14.1552478003082,-0.147982170367189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-1.90486608869221,-0.049048228024627,0.0428962623002682,-1.09994743800187,0.0333236916831252,-0.00100303929001572,-0.491163600520776,0.283395461909427,0.225032089992697,0.0269537674872999,0.264545695369242,0.0962649439268132,-1.11121977467876,0.160635740761424,-96.0564620213857,-0.244132410405331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-2.36946461982075,-0.102168838321913,-0.0428432295240131,0.9928687090998,0.0620894162073613,0.00758551629950756,0.0953818485836093,-0.174382269142516,-0.277173205942653,-0.0340270628031894,0.263142325276338,0.0830558170540995,-0.192563026976859,0.127905317372234,-75.9079186290944,-0.874789581930963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.670497933515485,-0.0488703362711846,0.0784983634026611,0.3267143608301,0.000186144844261271,0.00841543095708523,0.882126893488708,-0.080121231012205,1.72992767535623,-0.0515949759871669,0.592881219479858,0.173789160696744,0.757572500743494,-0.0415422082620764,73.5310512509329,-1.76877258616469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-3.106076242037,-0.0121102347539083,-0.0330204950509433,-0.75302460539629,0.0579306467767493,0.00210966018540624,0.904154880665796,-0.0346132283990633,1.58277756284119,-0.0676273428515591,0.104938789550101,-0.169779461738565,-0.378643981062915,-0.0506416851142016,1.7502808529847,3.42710079731388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.59928829091498,-0.214295852451718,0.0803120294442942,-1.07302020750846,0.0640859324777177,0.00231799000606288,-0.65128339172777,-0.435537150872471,0.398009124829704,0.158837446945747,-0.182927867728895,-0.120877795180452,-0.523716161089309,0.0436036800971162,-64.4321677083812,-1.14567846997498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.0632816984955156,-0.00464394025170226,0.117745849549934,-0.78991860306248,0.0159889995239686,-0.00564043577724579,1.92700772149219,0.26849434832781,2.76224964328314,0.00448720588778624,1.3727012768499,0.131587972749704,0.26278136947883,-0.0652682363791876,38.7939826038612,1.31054014582618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.12646065759575,0.0778202071195975,0.032380132449863,-0.336769221551549,-0.0053457946734552,-0.00384250673053551,2.83127799833869,0.191752312753219,2.72111437546223,0.00669656084352919,1.33774990064979,0.112247657158184,0.477874573716548,-0.0750227160004522,80.3722663796857,-0.722655127328454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.74440861656241,-0.0687722663060766,0.0410589631575607,-1.27115345726419,0.00241272529488956,-0.00313757508242619,2.49356785685748,0.189958875032785,1.76756681396629,0.0763931853795517,1.01653123325473,0.103547641882589,0.785037797286018,-0.0752728043964764,88.2549483351643,-1.49147522908362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.0497871278135831,0.0307630502123202,-0.0799514720175192,-0.279754752786018,-0.0110888341138349,0.0098434866712535,-2.35446510353143,0.260878955362814,-1.49813803231136,0.236052143441557,-0.399620549409605,0.168766440369935,0.216831441132928,-0.181220850777184,-78.8026001175709,-2.43859209683032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-0.746388258862014,0.0817165768476633,0.0412452152046853,-0.213035637754688,-0.0344538814844686,0.0112707353394568,-1.80015982848747,0.238393807817261,-1.2010235645029,0.200582741440762,-0.827453127629301,0.21219047069095,0.591720592113947,-0.196240647462644,-109.062608117338,-0.885896941441605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0.0497612546011421,0.112597355316694,-0.00114890358547545,-1.41182735006369,-0.0140574675112388,0.0111663788791822,-1.88014944531545,0.254228956584043,-0.646212633764037,0.160122520725087,-0.401460178329175,0.140404163968242,0.0870152415914873,-0.172093658481903,-92.6828712110796,-2.28261091806056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-0.379066021605548,0.0209112395056438,0.0450613884447444,0.951151254169884,0.0292345545258064,0.00458616750309344,-2.27678486432181,-0.0729258139716513,-0.232741604328124,-0.105071515663177,-0.328944713760607,0.00981649494109472,-0.727533427650249,-0.0441438284440032,-40.8002959419009,7.80541896638948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-2.00094770058344,-0.0998781864932135,-0.0195732340483525,-0.0999128259820266,0.0780825887712924,0.00285792685408108,-1.54616978826867,-0.256276428594202,-1.08953842742722,0.00571344640729342,0.542206756143325,-0.207313657838425,-0.980017437817017,0.243080738210107,29.8900853880485,0.516836847548881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,-2.54917399485995,0.0421740030841511,-0.00335330482409452,-0.96721513789153,0.0250225244507361,0.00428830457551674,-2.1884766481438,-0.209955088701599,-0.424004981957679,0.127301071525387,0.220712439644663,-0.136221086565889,-0.619222768013792,0.0519930568648845,6.12529773607213,-5.69182634840301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.805566160139746,0.00656296421655633,0.0550624299348445,1.48616321143526,-0.0121590872607049,0.00509951928685291,-0.669832838826057,-0.0595395650893089,-1.34705388726767,0.194009124654268,-0.548320290337619,0.0111845366298734,0.260317524762506,-0.0843175110454529,-126.24151905297,-1.49234446983001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
