parameter,value,se_sa,rse_sa
b01_pop,4.76655467486869,0.140035077040995,2.93786784360871
b11_pop,-0.126770637547227,0.0137866992506275,10.8753095490991
b21_pop,-0.14526456967731,0.0129908522062584,8.94289105396878
a1_pop,3.90101460848718,0.859682340117977,22.037403762796
b02_pop,7.40091414389374,0.00312186143904775,0.0421821058635506
b12_pop,0.00320665310758789,0.000464510984481374,14.4858507888553
b03_pop,4.1978202733002,0.0571455088775812,1.36131385235927
b13_pop,-0.154062276650374,0.0121743444080411,7.90222283659312
b04_pop,5.27751760337634,0.10449570537971,1.98001623552819
b14_pop,0.0229398451516828,0.00757382959702313,33.0160449948265
b05_pop,6.99719448290483,0.0533362212287655,0.76225151893482
b15_pop,-0.0398903850869541,0.00849624908518262,21.2989898860647
b06_pop,5.2856823836356,0.0456003581348746,0.862714685166341
b16_pop,-0.0774653420950294,0.00657111008066901,8.48264514550004
b07_pop,339.857003007381,6.80141689598427,2.00125842215955
b17_pop,-5.89206432534877,0.510703626872649,8.66765192422468
p1_pop,0.0581079323526368,0.0253987014819956,43.7095254531855
g1_pop,0.0919455869643707,0.0303477572406205,33.0062140474239
p2_pop,0.727154403939044,0.0308998762119251,4.24942433746374
g2_pop,0.144529506972229,0.0174755830560244,12.0913600427505
alpha11_pop,0.122339999914345,0.025332053953306,20.7062726590175
alpha12_pop,-9.45265914880313,3.88545243136243,41.1043323386351
alpha13_pop,0.595114206743224,0.116452382279761,19.5680729783027
alpha14_pop,2.15761389705093e-07,0.000102555634982566,47531.9681258733
alpha15_pop,-5.2708564331659e-09,8.31549043434207e-06,157763.55398372
alpha16_pop,-0.000293372880990971,0.00122638896260574,418.030786780013
alpha17_pop,-0.0039524311857941,0.00163554486110321,41.3807295869367
alpha21_pop,-0.083812701925883,0.023253464991967,27.7445595448413
alpha22_pop,0.00413696406357027,0.0719140575311168,1738.32927784859
alpha23_pop,-0.232205491646596,0.0442500681670782,19.0564262082243
alpha24_pop,0.0633297135456272,0.0494982522810427,78.1596023569262
alpha25_pop,-4.81389766395378e-08,0.000325282766833849,675715.998845488
alpha26_pop,-0.097826290025135,0.0866679728984808,88.5937439477801
alpha27_pop,6.31132959416589e-08,0.000259298899507142,410846.709300104
omega_b01,2.00401348801431,0.108623587008291,5.42030219147487
omega_b11,0.105873630140965,0.0103192641241388,9.74677463160491
omega_b21,0.0610920122205847,0.0104090993028073,17.0383965504741
omega_a1,1.16232411219211,0.195562530023378,16.8251288923666
omega_b02,0.0445209085883465,0.00252283897496456,5.66663856367234
omega_b12,0.00519691769877882,0.000371770550984578,7.15367401473256
omega_b03,0.848332797060824,0.0458761104209426,5.40779639545792
omega_b13,0.156039971702431,0.00928593647261739,5.95099856229514
omega_b04,1.72637200606554,0.0767601640123206,4.44632812294378
omega_b14,0.0799232420197233,0.00592833661691582,7.41753771131161
omega_b05,0.757771832618631,0.0401382433265015,5.29687718634195
omega_b15,0.099914284904493,0.00774942124433282,7.75606936659799
omega_b06,0.68167611062714,0.0353882850860323,5.19136354264714
omega_b16,0.0752430121765515,0.00514943445086079,6.84373777963336
omega_b07,105.034346934055,5.22631019441801,4.97581062478475
omega_b17,4.86877173927611,0.416070718038921,8.54570187964454
b_1,0.308640259251776,0.00648858953869012,2.1023146994563
a_2,0.0495999863761204,0.000760864657806406,1.53400174757451
a_3,0.708623690461608,0.0129039101621107,1.82098204389764
a_4,0.694750040711213,0.0161013467230842,2.31757405967207
b_5,0.0818792522870403,0.00974524839726918,11.9019753173926
b_6,0.0995125277592961,0.00234188243720369,2.35335438656358
b_7,0.209172146262508,nan,nan
