rep,id,b0,b1,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,104.465888397501,0.00364899613500941,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
2,1,95.8307573395561,1.30279184912214,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
3,1,104.748388757258,1.67800777135451,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
4,1,108.585018733369,-0.106515502075129,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
5,1,100.339843421264,-0.189430372824404,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
6,1,91.3500856625731,1.03200990579394,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
7,1,98.270650351848,0.113295686377067,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
8,1,96.9895197166149,1.16424814714214,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
9,1,106.458021390151,-0.866410827918445,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
10,1,97.2102012602164,0.607761554462638,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,2.76817510618267,-1.33699756704238,11
1,2,74.6985075803264,-0.112046734237713,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
2,2,129.596411574904,0.173788804760627,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
3,2,118.101563679642,0.21874742593399,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
4,2,108.274557701594,-0.507663902632046,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
5,2,80.1893800806186,2.20226757268038,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
6,2,75.8932069754852,0.698242399737736,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
7,2,126.482375451462,0.21669341040259,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
8,2,104.498217668453,1.55970918459268,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
9,2,108.342506257553,-0.0567860497360881,0.000595272618002017,0.104614182980621,-0.0449132317708658,0.0314694695385849,1.25826141190121,-0.607726166837444,5
