b01_pop,0.017357,-0.0002605,0.00011302,-0.004682,1.2063e-07,-8.9026e-08,1.7127e-05,9.4813e-07,-1.4834e-05,-5.8913e-06,2.4293e-05,-9.4438e-05,9.4303e-06,1.0119e-05,-3.2678e-05,0.0079533,-0.00020873,-0.00045436,-6.9159e-07,-1.8611e-05,3.195e-06,-2.0384e-05,0.0024257,0.00013266,9.811e-06,-0.00042302,1.5211e-06,-3.8193e-07,6.6198e-06,9.8547e-06,-1.7921e-05,2.5912e-06,-2.6787e-05,-9.2654e-08,4.3239e-06,-1.1571e-06
b11_pop,-0.0002605,0.00020186,9.2892e-05,-0.00026732,-3.5404e-07,7.3615e-08,-9.1137e-06,-3.738e-08,3.9448e-06,1.041e-06,-1.488e-05,3.596e-05,9.9878e-06,-5.9422e-06,3.4874e-05,-0.003406,0.00013169,0.00019538,1.7131e-05,-0.00054926,9.2987e-06,1.1308e-05,-5.5198e-05,-7.2222e-05,-4.181e-05,0.00046806,4.1596e-07,3.7424e-08,5.4151e-06,-3.7568e-06,7.492e-06,1.6202e-06,-3.3048e-06,8.0856e-08,1.9019e-06,-2.7085e-07
b21_pop,0.00011302,9.2892e-05,0.00015408,-0.00081267,-5.497e-07,1.1862e-07,-7.7907e-06,-1.072e-06,5.1566e-06,-3.4996e-07,-1.8113e-06,2.5919e-06,8.0718e-07,-2.3313e-06,7.244e-06,-0.0003603,3.2165e-05,9.6048e-06,-4.6697e-06,0.00010732,2.8161e-06,2.7991e-06,5.8557e-05,-3.8018e-05,-5.5465e-05,0.00039612,8.5127e-07,-4.993e-08,7.2547e-06,-3.1148e-06,8.5471e-06,1.4993e-06,-1.275e-07,1.0104e-07,2.194e-06,-5.1743e-07
a1_pop,-0.004682,-0.00026732,-0.00081267,0.47545,2.1673e-05,-8.3241e-06,-0.0001388,-0.0001429,0.00098494,-0.00014159,-0.00014328,0.00053778,6.8249e-05,-9.0971e-05,0.0001985,-0.049178,0.0012654,0.0026893,0.00011762,-0.004378,0.00030873,8.6165e-05,-0.005461,-0.0016235,-0.0011007,-0.067922,-5.0473e-05,7.4595e-06,-0.00081959,-0.00020361,7.35e-05,-3.0417e-05,-3.1167e-05,-5.3133e-07,9.221e-05,3.2607e-05
b02_pop,1.2063e-07,-3.5404e-07,-5.497e-07,2.1673e-05,8.3446e-06,-3.4865e-07,8.0149e-07,-5.4841e-08,-2.989e-07,-5.7143e-08,-9.8957e-07,1.0576e-05,-1.6486e-06,-2.4822e-06,3.0095e-06,2.6102e-05,1.8924e-05,1.7575e-05,1.6822e-06,-0.00011905,-4.4479e-07,2.6755e-06,-2.741e-07,2.8815e-07,7.2099e-08,-3.5059e-06,1.308e-07,-2.9101e-09,3.2486e-07,-2.4954e-08,-8.7697e-07,2.7974e-08,4.33e-08,-3.409e-08,1.9171e-07,3.0091e-08
b12_pop,-8.9026e-08,7.3615e-08,1.1862e-07,-8.3241e-06,-3.4865e-07,2.3559e-07,-9.6266e-08,1.4558e-08,-1.4343e-07,1.7564e-08,1.6491e-06,-5.6487e-06,-9.9943e-07,1.2451e-06,-2.75e-06,0.00035189,-1.3916e-05,-2.3564e-05,-1.3926e-06,0.00014153,-8.0109e-07,-1.3637e-06,2.2893e-09,-1.6499e-07,2.0418e-09,3.2054e-06,-8.8283e-09,6.0143e-10,1.2693e-07,7.7011e-08,1.537e-07,2.8357e-08,-1.0079e-08,4.4703e-09,-8.8635e-08,-9.0412e-09
b03_pop,1.7127e-05,-9.1137e-06,-7.7907e-06,-0.0001388,8.0149e-07,-9.6266e-08,0.0033481,-0.00012685,-1.0165e-06,-3.5266e-06,1.377e-05,-0.00010361,1.0208e-05,1.9713e-05,-2.3979e-05,0.0042625,-8.7599e-05,-0.00023179,-1.0993e-05,0.00037445,-4.135e-05,-2.3715e-05,4.6243e-05,6.6132e-06,2.7562e-06,-6.3665e-05,-3.8735e-07,-7.8431e-08,3.1352e-05,-5.9191e-06,-3.1197e-07,-1.5116e-06,-5.9784e-07,9.6794e-08,1.9788e-06,2.1148e-08
b13_pop,9.4813e-07,-3.738e-08,-1.072e-06,-0.0001429,-5.4841e-08,1.4558e-08,-0.00012685,0.00016871,-6.1418e-07,1.3023e-06,-2.3805e-05,8.2602e-05,6.6632e-06,-1.4316e-05,3.8988e-05,-0.0051546,0.00019085,0.00031984,1.7477e-05,-0.00084727,3.018e-05,2.1397e-05,-1.0863e-05,2.0739e-06,2.5856e-06,2.312e-05,-1.0553e-07,1.4233e-08,5.691e-06,1.4088e-06,-2.4613e-06,-7.0337e-07,4.6625e-07,1.2792e-08,-2.0182e-06,1.2319e-07
b05_pop,-1.4834e-05,3.9448e-06,5.1566e-06,0.00098494,-2.989e-07,-1.4343e-07,-1.0165e-06,-6.1418e-07,0.0029049,-7.0558e-05,-7.3782e-06,-2.8097e-05,5.5433e-07,6.1821e-07,1.4697e-05,-0.0019878,-3.445e-05,0.00031946,1.0667e-06,-4.9331e-05,-3.3923e-06,-1.5702e-05,-3.9614e-05,-6.6066e-06,-7.549e-06,-0.00022004,-5.4597e-07,-2.8573e-08,1.8029e-06,4.242e-07,0.0001501,-7.4566e-06,4.1746e-07,-2.1942e-08,-3.524e-07,-1.9792e-06
b15_pop,-5.8913e-06,1.041e-06,-3.4996e-07,-0.00014159,-5.7143e-08,1.7564e-08,-3.5266e-06,1.3023e-06,-7.0558e-05,7.5615e-05,-1.3443e-05,4.2356e-05,-5.0771e-07,-2.8176e-06,2.3257e-05,-0.0030614,9.9838e-05,0.00020856,7.4142e-06,-0.00021914,2.3063e-06,1.2289e-05,3.6986e-07,8.4617e-07,3.7172e-07,4.0947e-05,1.6639e-07,7.5297e-08,5.3371e-07,3.6956e-07,-1.6191e-05,3.5941e-06,-6.122e-08,1.9717e-08,8.551e-08,1.7775e-07
