id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,-3.87033,0.062414,-0.0264882,0.0170437,0.0240102,0.00104242,0.13459,0.0890442,0,0,0,0,0,0,0,0,0,0
2,-0.843761,-0.104105,0.00910169,0.398794,-0.0242445,-0.00149631,0.0700316,-0.0750065,0,0,0,0,0,0,0,0,0,0
3,0.56346,0.07033,-0.0103748,0.351243,0.0183302,-0.000174763,-0.437849,0.0676433,0,0,0,0,0,0,0,0,0,0
4,-0.234179,-0.0446743,0.00615026,-0.34118,-0.0509985,-0.00245587,0.43769,0.19352,0,0,0,0,0,0,0,0,0,0
5,-1.2288,0.0198614,-0.00811771,-0.127434,0.00605472,0.000344108,0.163838,0.0493835,0,0,0,0,0,0,0,0,0,0
6,-0.207422,-0.0121911,0.01159,-0.17394,-0.026647,-0.00054488,0.302879,0.0252163,0,0,0,0,0,0,0,0,0,0
7,1.84611,-0.0265115,0.00550855,-0.417861,-0.0529285,0.00113543,-0.14204,-0.179926,0,0,0,0,0,0,0,0,0,0
8,1.4454,-0.0276539,0.00381634,-0.326657,-0.0140183,-0.00203266,-0.553989,-0.0929983,0,0,0,0,0,0,0,0,0,0
9,0.110344,-0.0247845,0.00189096,-0.219588,0.0196163,0.00104027,0.270741,-0.0716659,0,0,0,0,0,0,0,0,0,0
10,2.13841,-0.0111941,0.000827307,-0.268647,-0.00278173,-0.000572176,1.25117,0.00284032,0,0,0,0,0,0,0,0,0,0
11,1.48503,-0.0193102,-0.00583218,-0.258513,-0.0187615,0.00232778,0.136538,-0.299221,0,0,0,0,0,0,0,0,0,0
12,0.510021,-0.0293925,0.00384461,-0.460543,-0.0255409,-0.00313767,0.0123055,0.100575,0,0,0,0,0,0,0,0,0,0
13,-0.958083,-0.0169724,0.00185241,-0.0612482,0.0138784,2.36471e-05,-0.122471,-0.019583,0,0,0,0,0,0,0,0,0,0
14,-0.286962,-0.0431365,0.0049195,-0.538122,0.0072478,-0.00288242,-1.35298,-0.20354,0,0,0,0,0,0,0,0,0,0
15,-1.38089,-0.00907575,-0.00267204,-0.072401,-0.0036975,0.000484929,-0.652018,-0.02495,0,0,0,0,0,0,0,0,0,0
16,-0.631481,-0.0195616,0.00791312,-0.26951,-0.0212672,0.00209651,-0.374976,-0.00594891,0,0,0,0,0,0,0,0,0,0
17,-0.0282788,0.0389402,-0.00827013,-0.291451,-0.0430148,-0.0014303,0.545447,0.301792,0,0,0,0,0,0,0,0,0,0
18,-1.09827,0.0928023,-0.0170279,0.803387,-0.0138299,-0.00201642,-0.36575,0.0267702,0,0,0,0,0,0,0,0,0,0
19,4.04736,0.0487675,-0.00406266,0.640193,0.0149483,-0.000590647,-0.295494,0.0545718,0,0,0,0,0,0,0,0,0,0
20,1.29761,-0.00101409,-0.00108743,-0.281931,0.0273347,0.000721582,-1.05904,-0.0341042,0,0,0,0,0,0,0,0,0,0
21,1.93146,0.0265692,-0.00734753,0.0171841,0.0178646,1.02102e-05,-1.9309,-0.0158824,0,0,0,0,0,0,0,0,0,0
22,2.39891,-0.00427432,-0.0166555,-0.329852,0.0130201,0.00268028,0.0615489,0.0795645,0,0,0,0,0,0,0,0,0,0
23,0.793678,-0.0570562,0.0557602,-0.207026,-0.0390088,0.00186497,0.161578,-0.122746,0,0,0,0,0,0,0,0,0,0
24,-0.206417,-0.0200074,0.00630431,-0.374657,-0.0392657,0.000889353,0.802813,0.00974149,0,0,0,0,0,0,0,0,0,0
25,-4.74208,0.0255844,0.0375957,1.25204,-0.0479283,-0.00561402,-0.194774,-0.114993,0,0,0,0,0,0,0,0,0,0
26,-0.719118,-0.00379706,0.00388752,0.0504317,0.0424283,2.18769e-05,-0.2989,-0.00475956,0,0,0,0,0,0,0,0,0,0
27,-0.246085,0.128004,0.00273159,0.0589523,-0.00484958,0.00120791,-0.668863,-0.0254093,0,0,0,0,0,0,0,0,0,0
28,2.01811,-0.00516948,-0.00574274,-0.271823,0.0888573,0.00288401,-1.01498,0.0523956,0,0,0,0,0,0,0,0,0,0
29,-3.76658,-0.0163707,-0.0873939,0.797698,0.0246952,0.00308424,-0.510942,0.00932422,0,0,0,0,0,0,0,0,0,0
30,-2.1327,-0.214031,0.0428899,0.643588,0.0585337,0.00528302,-0.608719,0.153756,0,0,0,0,0,0,0,0,0,0
31,-0.991763,-0.0286564,-0.00394068,-0.632858,-0.034614,0.000558749,0.646098,0.105572,0,0,0,0,0,0,0,0,0,0
32,-1.66064,-0.00766125,0.0107531,-0.239708,-0.0789577,-0.000761592,0.614965,-0.0601419,0,0,0,0,0,0,0,0,0,0
33,0.857029,0.0352504,-0.0102392,-0.120367,0.0153747,0.00233823,-0.409197,0.0390408,0,0,0,0,0,0,0,0,0,0
34,-0.681576,-0.0419379,-0.000817936,-0.366122,0.0032897,0.00143313,-0.335257,-0.155884,0,0,0,0,0,0,0,0,0,0
35,1.63683,-0.0115819,-0.00105739,-0.0733893,-0.0078068,8.34348e-05,-0.429367,-0.0221894,0,0,0,0,0,0,0,0,0,0
36,1.0606,0.0393978,-0.0443222,0.772515,-0.0741852,-0.000636616,0.282848,0.00371599,0,0,0,0,0,0,0,0,0,0
37,-0.217097,-0.00875811,-0.00633952,-0.336009,0.0312719,0.00320972,1.79235,0.0116741,0,0,0,0,0,0,0,0,0,0
38,0.707819,-0.0112806,0.000806641,-0.0469905,-0.00796172,8.16157e-05,-0.540048,0.00380652,0,0,0,0,0,0,0,0,0,0
39,3.35485,0.00775194,-0.0100046,-0.168824,-0.00689573,-0.00217064,-0.438838,0.0367543,0,0,0,0,0,0,0,0,0,0
40,-2.93926,-0.052135,0.000493786,-0.522798,-0.00928524,0.00127468,1.17201,0.152047,0,0,0,0,0,0,0,0,0,0
41,-1.00943,0.0530731,-0.0184152,0.225063,0.0131471,-0.00670181,-0.271909,-0.0516224,0,0,0,0,0,0,0,0,0,0
42,-1.60769,-0.0473554,0.00877469,-0.31195,-0.000909522,0.000906534,-0.0927163,0.0121121,0,0,0,0,0,0,0,0,0,0
43,0.0147232,-0.188849,-0.011257,1.84516,0.00942234,0.000538823,0.828541,-0.0189128,0,0,0,0,0,0,0,0,0,0
44,-1.10603,0.018529,-0.0154271,-0.136416,0.00380518,-0.00216539,0.783792,0.0764141,0,0,0,0,0,0,0,0,0,0
45,2.40331,-0.0301905,0.000527567,-0.343772,-0.00620913,0.00111919,-0.219765,0.248259,0,0,0,0,0,0,0,0,0,0
46,3.06942,0.0170865,-0.00599202,0.0850764,-0.0666008,-0.00106138,0.819641,0.0307319,0,0,0,0,0,0,0,0,0,0
47,0.606511,-0.0346481,0.00224308,-0.458878,0.0149567,-0.00406821,1.32746,-0.00504495,0,0,0,0,0,0,0,0,0,0
48,1.17164,0.130477,0.00345155,1.06496,0.0768461,0.000300208,-0.273035,0.0945914,0,0,0,0,0,0,0,0,0,0
49,-0.0364945,-0.0725287,0.0017211,-0.257934,-0.0504065,-0.00715252,1.0064,0.197316,0,0,0,0,0,0,0,0,0,0
50,-2.24037,0.00524921,-0.0126118,-0.510651,-0.0196712,0.00183516,0.954955,-0.00636674,0,0,0,0,0,0,0,0,0,0
51,-0.808174,0.155126,0.00869885,0.445902,-0.0403506,0.00347833,-1.30398,-0.017567,0,0,0,0,0,0,0,0,0,0
52,-4.13107,-0.050963,-0.00169332,-0.792125,0.00210982,-0.000874339,-0.481574,-0.0750387,0,0,0,0,0,0,0,0,0,0
53,3.08047,-0.0303441,0.0215363,-0.291137,0.00900671,-0.00688377,0.651413,0.0701094,0,0,0,0,0,0,0,0,0,0
54,0.0688247,-0.0430751,0.0104828,-0.0333575,-0.0410689,0.000454055,-0.101776,0.0783911,0,0,0,0,0,0,0,0,0,0
55,-1.39854,-0.0326214,0.0222873,-0.339948,-0.00731108,0.00532643,-0.224657,0.0366182,0,0,0,0,0,0,0,0,0,0
56,-1.47666,-0.0186701,0.00122816,-0.0610654,0.0303921,0.000347005,-0.455265,-0.00359194,0,0,0,0,0,0,0,0,0,0
57,0.385267,-0.00743076,0.00123845,-0.281012,-0.0376912,-0.00130538,-0.288139,-0.00368379,0,0,0,0,0,0,0,0,0,0
58,1.24853,-0.00572564,-0.000291074,0.0281249,0.0323378,-0.000727715,-0.357852,0.0244796,0,0,0,0,0,0,0,0,0,0
59,-1.10897,-0.030514,-0.00294086,-0.477452,-0.0177425,-0.000339582,-0.724582,-0.225715,0,0,0,0,0,0,0,0,0,0
60,-0.255436,0.00931387,-0.000360696,-0.184507,0.0032225,-0.000274027,-1.25719,-0.0846635,0,0,0,0,0,0,0,0,0,0
61,2.16999,0.000449515,-0.0163446,-0.228224,-0.0326864,0.0010129,0.630689,0.111029,0,0,0,0,0,0,0,0,0,0
62,2.02214,-0.00191759,-0.00545603,-0.266343,0.0232044,0.00215927,0.324112,-0.0150605,0,0,0,0,0,0,0,0,0,0
63,-2.34707,-0.055848,0.0350386,0.163056,-0.00582604,0.00251684,-0.15165,0.0567695,0,0,0,0,0,0,0,0,0,0
64,-2.97043,0.0226256,-0.0140158,-0.187063,0.0643538,0.000995161,-0.560623,-0.0854861,0,0,0,0,0,0,0,0,0,0
65,-0.473444,-0.0243041,-0.0138033,-0.330458,-0.0125197,0.00154009,-1.1525,-0.306254,0,0,0,0,0,0,0,0,0,0
66,2.80672,-0.0358446,-0.0068029,-0.351681,-0.0242523,-0.0039822,-0.498062,-0.221577,0,0,0,0,0,0,0,0,0,0
67,1.19552,-0.029959,0.00915755,-0.169736,-0.0305132,0.00620814,-0.734294,0.406651,0,0,0,0,0,0,0,0,0,0
68,0.285667,-0.087707,0.00818586,2.23172,0.0457101,-0.000390997,1.14887,0.227193,0,0,0,0,0,0,0,0,0,0
69,1.06563,0.0727936,-0.0451248,1.55591,-0.00879968,-0.00244218,0.366049,-0.104719,0,0,0,0,0,0,0,0,0,0
70,0.613469,-0.0087934,0.000638015,0.090107,-0.00661056,0.000633862,-1.23439,-0.0281209,0,0,0,0,0,0,0,0,0,0
71,3.37591,0.0402541,-0.0144117,0.524294,-0.0303371,-0.000620078,0.550587,0.0508859,0,0,0,0,0,0,0,0,0,0
72,-2.40168,0.00676197,0.00317848,-0.447479,0.0363869,0.000366804,0.614586,-0.008003,0,0,0,0,0,0,0,0,0,0
73,-1.56033,-0.00989816,0.00552662,0.01711,0.0200878,0.000875056,0.425359,-0.0237858,0,0,0,0,0,0,0,0,0,0
74,0.499327,-0.0923757,0.0263475,0.528719,-0.00218083,0.000224457,-0.224743,-0.0810502,0,0,0,0,0,0,0,0,0,0
75,-3.53512,-0.106826,0.00665725,-0.519687,-0.0480144,-0.00373812,0.194868,0.150006,0,0,0,0,0,0,0,0,0,0
76,-0.405664,0.051908,-0.00183668,0.434577,-0.0266553,-0.000844445,0.442259,0.0738563,0,0,0,0,0,0,0,0,0,0
77,0.679179,-0.00162669,-7.50674e-05,-0.324203,0.0405659,-0.000402699,-0.767772,-0.0802905,0,0,0,0,0,0,0,0,0,0
78,-1.72545,-0.0064477,0.0027258,-0.347257,-0.059544,0.000110517,0.669806,-0.0111331,0,0,0,0,0,0,0,0,0,0
