rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.126964581111948,-0.0121143445910409,-1.78272848153236,0.815368888075671,0,0,0,0,0,0,11
2,1,-3.4865012375702,0.0464451220231527,4.33735323885096,-0.907208823238554,0,0,0,0,0,0,11
3,1,1.00676455382695,0.0308741510341837,1.06532767114006,-0.323114036132834,0,0,0,0,0,0,11
4,1,1.17999961584808,0.0204603996200661,-6.37379492317142,0.69697690835932,0,0,0,0,0,0,11
5,1,0.546283822096067,-0.0278186560741846,-1.08751002106594,-2.42570576620557,0,0,0,0,0,0,11
6,1,0.000712249864953662,0.0024288300645721,-2.81580968035563,-0.72221268377158,0,0,0,0,0,0,11
7,1,5.03685073540656,-0.0157179139613408,2.93414036214663,0.501171681032255,0,0,0,0,0,0,11
8,1,0.998129856713118,-0.0265352769241738,0.570969079322703,3.04420921807524,0,0,0,0,0,0,11
9,1,2.37956936862945,0.0176788785786224,-3.28604194158296,-0.774083874799691,0,0,0,0,0,0,11
10,1,-3.3187805847347,-0.00205799778526732,-1.21268731463415,-0.722017796334342,0,0,0,0,0,0,11
1,2,-2.17398512629917,0.0323992359931454,2.59481875695535,0.491044339594938,0,0,0,0,0,0,5
2,2,4.76492475199143,-0.0481100691591592,-1.51379192600047,-0.00488368298544462,0,0,0,0,0,0,5
3,2,-1.24133472830239,-0.0386704347655882,-0.651861618433999,0.577583712579532,0,0,0,0,0,0,5
4,2,2.0446824796283,0.0512005666649061,3.20063418889306,1.08456013925895,0,0,0,0,0,0,5
5,2,-2.37994464608829,-0.00721606870672062,-0.876653998567555,-1.0728112496835,0,0,0,0,0,0,5
6,2,-2.97167223792483,0.0358861133406696,1.92836125898196,0.668440687177295,0,0,0,0,0,0,5
7,2,-1.36879441472806,0.0175940749105379,0.315096160008213,0.264362035875449,0,0,0,0,0,0,5
8,2,-3.51227652093222,0.0504575187322455,-2.06149917481408,0.354455200808436,0,0,0,0,0,0,5
9,2,2.69504561199716,0.0248549662185185,-4.74369111375059,0.560994706222499,0,0,0,0,0,0,5
10,2,-0.867676666809125,-0.0640866266356071,3.28118493396778,1.70880185557372,0,0,0,0,0,0,5
1,3,-1.46438427849628,0.000773974115284327,-0.482780536809889,-1.05145155771273,0,0,0,0,0,0,6
2,3,1.07652985518397,0.0311979351542558,0.994152006256316,0.254000158920101,0,0,0,0,0,0,6
3,3,-0.0411137447342824,-0.0442876462473293,1.13897032321405,0.789918947946858,0,0,0,0,0,0,6
4,3,-2.91906528661834,0.0683310510652781,7.54506139717977,-0.10657884145266,0,0,0,0,0,0,6
5,3,1.24645599775263,0.00663926834171374,0.597332489246712,1.18164196797501,0,0,0,0,0,0,6
6,3,1.34305081680385,-0.0117835198433457,0.714271638621213,-0.794008878122159,0,0,0,0,0,0,6
7,3,0.25025113662475,0.0221807410854315,-1.58483848040298,-0.369962623161146,0,0,0,0,0,0,6
8,3,7.0184854076977,-0.0101008452236361,-2.24569347320187,-0.622942262079513,0,0,0,0,0,0,6
9,3,4.29066903131787,-0.069494851160843,1.09101110284382,-0.329117894749285,0,0,0,0,0,0,6
10,3,6.46957803510753,0.00824205020229449,-1.47394270402111,-1.92625135718775,0,0,0,0,0,0,6
1,4,0.967995563729511,0.00174714551702952,-0.805326341433419,0.620006095370892,0,0,0,0,0,0,8
2,4,-0.0521304853451756,0.0411538275736073,0.228352675203775,-1.25771915679915,0,0,0,0,0,0,8
3,4,0.362931880420005,-0.0354455541343402,1.54401425508819,-0.840511837826866,0,0,0,0,0,0,8
4,4,-2.0692130894696,-0.00504966866894735,3.27691470389098,-0.712160348032057,0,0,0,0,0,0,8
5,4,0.541594718802315,0.0300301877667308,-3.68583791511142,-1.29708720004533,0,0,0,0,0,0,8
6,4,-3.99312213936618,0.00402742573423432,-5.78855408324307,-1.08511761494284,0,0,0,0,0,0,8
7,4,-3.80894630356736,-0.0322637733418698,4.84005538644405,2.94389728167855,0,0,0,0,0,0,8
8,4,0.47239031083603,0.0349816127896856,1.04478227968628,0.387444181336617,0,0,0,0,0,0,8
9,4,-0.448184666554791,-0.0618033349536497,1.52840136282764,-1.05823957615549,0,0,0,0,0,0,8
10,4,2.01541600738418,-0.0290244374006267,0.409732221235219,0.661910935588106,0,0,0,0,0,0,8
1,5,3.19434979844945,0.0801338631952567,0.520901850089423,0.512808418019541,0,0,0,0,0,0,3
2,5,0.327146003552259,0.0606577207309912,1.59511985560924,0.721897461625726,0,0,0,0,0,0,3
3,5,0.274645451006521,0.0829839038514666,0.222872464518403,0.356010130138334,0,0,0,0,0,0,3
4,5,1.13472270603386,0.0833486663150911,-5.16303799797938,0.422286929717925,0,0,0,0,0,0,3
5,5,2.23390428869377,0.0676450761770799,3.69978919591737,0.643571801088702,0,0,0,0,0,0,3
6,5,2.85777147760043,0.0636939172976666,1.00414236308785,0.776146519231988,0,0,0,0,0,0,3
7,5,-0.764224467465779,0.0616636716762548,-7.53837998957247,0.670329366601916,0,0,0,0,0,0,3
8,5,1.23887383584118,0.0817671622507631,2.10191776885467,0.538528468344743,0,0,0,0,0,0,3
9,5,3.90679787731029,0.062459299117177,-1.58032382154281,0.74525872854964,0,0,0,0,0,0,3
10,5,1.88349002387528,0.0646199598002812,1.86579846187191,0.615291424363113,0,0,0,0,0,0,3
1,6,-0.58847480427923,-0.00903561498137938,4.42899196702869,0.480121033522972,0,0,0,0,0,0,2
2,6,-1.28435151884515,0.0389271515916399,-3.91996643472281,0.273342568630847,0,0,0,0,0,0,2
3,6,5.24800256379342,0.0100097301587571,-1.04434356287537,0.285691674029826,0,0,0,0,0,0,2
4,6,2.63807250825628,-0.0438969528092605,4.85384496639752,0.00501633355229547,0,0,0,0,0,0,2
5,6,-8.7319781872034,0.0616577481685639,-1.08464721107651,0.43976189861763,0,0,0,0,0,0,2
6,6,5.55644891094848,-0.0139946859894369,1.72650761829,0.794186088521123,0,0,0,0,0,0,2
7,6,3.73327716944184,0.0691989193875508,-1.61674312300275,-0.391528488009677,0,0,0,0,0,0,2
8,6,2.05930771313873,-0.00857151015750923,-1.25761737003458,0.560668667909094,0,0,0,0,0,0,2
9,6,-0.050071884621457,0.0242182372271434,-0.89406906477396,0.0934646924522458,0,0,0,0,0,0,2
10,6,-1.7847191920696,-0.0748686366406293,0.224623001296203,0.124590370504335,0,0,0,0,0,0,2
1,7,-1.42643554691284,-0.0160403366131065,-0.374732625674515,-0.187766033548072,0,0,0,0,0,0,12
2,7,-0.898010493310597,-0.0523434715631034,0.799271762297172,-0.227923790622317,0,0,0,0,0,0,12
3,7,-2.61019150987325,0.0417910513811746,2.58652908575984,-0.652851017318306,0,0,0,0,0,0,12
4,7,6.48283662635586,-0.0225441866380674,0.286154206657939,0.0731366494607064,0,0,0,0,0,0,12
5,7,0.901157068948909,-0.0362719711609357,1.11801033602699,0.0970484498313295,0,0,0,0,0,0,12
6,7,2.42363106928988,0.00157416470730717,0.0172869915092235,1.38758005290434,0,0,0,0,0,0,12
7,7,-0.762109435280228,-0.0187400220797819,2.17913409535383,-2.02415341010456,0,0,0,0,0,0,12
8,7,1.84766707787868,0.0236066218464058,-3.3099033257958,-0.0240970604635518,0,0,0,0,0,0,12
9,7,-1.3336115121368,-0.0606703820818372,2.48691626161415,1.0183377790697,0,0,0,0,0,0,12
10,7,-1.72669707419212,0.0109095980285322,3.31206502879678,-2.65369669768952,0,0,0,0,0,0,12
1,8,-0.77578237169566,0.0253617149407355,2.18576328690793,0.077626507611817,0,0,0,0,0,0,7
2,8,-3.05795259363451,-0.0807011988905642,0.0160441879892108,-0.217490806083735,0,0,0,0,0,0,7
3,8,-0.445063588969759,0.000510993877168391,-5.53035781986507,0.452317175887559,0,0,0,0,0,0,7
4,8,-0.924934514602615,-0.0475346538211036,5.1850875053189,-1.17653098907642,0,0,0,0,0,0,7
5,8,-2.37271939248893,-0.0420244304338433,-1.54470588448047,-0.0589485614820733,0,0,0,0,0,0,7
6,8,0.511129785856084,0.0755988030905735,2.79624154041486,-0.574647597615958,0,0,0,0,0,0,7
7,8,2.33573959235122,0.0257907267680958,3.0912791941206,1.68624779278736,0,0,0,0,0,0,7
8,8,2.48610082198106,0.0459563871070505,0.33529945338616,-0.945257670662195,0,0,0,0,0,0,7
9,8,0.519447704237895,-0.0752001604203797,0.706262787166599,1.77612014095229,0,0,0,0,0,0,7
10,8,0.604286004211428,-0.045323652792827,5.04355437771379,1.16483932998436,0,0,0,0,0,0,7
1,9,-2.37769706218981,0.00264706235370528,-3.98073882849388,-1.19952612385695,0,0,0,0,0,0,6
2,9,-1.63402830437833,0.00979236174610812,-0.075231782860735,-0.0501200127085557,0,0,0,0,0,0,6
3,9,0.238520280047891,0.0609071520638515,6.575701433884,-0.186539837437858,0,0,0,0,0,0,6
4,9,-4.07424596561402,-0.0112768002122389,3.54438822544508,-0.831270438244847,0,0,0,0,0,0,6
5,9,0.790459924162279,-0.0352402524995734,1.0967121950569,-0.132491997341703,0,0,0,0,0,0,6
6,9,-0.0571954475382608,0.0806287021014228,-2.74142477741542,0.416814857429014,0,0,0,0,0,0,6
7,9,-1.79465967634535,0.0156811576762062,-1.37185423955174,-0.578717784009667,0,0,0,0,0,0,6
8,9,3.3077017349475,-0.080566202682833,2.98244971855019,-0.0991837694893345,0,0,0,0,0,0,6
9,9,1.93031073897371,-0.0140964783626767,-4.9991228921677,-1.03173591500646,0,0,0,0,0,0,6
10,9,-1.29085042813018,0.00729500700414523,5.5444740929663,-1.37447829554961,0,0,0,0,0,0,6
1,10,-0.897403571294149,-0.00916608216010484,0.485532478786411,-2.34120042954201,0,0,0,0,0,0,5
2,10,2.54294399089259,0.0287330890014362,6.84048332559344,-2.85789294617385,0,0,0,0,0,0,5
3,10,0.302137505407798,-0.0539858778210109,1.17691585262326,-1.2193658345645,0,0,0,0,0,0,5
4,10,0.30474163567245,0.01459132983333,-5.22274283162004,-1.92757986872861,0,0,0,0,0,0,5
5,10,-2.94507462321177,0.0168853265766171,2.65838094821249,-2.19101174312105,0,0,0,0,0,0,5
6,10,2.4385761033599,0.0146798531288244,1.55764872878846,-2.44441332325505,0,0,0,0,0,0,5
7,10,0.144518548584113,-0.00711346671785035,0.405049683765501,-1.80744111662919,0,0,0,0,0,0,5
8,10,-1.95833306797932,0.0142713972522187,-0.671437058016647,-0.807108432026839,0,0,0,0,0,0,5
9,10,-2.44989241031715,-0.0213368044348083,-3.61993581970656,-2.45544042933442,0,0,0,0,0,0,5
10,10,0.664877627620333,-0.0116137952073503,-1.49802276738248,-1.62130949404905,0,0,0,0,0,0,5
1,11,1.22197448634186,0.0422861386830466,-3.70582664876334,1.57794742825461,0,0,0,0,0,0,8
2,11,-2.46425208801573,0.014696557423259,1.7903803075461,1.91546188872513,0,0,0,0,0,0,8
3,11,-0.266993972382506,0.0662546558693196,0.859253576998956,1.31483425559906,0,0,0,0,0,0,8
4,11,-3.17251688927563,0.0525423583336707,-6.47528996111666,1.38169060172637,0,0,0,0,0,0,8
5,11,0.522455568523077,0.0247557176157528,-4.3029999639577,1.805544139256,0,0,0,0,0,0,8
6,11,1.63957607139994,0.0254013774852788,3.12572953108225,1.78525405787461,0,0,0,0,0,0,8
7,11,3.57660009494977,0.0525467017362533,-1.28231019078737,1.47437190450864,0,0,0,0,0,0,8
8,11,-0.988373327391988,0.0269229229756657,-0.0752618920886228,1.76623925714237,0,0,0,0,0,0,8
9,11,-1.39115667013836,0.00450086290127131,-4.10695664436241,2.08913443992358,0,0,0,0,0,0,8
10,11,0.23911473770089,0.0481227945511295,-3.84598351491704,1.49485378310947,0,0,0,0,0,0,8
1,12,0.0888708408735441,0.00728099099619714,5.72852237062524,0.186555507170163,0,0,0,0,0,0,4
2,12,-1.17476987761865,0.0144485865053467,-4.61834838638264,0.120640233345751,0,0,0,0,0,0,4
3,12,-0.951451273812322,-0.0168926988973512,0.15000590314613,0.552266697765501,0,0,0,0,0,0,4
4,12,0.090703029299954,0.00260939348996735,-1.49317493173948,0.404309578397682,0,0,0,0,0,0,4
5,12,1.98854565253641,0.0131103461884711,-2.90677647978425,0.258510280899547,0,0,0,0,0,0,4
6,12,0.362717841171709,-0.0339793766084362,-1.44157871985888,0.519995985114007,0,0,0,0,0,0,4
7,12,-1.36373187236332,-0.0247872987388768,-3.8865357472982,0.827682846963132,0,0,0,0,0,0,4
8,12,5.23056669414715,-0.00949218487833081,4.1149240797544,0.132759921161885,0,0,0,0,0,0,4
9,12,-1.71378959272753,-0.0857491671683344,4.85925337133765,-0.10708180968665,0,0,0,0,0,0,4
10,12,0.581243345146884,0.006534172786897,8.30780627435553,1.37494051468258,0,0,0,0,0,0,4
1,13,2.34636897066515,-0.0268150334095549,-3.77991497053094,1.77997781715103,0,0,0,0,0,0,15
2,13,3.00941967650773,0.0257205881866898,0.293532834048044,1.32394846297333,0,0,0,0,0,0,15
3,13,3.79084682932481,-0.0234227009005183,-2.07513271584924,1.62862651429531,0,0,0,0,0,0,15
4,13,-3.97528448428819,0.0595108692913516,-10.8374228872475,0.929621614730859,0,0,0,0,0,0,15
5,13,-3.97212207573919,-0.00520524456982787,1.15713897632979,2.32559355027462,0,0,0,0,0,0,15
6,13,0.279107988882789,-0.0517739463569237,-7.08332446322272,1.79306966015514,0,0,0,0,0,0,15
7,13,3.06417830919839,0.0101375772704007,2.58495485488748,2.10398482173398,0,0,0,0,0,0,15
