rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,1.59232863127751,-0.0277500146402326,-0.0393225158739957,-1.32036106331395,-0.054518215316393,-0.00143753019583102,-0.205893943996934,-0.0882394168318865,-2.73562255928963,-0.035898957292527,-0.94566211687849,-0.0228608422961446,-1.06095589303446,-0.0390129058674883,183.228010330266,0.368841052861673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2.31717254589285,0.0461344684748666,0.00525812879297696,-0.326055111286366,-0.0285979494619086,-0.00282027947626501,-1.28753800493252,-0.00686717519185448,-2.20701656579314,-0.0604891157595752,-0.826177334491974,-0.0322984915198109,-1.25590063706835,-0.0330357437925752,124.61966071862,3.43352469184477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.999709559703492,0.156936536737254,0.0362525144189988,-1.4847169603012,-0.0369484614793318,-0.00365173564844674,-1.10905230795531,-0.0415856698293698,-2.49476592369812,-0.051687866212137,-1.01616089258302,-0.0200111619318387,-1.48552406224871,-0.0194887199057506,111.031529348269,3.47622639626237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0743001228418461,-0.0233027678836096,0.100871178744359,0.16094604156652,-0.0350171954013216,0.0012462407092724,0.561841946251705,-0.0181919759666389,-2.59169678011801,-0.0488491909939312,-0.223427993353208,0.0964609716822994,-0.458198856717118,-0.31989201925905,16.174470020035,-0.416562792317465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0.645424903938702,-0.0349836510440507,0.0610232094863142,0.769899905470529,-0.045176012787457,0.000326855702590565,1.26450537484557,0.0238877907003089,-2.78087764855756,0.0187573348355223,0.365918304075078,0.0600034504824356,-0.967896117404007,-0.257062358625489,5.93013161909931,-5.94636221818649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-0.628718714367983,-0.162003229382817,0.0431332199712708,0.513212686990825,-0.0131330086974186,-0.00192218141601238,0.83144818470485,-0.0346089291860658,-2.86828549427117,-0.00672946671124375,0.00126452830568091,0.0236341215172382,-1.01603165955304,-0.250161777312111,94.2268546236946,-12.1565941843166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-2.25334041315848,-0.0522494826617226,0.0321222467057342,-0.115106334156266,-0.0607911317262095,-0.00784069371526902,-0.147478245227749,0.0148226737910692,0.0312966899717226,0.145452531627225,-0.590222763869621,-0.279456218941925,1.03707389470073,-0.0954111273180616,-92.7142444332303,-3.4499402540417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-0.291502941823673,0.00664992702941319,0.00171512434900625,2.14046064425198,-0.0405884134488632,0.0038040334434559,0.0892534378723786,-0.0139123295705225,-0.62501450559201,0.119544303203867,-0.558829891642215,-0.0978763526734352,1.05505612087203,0.0998544840034706,-83.3714025696553,-4.79437373478433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-1.0874781937282,-0.0373839553981318,-0.0289429565857694,-1.02661427870194,0.046525265854549,-0.00775208637440977,-1.00170281294549,0.191825667218074,-0.679208155051614,0.0280684114760156,-0.149119897950934,-0.0267307705539177,0.527279985970055,0.0823097912634576,-82.8224996361322,-1.90374046844815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1.03973152608863,-0.103889733999425,-0.0212571347389479,-1.50049696921759,0.0197913400168863,0.00251708493290011,-0.867373004413757,0.232190677726987,1.68305086050436,0.037795140586247,0.670712851920132,0.0280357637369401,0.108451406553885,0.00527024078561766,-61.2007664160519,-2.57910208603608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
