b02_pop,1,-0.25503,0.0017772,-0.0023162,-0.00015509,0.002163,0.00067028,-0.00089069,0.008236,0.035255,0.0045352,-0.010647,0.022414,-0.0017555,-0.0021064,0.018016,0.012369,0.014358,nan,-0.0070834,-0.028494,0.02004,-0.00081949,-0.0050212,0.0002618,0.003949,0.0019235,0.0034092,0.0022008,-0.0015048,-0.00091484,-0.00037396
b12_pop,-0.25503,1,-0.0017759,0.010559,0.00046942,-0.0039729,0.00026259,-0.00079762,0.079044,-0.080639,0.0054622,-0.014561,0.0071763,-0.039695,-0.0019895,0.019265,0.01625,0.019023,nan,-0.0086156,-0.0084783,-0.010968,0.0030193,0.0064736,-0.0010454,-0.0040434,-0.0020405,-0.0018363,0.0043787,-0.0015691,8.5133e-05,0.00089992
b03_pop,0.0017772,-0.0017759,1,-0.1677,0.00067538,-0.0028142,6.3219e-05,-0.0010273,0.0019624,-0.029389,-0.0078064,0.023141,-0.0013108,0.0053697,0.0009927,-0.0094607,-0.010589,-0.012429,nan,0.0055879,-0.00038596,0.0022908,-0.0041579,0.020528,0.00053588,0.0019921,0.0012257,-0.00050189,-0.00022677,-0.0047699,-0.0010027,0.0003311
b13_pop,-0.0023162,0.010559,-0.1677,1,-0.0012872,0.0040369,-1.8527e-05,-0.0022684,-0.065246,0.074316,0.059778,-0.030231,-0.0043481,0.015359,0.00062487,-0.0058865,0.0051848,0.0061506,nan,-0.0026449,0.00074103,-0.0055872,0.010656,-0.050857,-0.0013487,-0.0025686,-0.0011063,-0.0017381,0.00085898,0.0088559,0.001321,0.00079149
b04_pop,-0.00015509,0.00046942,0.00067538,-0.0012872,1,-0.11664,-0.00097175,0.002194,0.00057329,-0.00050939,-5.1842e-07,-0.00030795,0.00020142,-0.00049115,-0.00015055,0.00094491,0.00052869,0.00058898,nan,-0.00041088,-0.0012118,0.0013409,-0.0011153,-0.0011568,-0.0038649,0.00066086,-0.0008998,-0.00045809,2.791e-05,0.00052566,-0.0027288,0.00033317
b14_pop,0.002163,-0.0039729,-0.0028142,0.0040369,-0.11664,1,0.00075608,0.0024249,-0.0024109,0.0024321,-0.00029815,0.0019733,0.0006415,0.002706,0.00050562,-0.0036511,-0.0026791,-0.0030675,nan,0.0017324,0.0008907,-0.0041954,0.0026765,0.0044629,0.014442,0.036386,0.0023791,0.0040846,4.979e-05,-0.00092064,-0.011222,0.00032838
b07_pop,0.00067028,0.00026259,6.3219e-05,-1.8527e-05,-0.00097175,0.00075608,1,-0.17847,0.0067881,-0.0035696,0.0040451,-0.0095171,0.0029691,-0.0099551,-0.0017728,0.017225,0.01104,0.012924,nan,-0.0057684,-0.0022703,0.0011641,-0.00030479,0.0024107,-0.00076631,0.0012028,0.09816,-0.057729,-0.00064682,-0.00064759,0.00052829,-0.035696
b17_pop,-0.00089069,-0.00079762,-0.0010273,-0.0022684,0.002194,0.0024249,-0.17847,1,0.020083,-0.012434,0.0094439,-0.028397,0.0076254,-0.027906,-1.6275e-05,0.046219,0.030273,0.03805,nan,-0.0038151,0.0053973,-0.0016037,0.00056094,-0.014144,0.0010421,-0.0013104,-0.06496,0.14994,0.00070546,0.0010693,0.001716,-0.0068586
p1_pop,0.008236,0.079044,0.0019624,-0.065246,0.00057329,-0.0024109,0.0067881,0.020083,1,-0.45209,0.075517,-0.25017,0.42496,-0.6314,-0.041901,0.38958,0.29101,0.33976,nan,-0.15764,0.0083832,-0.025898,0.0072303,-0.026746,0.00011496,-0.0012817,0.00052766,0.0065113,-0.0044615,-0.022746,0.00038694,0.0047562
g1_pop,0.035255,-0.080639,-0.029389,0.074316,-0.00050939,0.0024321,-0.0035696,-0.012434,-0.45209,1,-0.032472,0.089281,-0.12053,0.09081,0.025599,-0.22548,-0.12386,-0.14332,nan,0.07143,-0.016556,0.042561,-0.012862,0.048818,-2.0558e-05,5.5596e-05,0.00020957,-0.0034695,-0.00053066,0.0048094,0.00058939,-0.0028463
p2_pop,0.0045352,0.0054622,-0.0078064,0.059778,-5.1842e-07,-0.00029815,0.0040451,0.0094439,0.075517,-0.032472,1,-0.32126,0.014504,-0.14414,-0.035319,0.24254,0.3202,0.37007,nan,-0.19463,-0.0026553,-0.0037323,0.0056614,-0.0027236,-0.00034586,-0.0010551,0.00018822,0.0032024,0.00050032,-0.012681,0.00012307,0.0030114
g2_pop,-0.010647,-0.014561,0.023141,-0.030231,-0.00030795,0.0019733,-0.0095171,-0.028397,-0.25017,0.089281,-0.32126,1,-0.040107,0.42622,0.041648,-0.59043,-0.69842,-0.83074,nan,0.31915,0.0073769,0.010611,-0.01426,0.020105,0.00091965,0.0035642,-0.00018696,-0.0097119,-0.0010778,0.036771,-0.00052983,-0.0074496
alpha12_pop,0.022414,0.0071763,-0.0013108,-0.0043481,0.00020142,0.0006415,0.0029691,0.0076254,0.42496,-0.12053,0.014504,-0.040107,1,0.082087,-0.014159,0.11997,0.058397,0.067198,nan,-0.035529,0.038644,0.063818,-0.0022053,-0.027338,0.0017997,-0.0008594,0.0017944,0.0023956,-0.029135,0.0031462,0.0011672,-5.7457e-05
alpha13_pop,-0.0017555,-0.039695,0.0053697,0.015359,-0.00049115,0.002706,-0.0099551,-0.027906,-0.6314,0.09081,-0.14414,0.42622,0.082087,1,0.063866,-0.60131,-0.47663,-0.55738,nan,0.25495,0.01231,0.040902,-0.014273,-0.012464,0.0010327,0.0017126,-8.4293e-05,-0.0094519,-0.0074296,0.043596,-0.00062385,-0.0084376
alpha14_pop,-0.0021064,-0.0019895,0.0009927,0.00062487,-0.00015055,0.00050562,-0.0017728,-1.6275e-05,-0.041901,0.025599,-0.035319,0.041648,-0.014159,0.063866,1,-0.11041,-0.063013,-0.0785,nan,0.3279,0.00081875,0.0011322,-0.00085608,0.0014057,-5.7894e-05,0.0001827,-0.00056768,0.0011154,7.4407e-05,0.0039118,-1.7387e-07,-0.00086705
alpha17_pop,0.018016,0.019265,-0.0094607,-0.0058865,0.00094491,-0.0036511,0.017225,0.046219,0.38958,-0.22548,0.24254,-0.59043,0.11997,-0.60131,-0.11041,1,0.68556,0.79875,nan,-0.37755,-0.0074818,-0.0098435,0.0095304,-0.01827,-0.00036071,-0.0023282,0.0012593,0.015658,-0.00042419,-0.038892,0.00046096,0.012339
alpha22_pop,0.012369,0.01625,-0.010589,0.0051848,0.00052869,-0.0026791,0.01104,0.030273,0.29101,-0.12386,0.3202,-0.69842,0.058397,-0.47663,-0.063013,0.68556,1,0.85017,nan,-0.50791,-0.0077901,-0.011079,0.012683,-0.021357,-0.00081968,-0.003556,0.00063583,0.009522,0.00078321,-0.03893,0.0004496,0.0083494
alpha23_pop,0.014358,0.019023,-0.012429,0.0061506,0.00058898,-0.0030675,0.012924,0.03805,0.33976,-0.14332,0.37007,-0.83074,0.067198,-0.55738,-0.0785,0.79875,0.85017,1,nan,-0.43776,-0.0091196,-0.012925,0.014964,-0.025342,-0.0010166,-0.0042111,0.0005022,0.012642,0.00094063,-0.045731,0.00055351,0.0099986
alpha24_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
alpha27_pop,-0.0070834,-0.0086156,0.0055879,-0.0026449,-0.00041088,0.0017324,-0.0057684,-0.0038151,-0.15764,0.07143,-0.19463,0.31915,-0.035529,0.25495,0.3279,-0.37755,-0.50791,-0.43776,nan,1,0.0041849,0.0061379,-0.0063778,0.010086,0.00019138,0.0017327,-0.0014408,0.0019397,-0.00032699,0.020234,-0.00011726,-0.0033453
omega_b02,-0.028494,-0.0084783,-0.00038596,0.00074103,-0.0012118,0.0008907,-0.0022703,0.0053973,0.0083832,-0.016556,-0.0026553,0.0073769,0.038644,0.01231,0.00081875,-0.0074818,-0.0077901,-0.0091196,nan,0.0041849,1,-0.093126,0.0006122,-0.00026721,0.0010468,0.001906,0.0003605,0.0037862,-0.094725,-0.0013062,0.0021712,-0.00041927
omega_b12,0.02004,-0.010968,0.0022908,-0.0055872,0.0013409,-0.0041954,0.0011641,-0.0016037,-0.025898,0.042561,-0.0037323,0.010611,0.063818,0.040902,0.0011322,-0.0098435,-0.011079,-0.012925,nan,0.0061379,-0.093126,1,0.00087213,-0.0018305,-0.00040307,0.0021278,0.0010779,0.0086061,-0.053697,0.0024852,0.0025265,-0.0042969
omega_b03,-0.00081949,0.0030193,-0.0041579,0.010656,-0.0011153,0.0026765,-0.00030479,0.00056094,0.0072303,-0.012862,0.0056614,-0.01426,-0.0022053,-0.014273,-0.00085608,0.0095304,0.012683,0.014964,nan,-0.0063778,0.0006122,0.00087213,1,-0.030446,-0.0011075,-0.00051964,-3.2553e-05,-0.00039429,0.00057768,-0.083156,-0.00051734,0.00089832
omega_b13,-0.0050212,0.0064736,0.020528,-0.050857,-0.0011568,0.0044629,0.0024107,-0.014144,-0.026746,0.048818,-0.0027236,0.020105,-0.027338,-0.012464,0.0014057,-0.01827,-0.021357,-0.025342,nan,0.010086,-0.00026721,-0.0018305,-0.030446,1,0.00034885,0.0015,0.0018416,0.0031173,0.0015245,-0.043405,0.0003341,-0.00088834
omega_b04,0.0002618,-0.0010454,0.00053588,-0.0013487,-0.0038649,0.014442,-0.00076631,0.0010421,0.00011496,-2.0558e-05,-0.00034586,0.00091965,0.0017997,0.0010327,-5.7894e-05,-0.00036071,-0.00081968,-0.0010166,nan,0.00019138,0.0010468,-0.00040307,-0.0011075,0.00034885,1,-2.5281e-05,0.00011217,6.7951e-05,-0.00057804,0.00029298,-0.044874,-0.00093556
omega_b14,0.003949,-0.0040434,0.0019921,-0.0025686,0.00066086,0.036386,0.0012028,-0.0013104,-0.0012817,5.5596e-05,-0.0010551,0.0035642,-0.0008594,0.0017126,0.0001827,-0.0023282,-0.003556,-0.0042111,nan,0.0017327,0.001906,0.0021278,-0.00051964,0.0015,-2.5281e-05,1,-2.0719e-05,-6.7545e-06,-0.00059574,-0.0016351,-0.090829,-0.0020609
omega_b07,0.0019235,-0.0020405,0.0012257,-0.0011063,-0.0008998,0.0023791,0.09816,-0.06496,0.00052766,0.00020957,0.00018822,-0.00018696,0.0017944,-8.4293e-05,-0.00056768,0.0012593,0.00063583,0.0005022,nan,-0.0014408,0.0003605,0.0010779,-3.2553e-05,0.0018416,0.00011217,-2.0719e-05,1,-0.045057,-0.00053605,0.00038483,0.00045173,-0.098622
omega_b17,0.0034092,-0.0018363,-0.00050189,-0.0017381,-0.00045809,0.0040846,-0.057729,0.14994,0.0065113,-0.0034695,0.0032024,-0.0097119,0.0023956,-0.0094519,0.0011154,0.015658,0.009522,0.012642,nan,0.0019397,0.0037862,0.0086061,-0.00039429,0.0031173,6.7951e-05,-6.7545e-06,-0.045057,1,-0.0017706,-0.00061116,0.0011812,-0.11158
a_2,0.0022008,0.0043787,-0.00022677,0.00085898,2.791e-05,4.979e-05,-0.00064682,0.00070546,-0.0044615,-0.00053066,0.00050032,-0.0010778,-0.029135,-0.0074296,7.4407e-05,-0.00042419,0.00078321,0.00094063,nan,-0.00032699,-0.094725,-0.053697,0.00057768,0.0015245,-0.00057804,-0.00059574,-0.00053605,-0.0017706,1,-0.00014961,-0.0012596,-0.00028139
a_3,-0.0015048,-0.0015691,-0.0047699,0.0088559,0.00052566,-0.00092064,-0.00064759,0.0010693,-0.022746,0.0048094,-0.012681,0.036771,0.0031462,0.043596,0.0039118,-0.038892,-0.03893,-0.045731,nan,0.020234,-0.0013062,0.0024852,-0.083156,-0.043405,0.00029298,-0.0016351,0.00038483,-0.00061116,-0.00014961,1,1.756e-05,-0.0024485
a_4,-0.00091484,8.5133e-05,-0.0010027,0.001321,-0.0027288,-0.011222,0.00052829,0.001716,0.00038694,0.00058939,0.00012307,-0.00052983,0.0011672,-0.00062385,-1.7387e-07,0.00046096,0.0004496,0.00055351,nan,-0.00011726,0.0021712,0.0025265,-0.00051734,0.0003341,-0.044874,-0.090829,0.00045173,0.0011812,-0.0012596,1.756e-05,1,0.001571
b_7,-0.00037396,0.00089992,0.0003311,0.00079149,0.00033317,0.00032838,-0.035696,-0.0068586,0.0047562,-0.0028463,0.0030114,-0.0074496,-5.7457e-05,-0.0084376,-0.00086705,0.012339,0.0083494,0.0099986,nan,-0.0033453,-0.00041927,-0.0042969,0.00089832,-0.00088834,-0.00093556,-0.0020609,-0.098622,-0.11158,-0.00028139,-0.0024485,0.001571,1
