b02_pop,8.1599e-06,-3.1957e-07,2.9032e-07,-7.1529e-08,-4.6175e-08,4.4937e-08,1.2995e-05,-1.3247e-06,5.9599e-07,2.319e-06,3.658e-07,-5.7391e-07,0.00020532,-6.4874e-07,-4.2551e-12,1.1229e-07,2.4138e-09,4.0588e-06,nan,-3.1199e-09,-1.933e-07,2.0601e-08,-1.054e-07,-1.1876e-07,5.7059e-08,6.5675e-08,2.8235e-05,4.1853e-06,4.8561e-09,-5.5428e-08,-4.4331e-08,-5.1945e-09
b12_pop,-3.1957e-07,1.9243e-07,-4.4551e-08,5.0074e-08,2.1462e-08,-1.2675e-08,7.818e-07,-1.8217e-07,8.7838e-07,-8.1454e-07,6.7657e-08,-1.2054e-07,1.0095e-05,-2.2527e-06,-6.1719e-13,1.8439e-08,4.8697e-10,8.2583e-07,nan,-5.8274e-10,-8.8326e-09,-1.7314e-09,5.9631e-08,2.3513e-08,-3.4989e-08,-1.0326e-08,-4.5996e-06,-3.4618e-07,1.4837e-09,-8.8759e-09,6.3352e-10,1.9196e-09
b03_pop,2.9032e-07,-4.4551e-08,0.0032703,-0.00010368,4.0255e-06,-1.1704e-06,2.4537e-05,-3.0588e-05,2.8429e-06,-3.87e-05,-1.2605e-05,2.4972e-05,-0.00024037,3.9726e-05,4.0145e-11,-1.1804e-06,-4.1367e-08,-7.0338e-05,nan,4.9271e-08,-5.2418e-08,4.7144e-08,-1.0705e-05,9.72e-06,2.3381e-06,6.6324e-07,0.00036018,-1.2335e-05,-1.0017e-08,-3.5174e-06,-9.7275e-07,9.2073e-08
b13_pop,-7.1529e-08,5.0074e-08,-0.00010368,0.00011688,-1.4504e-06,3.1741e-07,-1.3594e-06,-1.2768e-05,-1.7869e-05,1.8501e-05,1.8248e-05,-6.1677e-06,-0.00015074,2.1482e-05,4.7774e-12,-1.3885e-07,3.8292e-09,6.5805e-06,nan,-4.409e-09,1.9026e-08,-2.1737e-08,5.187e-06,-4.5525e-06,-1.1125e-06,-1.6167e-07,-6.1461e-05,-8.0756e-06,7.1733e-09,1.2346e-06,2.4228e-07,4.1609e-08
b04_pop,-4.6175e-08,2.1462e-08,4.0255e-06,-1.4504e-06,0.010863,-8.8419e-05,-0.00068741,0.00011906,1.5137e-06,-1.2225e-06,-1.5257e-09,-6.057e-07,6.732e-05,-6.6226e-06,-1.1096e-11,2.1488e-07,3.7643e-09,6.075e-06,nan,-6.6031e-09,-2.9997e-07,5.0295e-08,-5.2339e-06,-9.9833e-07,-3.0734e-05,4.0101e-07,-0.00048193,-2.0519e-05,2.247e-09,7.065e-07,-4.8248e-06,1.6886e-07
b14_pop,4.4937e-08,-1.2675e-08,-1.1704e-06,3.1741e-07,-8.8419e-05,5.2894e-05,3.7321e-05,9.1818e-06,-4.4418e-07,4.073e-07,-6.1227e-08,2.7082e-07,1.4961e-05,2.546e-06,2.6005e-12,-5.7937e-08,-1.331e-09,-2.2077e-06,nan,1.9427e-09,1.5384e-08,-1.098e-08,8.7643e-07,2.6875e-07,8.0139e-06,1.5407e-06,8.8914e-05,1.2767e-05,2.7972e-10,-8.6341e-08,-1.3846e-06,1.1613e-08
b07_pop,1.2995e-05,7.818e-07,2.4537e-05,-1.3594e-06,-0.00068741,3.7321e-05,46.063,-0.63065,0.0011671,-0.00055786,0.0007752,-0.0012189,0.06462,-0.0087409,-8.5089e-09,0.00025508,5.1187e-06,0.0086801,nan,-6.0365e-06,-3.6593e-05,2.8433e-06,-9.3136e-05,0.00013547,-0.00039681,4.7526e-05,3.4235,-0.16838,-3.391e-06,-5.6676e-05,6.0824e-05,-0.0011781
b17_pop,-1.3247e-06,-1.8217e-07,-3.0588e-05,-1.2768e-05,0.00011906,9.1818e-06,-0.63065,0.27107,0.00026487,-0.00014906,0.00013884,-0.000279,0.012731,-0.0018796,-5.9921e-12,5.2504e-05,1.0767e-06,0.0019605,nan,-3.0627e-07,6.6737e-06,-3.0046e-07,1.3149e-05,-6.0972e-05,4.1395e-05,-3.972e-06,-0.1738,0.033549,2.8371e-07,7.1789e-06,1.5156e-05,-1.7364e-05
p1_pop,5.9599e-07,8.7838e-07,2.8429e-06,-1.7869e-05,1.5137e-06,-4.4418e-07,0.0011671,0.00026487,0.00064174,-0.00026371,5.4017e-05,-0.00011959,0.034521,-0.0020693,-7.5064e-10,2.1533e-05,5.0361e-07,0.00085175,nan,-6.1574e-07,5.0436e-07,-2.361e-07,8.2466e-06,-5.6102e-06,2.2218e-07,-1.8903e-07,6.8689e-05,7.0888e-05,-8.7304e-08,-7.4304e-06,1.6629e-07,5.859e-07
g1_pop,2.319e-06,-8.1454e-07,-3.87e-05,1.8501e-05,-1.2225e-06,4.073e-07,-0.00055786,-0.00014906,-0.00026371,0.00053023,-2.1113e-05,3.8796e-05,-0.0088998,0.00027052,4.1685e-10,-1.1328e-05,-1.9483e-07,-0.00032659,nan,2.5361e-07,-9.054e-07,3.5268e-07,-1.3334e-05,9.3077e-06,-3.6118e-08,7.4531e-09,2.4798e-05,-3.4334e-05,-9.4389e-09,1.4281e-06,2.3023e-07,-3.187e-07
