parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,-4.69715151479616,0.310581042063321,6.61211462063725,
b1_pop,-1.31490987116584,0.95028044921796,72.269626234946,
b2_pop,-1.88379896535093,1.72281194439253,91.4541294522684,
a_pop,0.154764822959691,0.712179926592291,460.169121750478,
h1_pop,0.00108279943578229,0.000431617066094242,39.86122007742,
h2_pop,0.106059740067208,0.0120210026099923,11.3341807196348,
alpha1_pop,-6.06704018130399e-08,1.97732315897654e-07,325.912322959357,
alpha2_pop,-0.103033151776282,0.0229415095643206,22.2661436332008,
hcov1_pop,0,,,
beta_hcov1_score4C,0.232235898556426,0.0440918488894315,18.9858024377392,1.38600489307805e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.125826852409618,0.0149446236904153,11.8771338583314,<2.2e-16
omega_b0,1.70626606527519,0.129302077050527,7.57807235823288,
omega_b1,0.669435354502641,0.241226854160328,36.0343762153925,
omega_b2,0.759835978028644,0.613321597329439,80.7176305234547,
omega_a,2.98516762290314,1.73740201775608,58.2011544151219,
e_b,0.719186738331077,0.0558706496042281,7.76858729818626,
