rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,3.21920368850906,-0.0436751387457633,-0.0124365610399246,-1.13916097544581,0,0,0,0,0,0,11
2,1,-0.690324477266716,0.0635134595234319,-0.0324077904946658,0.352604835154449,0,0,0,0,0,0,11
3,1,0.00682642854922033,0.0597774386939261,-0.0562587971794962,0.868771908494656,0,0,0,0,0,0,11
4,1,0.579914801630616,0.079923119429127,0.0165899384622824,0.964842262702349,0,0,0,0,0,0,11
5,1,0.338739534349002,0.0648991425150378,-0.0189742037537673,0.488757763087919,0,0,0,0,0,0,11
6,1,0.455293484605835,-0.0497641627132209,-0.0114010680605308,2.21560550360543,0,0,0,0,0,0,11
7,1,-1.82048906505476,0.0525118023563163,-0.0645329186173362,1.30281052444604,0,0,0,0,0,0,11
8,1,1.93802629467829,0.0293345995481389,0.0237356152556913,-0.506309370661175,0,0,0,0,0,0,11
9,1,0.320722104850773,0.0481442527095195,-0.0217446921528507,0.611174635654028,0,0,0,0,0,0,11
10,1,1.81824768215912,0.106694542478048,-0.0201654433054404,0.0109412303839245,0,0,0,0,0,0,11
1,2,-0.680022737068621,0.236005407480231,-0.0157150705595205,-0.385202592118391,0,0,0,0,0,0,5
2,2,-0.0542560979830116,0.0334645264519749,0.0751614679929727,0.533248755205622,0,0,0,0,0,0,5
3,2,-0.819811979856914,0.0800665239477341,-0.00126884346038933,-0.330531694022131,0,0,0,0,0,0,5
4,2,0.920792513690445,0.104517725335145,-0.0479883022208286,-0.461486529993234,0,0,0,0,0,0,5
5,2,2.74765900072952,0.0256196462610817,0.00398409518519022,0.475493749841129,0,0,0,0,0,0,5
6,2,-0.671245694922968,-0.0992601092482641,-0.000727736094513237,-1.97684416225534,0,0,0,0,0,0,5
7,2,2.35712073820762,-0.0682860739342773,0.0145744098026989,1.67075272692634,0,0,0,0,0,0,5
8,2,0.992721514924447,0.0605437508286337,0.0410923271592478,-2.28010060150537,0,0,0,0,0,0,5
9,2,-1.38501578618918,0.0453598095446765,0.0422679119439474,-0.565695386199081,0,0,0,0,0,0,5
10,2,-0.490815981335904,-0.0918586750017743,-0.00927343857038979,0.367733597726717,0,0,0,0,0,0,5
1,3,-0.132507235556193,0.0303402372011035,0.026232569097197,0.0636408987676025,0,0,0,0,0,0,6
2,3,-2.14152136273919,0.0386841469047138,0.00220919546072115,-0.578525005294463,0,0,0,0,0,0,6
3,3,-1.85501378606398,-0.136847587364066,-0.0101460274329515,-0.364287728653484,0,0,0,0,0,0,6
4,3,-0.19148705031349,0.0866674708116818,0.0324558262981103,0.453251864985316,0,0,0,0,0,0,6
5,3,-1.07841679978005,-0.225652349444946,-0.0413910693923023,0.547831576727739,0,0,0,0,0,0,6
6,3,1.02077163201513,0.0577747223223831,-0.0429363857344432,-1.99245223212945,0,0,0,0,0,0,6
7,3,0.211785240629109,-0.0961603471459356,0.000634297408220269,0.34224419847243,0,0,0,0,0,0,6
8,3,-1.8364990513715,0.276451794246553,-0.05496093989551,1.00128520028563,0,0,0,0,0,0,6
9,3,-1.83227200771231,-0.0325513518786146,-0.0220513426483494,1.18914580192297,0,0,0,0,0,0,6
10,3,-1.50714305848045,0.0774950686678665,0.0227409726436331,0.563510717730581,0,0,0,0,0,0,6
1,4,4.80338752114775,0.166682550198671,-0.0201632361324034,-0.921514733990737,0,0,0,0,0,0,8
2,4,0.839628398976536,-0.142963147750067,-0.0125976054654804,-0.141947593535678,0,0,0,0,0,0,8
3,4,2.51266724251373,0.0645587268007885,-0.0112242321562875,0.826589327400524,0,0,0,0,0,0,8
4,4,1.88635323598611,0.0245558205839644,-0.0302106429086278,-1.70992934130091,0,0,0,0,0,0,8
5,4,1.48710013592315,-0.00996220266686161,-0.0597457480185669,0.714458991770618,0,0,0,0,0,0,8
6,4,1.81180920842127,-0.0956867421227921,-0.030365225462261,2.29493807901715,0,0,0,0,0,0,8
