rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-1.20070888236213,-0.00393166857994636,0,0,0,0,0,0,11
2,1,-0.999951185434033,-0.00987813200556049,0,0,0,0,0,0,11
3,1,-1.66456503749927,-0.00680222151176246,0,0,0,0,0,0,11
4,1,-1.53576778216939,-0.0177296112826273,0,0,0,0,0,0,11
5,1,-1.9763000034853,0.0197930910203249,0,0,0,0,0,0,11
6,1,-1.97091531739694,0.00213783179543987,0,0,0,0,0,0,11
7,1,-1.31776903406544,0.00462973775657083,0,0,0,0,0,0,11
8,1,-1.78384709091619,-0.00375336396490086,0,0,0,0,0,0,11
9,1,-1.52811941416819,0.00719427468098475,0,0,0,0,0,0,11
10,1,-1.86689304236865,0.0077901054263228,0,0,0,0,0,0,11
1,2,-0.59764970179541,0.00194539611348521,0,0,0,0,0,0,5
2,2,-0.124769913147166,-0.000495661977983771,0,0,0,0,0,0,5
3,2,-1.01067093319173,0.00214887238952151,0,0,0,0,0,0,5
4,2,-1.64041350308707,0.0119716885379241,0,0,0,0,0,0,5
5,2,-0.0394299627715382,-0.00880617941445324,0,0,0,0,0,0,5
6,2,-1.59427196223667,-0.00233450010057149,0,0,0,0,0,0,5
7,2,-0.799785396753684,0.00338807180077299,0,0,0,0,0,0,5
8,2,-0.651294399289329,0.002489758751292,0,0,0,0,0,0,5
9,2,-1.54179568518104,0.00617600216796119,0,0,0,0,0,0,5
10,2,0.065742690379806,-0.00137477734852725,0,0,0,0,0,0,5
1,3,-0.148984042241884,0.00579325230470114,0,0,0,0,0,0,6
2,3,-0.201012849115911,0.00925054901150925,0,0,0,0,0,0,6
3,3,-0.133447835771035,0.00286100592544997,0,0,0,0,0,0,6
4,3,-0.431759409466318,0.00363784176876023,0,0,0,0,0,0,6
5,3,-0.215871218635919,-0.013263994269643,0,0,0,0,0,0,6
6,3,-0.208809776668587,0.0122517392362289,0,0,0,0,0,0,6
7,3,0.348989019180033,-0.00416254136331206,0,0,0,0,0,0,6
