b0_pop,0.0020568,-0.00031728,-1.2009e-05,-0.013154,-3.493e-07,0.00089249,-2.4317e-11,-0.018127,3.6663e-05,-5.9977e-05,-0.00055783,0.0004639,0.00033543,0.00045889,-0.00035425
b1_pop,-0.00031728,0.0069931,0.0046838,-0.010425,1.8367e-08,-7.1981e-05,3.3424e-12,0.0042214,-1.8274e-06,-9.1159e-05,0.00015648,-0.0006881,0.0019472,0.00087873,-1.0895e-05
b2_pop,-1.2009e-05,0.0046838,0.039214,0.10249,1.6388e-07,-0.00014876,-4.5015e-12,0.0049103,-1.9948e-05,0.00046982,-0.00030049,-0.0045988,-0.034,0.0070624,0.00011229
a_pop,-0.013154,-0.010425,0.10249,0.79402,1.716e-06,-0.004464,9.0973e-11,0.25651,-0.0001972,-0.00019109,0.0068043,-0.020434,-0.12847,-0.014289,0.00086173
h1_pop,-3.493e-07,1.8367e-08,1.6388e-07,1.716e-06,1.7879e-07,-2.9409e-07,6.5863e-14,-2.4625e-07,-1.6993e-05,2.7893e-07,2.7961e-08,-1.0161e-07,-2.1786e-07,-1.323e-08,7.884e-08
h2_pop,0.00089249,-7.1981e-05,-0.00014876,-0.004464,-2.9409e-07,0.00060719,-1.8162e-11,0.00060776,3.0769e-05,-0.00033461,-9.546e-05,0.00022799,0.00031257,0.00010764,-0.00019441
alpha1_pop,-2.4317e-11,3.3424e-12,-4.5015e-12,9.0973e-11,6.5863e-14,-1.8162e-11,9.4493e-11,-4.0395e-10,-6.9354e-12,7.3344e-12,-1.3881e-12,-5.4545e-12,-9.1249e-12,-1.7025e-12,5.9169e-12
alpha2_pop,-0.018127,0.0042214,0.0049103,0.25651,-2.4625e-07,0.00060776,-4.0395e-10,1.5004,-0.00011348,-0.001641,0.024518,-0.0037089,0.020551,-0.022308,-0.0003064
beta_hcov1_score4C,3.6663e-05,-1.8274e-06,-1.9948e-05,-0.0001972,-1.6993e-05,3.0769e-05,-6.9354e-12,-0.00011348,0.001856,-3.1383e-05,-4.8499e-06,1.0831e-05,2.3109e-05,2.448e-06,-7.9332e-06
beta_hcov2_score4C,-5.9977e-05,-9.1159e-05,0.00046982,-0.00019109,2.7893e-07,-0.00033461,7.3344e-12,-0.001641,-3.1383e-05,0.00076563,-5.9775e-05,-4.4592e-05,-0.00051404,9.6182e-05,3.1661e-05
omega_b0,-0.00055783,0.00015648,-0.00030049,0.0068043,2.7961e-08,-9.546e-05,-1.3881e-12,0.024518,-4.8499e-06,-5.9775e-05,0.0007356,-2.87e-05,0.00027114,-0.00056746,-1.304e-05
omega_b1,0.0004639,-0.0006881,-0.0045988,-0.020434,-1.0161e-07,0.00022799,-5.4545e-12,-0.0037089,1.0831e-05,-4.4592e-05,-2.87e-05,0.0028715,0.0040037,-0.00092358,-9.264e-05
omega_b2,0.00033543,0.0019472,-0.034,-0.12847,-2.1786e-07,0.00031257,-9.1249e-12,0.020551,2.3109e-05,-0.00051404,0.00027114,0.0040037,0.040825,-0.0080111,-0.00013729
omega_a,0.00045889,0.00087873,0.0070624,-0.014289,-1.323e-08,0.00010764,-1.7025e-12,-0.022308,2.448e-06,9.6182e-05,-0.00056746,-0.00092358,-0.0080111,0.029016,-7.0027e-05
e_b,-0.00035425,-1.0895e-05,0.00011229,0.00086173,7.884e-08,-0.00019441,5.9169e-12,-0.0003064,-7.9332e-06,3.1661e-05,-1.304e-05,-9.264e-05,-0.00013729,-7.0027e-05,0.00023536
