parameter,value
b01_pop,4.72466755982725
b11_pop,-0.14531888317471
b21_pop,-0.128965051451084
a1_pop,4.54220944834059
b02_pop,7.40456946900537
b12_pop,0.00232341669107177
b03_pop,4.17679066766748
b13_pop,-0.151906588359192
p1_pop,0.0353265946906495
g1_pop,0.120408501856049
p2_pop,0.792008766289068
g2_pop,0.123809598350661
alpha11_pop,0.168280650794131
alpha12_pop,-10.3835789106738
alpha13_pop,0.586044941732721
alpha21_pop,-0.0547184619387956
alpha22_pop,-1.40075204972332e-05
alpha23_pop,-0.203298526642689
omega_b01,1.98756911131104
omega_b11,0.101745028238506
omega_b21,0.0693662910513732
omega_a1,0.901794715657678
omega_b02,0.0369262639450861
omega_b12,0.00551135641053219
omega_b03,0.806616926808014
omega_b13,0.143002578281643
b_1,0.30061460928689
a_2,0.0491903265515897
a_3,0.705459071986406
