parameter,value
b01_pop,4.81844473403731
b11_pop,-0.143750366008002
b21_pop,-0.146220765194678
a1_pop,4.32779847351371
b02_pop,7.40150378037614
b12_pop,0.00272523911771682
b03_pop,4.17124308250239
b13_pop,-0.140839419448489
p1_pop,0.0403279995999376
g1_pop,0.099559277075919
p2_pop,0.781789120511382
g2_pop,0.132106460527896
alpha11_pop,0.120697998647327
alpha12_pop,-15.3240308278313
alpha13_pop,0.56347766913843
alpha21_pop,-0.0724839833119466
alpha22_pop,4.01144233527959
alpha23_pop,-0.240822865544452
omega_b01,2.04423072709135
omega_b11,0.103546757148553
omega_b21,0.0712868218455661
omega_a1,0.986110251811942
omega_b02,0.0365000554655033
omega_b12,0.00485668517704236
omega_b03,0.882716392177333
omega_b13,0.162274442061913
b_1,0.290004028551592
a_2,0.0516277723311714
a_3,0.677772151128279
