parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,106.807735561813,5.97054468758206,5.58999276239382,
b1_pop,-0.417010931406208,0.174241655235461,41.783474271981,
h1_pop,0.00111347961793164,0.000437459440020455,39.2876019439909,
h2_pop,0.110904263699909,0.014034951868941,12.6550155969816,
alpha1_pop,-0.0013077145508689,0.00177837173116303,135.990819248849,
alpha2_pop,-0.000810672932479115,0.000770449350589476,95.0382478212722,
hcov1_pop,0,,,
beta_hcov1_score4C,0.232057936864499,0.0432827890972931,18.6517167575123,8.25626234046695e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.127515768405987,0.0191760544212622,15.0381828545386,2.93611801538418e-11
omega_b0,104.500853664862,4.78838964448895,4.58215361555368,
omega_b1,1.59403104954158,0.172216981800315,10.8038662013417,
e_b,0.238897034047715,0.00473605135642716,1.98246553177435,
