parameter,value
b01_pop,4.73224440637036
b11_pop,-0.140386029418677
b21_pop,-0.135767867668767
a1_pop,5.55389081990854
b02_pop,7.39877077132845
b12_pop,0.00243668847060244
b03_pop,4.15884488401958
b13_pop,-0.137326025273625
p1_pop,0.0472465273265997
g1_pop,0.145932507108257
p2_pop,0.751234627873256
g2_pop,0.123121238798832
alpha11_pop,0.18040675147843
alpha12_pop,-8.38330314921264
alpha13_pop,0.507064424434083
alpha21_pop,-0.116378360816564
alpha22_pop,4.62731976112627e-06
alpha23_pop,-0.149884990730126
omega_b01,1.98970550014707
omega_b11,0.114444457017448
omega_b21,0.0662602930845298
omega_a1,0.679783719702085
omega_b02,0.0382542746044749
omega_b12,0.00456358557560439
omega_b03,0.984368729450198
omega_b13,0.156590151867533
b_1,0.313983743091914
a_2,0.0489316337288325
a_3,0.691249489112825
