rep,id,b02,b12,p1,g1,p2,g2,alpha12,alpha22,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha22
1,1,7.45731997262023,-0.00325545785603923,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0573404098689432,-0.00629397378627428,0,0,0,0,0,0
2,1,7.3601465627337,0.00412971288603509,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0398330000175848,0.00109119695580004,0,0,0,0,0,0
3,1,7.38894991942559,0.0047304141446397,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0110296433256885,0.00169189821440465,0,0,0,0,0,0
1,2,7.3268464400103,0.000444878748617653,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0731331227409857,-0.00259363718161739,0,0,0,0,0,0
2,2,7.32916259020051,0.00104844033488678,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0708169725507739,-0.00199007559534827,0,0,0,0,0,0
3,2,7.32943302321294,8.34309310469393e-05,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0705465395383396,-0.00295508499918811,0,0,0,0,0,0
1,3,7.46059760449393,-0.000311687645503528,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0606180417426501,-0.00335020357573858,0,0,0,0,0,0
2,3,7.49849466334181,0.00216472756831214,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0985151005905234,-0.000873788361922908,0,0,0,0,0,0
3,3,7.50451157271709,-0.00175980381981762,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.104532009965809,-0.00479831975005267,0,0,0,0,0,0
1,4,7.37822270316218,0.00378983770547406,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0217568595891047,0.000751321775239015,0,0,0,0,0,0
2,4,7.41652621293018,0.0101461581951577,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0165466501788964,0.00710764226492265,0,0,0,0,0,0
3,4,7.36430101503151,0.00190271923367647,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0356785477197743,-0.00113579669655857,0,0,0,0,0,0
1,5,7.37091195415855,-0.00823209539572345,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0290676085927277,-0.0112706113259585,0,0,0,0,0,0
2,5,7.34039844342794,0.000101504815551674,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0595811193233375,-0.00293701111468337,0,0,0,0,0,0
3,5,7.37380625050696,-0.00417337582891767,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0261733122443175,-0.00721189175915272,0,0,0,0,0,0
1,6,7.41754793808824,-0.00474255635895015,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0175683753369604,-0.0077810722891852,0,0,0,0,0,0
2,6,7.39831198558382,0.00136995034830727,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.00166757716745725,-0.00166856558192778,0,0,0,0,0,0
3,6,7.3838860861216,-0.00647087434716696,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.0160934766296839,-0.009509390277402,0,0,0,0,0,0
1,7,7.39540394789037,-0.00115689945046777,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.00457561486091507,-0.00419541538070282,0,0,0,0,0,0
2,7,7.40906502345154,0.00722982874599528,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.00908546070025906,0.00419131281576024,0,0,0,0,0,0
3,7,7.4068638363323,0.000722248394962058,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.00688427358101507,-0.00231626753527299,0,0,0,0,0,0
1,8,7.48911256286882,0.00426733375947795,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0891330001175392,0.0012288178292429,0,0,0,0,0,0
2,8,7.44413749623276,0.00537849518347065,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.0441579334814826,0.0023399792532356,0,0,0,0,0,0
3,8,7.43630419065502,0.00673260717272898,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,0.036324627903733,0.00369409124249394,0,0,0,0,0,0
1,9,7.39963081851809,-0.000171517134132129,0.109738818786101,0.161280275152778,0.728523355420145,0.12266459507834,-10.0652095106368,3.79250276832345,-0.000348744233187759,-0.00321003306436718,0,0,0,0,0,0
