rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,1.69003487558628,0.0790030320356135,-0.0645197246332766,0.746301877733483,0.0462155253435075,0.00542164718028477,0.0751239680293079,-0.0678702312210801,2.52709969653418,0.0960803103877574,-1.54329989821028,0.0359398562311951,-0.0610698779020886,-0.0647374051281385,-42.21370628773,1.6116957775062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.54364853506912,0.0640934972261065,-0.094440885326392,0.59665527712585,0.0634194611644299,0.00345786586103636,0.00278848150018707,-0.0651143184894624,2.66455108566092,0.0806378864105322,-1.71274757281637,0.0609455677582563,0.183820529919379,-0.0744249733546286,-71.7447474834652,1.56798841162783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.2034528740972,0.126703737433427,-0.00456222120875768,0.495040002259298,0.0341968471729714,0.00617326095498647,0.262247993351045,-0.0722290652734849,1.79707608029769,0.12616295994986,-1.30982853112773,0.0603853625567941,-0.0291970529116954,-0.06953448916682,6.78954981397447,-2.28801217050245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.61494448992562,-0.144000475917504,0.160112462457774,-1.29437336502788,0.0221169158677572,-0.000241831539757008,-0.725612563723129,0.0882211683270768,0.745770424054101,0.00941558191907043,0.66280202956788,0.00194030972890571,-0.586551480109628,0.165536418675915,-84.5354425280136,1.8918364224246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-2.37953283094655,0.015122988712787,-0.0425825497612516,0.166020106343346,0.0401679946360511,-0.00483146192639345,-0.526342267648859,-0.0346807753576481,0.810948928673391,0.00597666959574109,0.978073568541039,-0.0417690175710952,0.641005830087638,0.0435800796546566,-101.636196859513,-4.92958617116296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-1.98352713179908,-0.0716150156973698,-0.0396836130581285,-0.348002739218059,0.0363903435615178,-0.00448641485982419,-0.609958666509733,0.0338931867173818,-0.30132430665325,0.0684556864296427,0.662995938315133,-0.0384453207361766,-0.00361535396234558,0.0837136286123741,-117.94285826832,-2.99578099463356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3.66695680286127,0.111099530424658,-0.115107441232119,-0.142040369583782,0.0312534160489868,0.00362421626644992,-1.52900288662023,0.23159780495102,-0.0311592188765131,0.0574316840940899,0.665049604809351,0.0742675736819763,0.0828813349687705,-0.0716999272354562,-7.44052284203514,8.06896925705704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,4.96530479591791,-0.00107033365158493,0.027733384166725,-1.02347567071925,0.0444303240010298,7.67421350082432e-05,-1.13581650395434,0.206083114742529,0.126947178782201,0.0760604353557651,0.191803389816521,0.139106864241608,-0.486087685238355,-0.0181463778112245,24.9587137012032,4.77682525813944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3.00902732730019,0.11118768820914,-0.0139609871036351,-1.13328915417066,0.034836311091361,0.00314999680934867,-0.739453807312438,0.165793685267909,-1.05925680364011,0.118429173023891,0.376956915737911,0.124936479940849,-0.0837014060790899,-0.0529071176073846,75.5660540831138,-0.148859439494226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-1.09380638156949,-0.122157625512502,0.104172172610161,-0.0718387197700123,0.0346085912087064,0.000817525640168731,1.10522492619919,0.149583911026924,1.66183839759889,0.296221538990793,0.51278046436506,0.07447755417111,-0.810832949303351,0.0395806574683342,38.8388418401688,-1.62781310567536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-2.20789234543852,-0.0834266147223254,0.00475968362910409,0.596885037217273,0.015242374088678,-0.00266790769406515,1.71347827200914,-0.149073696928907,2.02340308967521,0.0582310819049451,0.434160572136567,0.062295733436243,-0.117049099276636,-0.0122478332245723,-45.6605379210694,-8.86631424875725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-2.53364182645848,0.0162540725108368,0.300028554075439,0.523863779949283,0.0670273986476788,-0.0028052107732562,0.483931351167301,-0.133947558584623,1.69934192282871,0.0320787969295072,0.32156506495524,-0.0392997757525653,-0.0606375873930647,-0.0710992232054187,79.9968216214498,9.31651921164368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.21768808612084,-0.10580574169271,-0.0137225139321479,-0.282351998269239,-0.0445909808867864,0.00564916634076218,-0.864945491444556,-0.0921192801435554,-2.58711032443273,0.138015828081791,0.256814707187941,0.0364183868414637,0.901598999380432,0.105713325347502,-150.355784591449,4.09216876992642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0.371426132562036,0.0857361626415439,-0.0634324717336033,-0.426287273571935,-0.0049750970087965,0.00325606736554225,-1.28898573745528,-0.0663557258271956,-2.0760481501891,0.0934392949074144,-0.247817875484412,0.063710801528271,0.705893825097554,0.0955698872067969,-83.6723792351294,1.33038689366831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
