rep,id,b01,b11,b21,a1,b03,b13,p1,g1,p2,g2,alpha11,alpha13,alpha21,alpha23,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,6.12959811537501,-0.163271897783023,-0.14201849910225,4.45512686038015,3.46041392988602,-0.393949271445483,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,1.38816324364435,-0.0217955610830808,-0.00973960543295233,-0.207754095319225,-0.726707921779639,-0.233435574358809,0,0,0,0,0,0,0,0
2,1,5.43123448720513,-0.0655334165354449,-0.130964734534311,12.9329851484208,2.71952554466691,-0.303145557363551,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.689799615474477,0.0759429201644971,0.00131415913498639,0.857971404293167,-1.46759630699875,-0.142631860276877,0,0,0,0,0,0,0,0
3,1,6.49395021110771,-0.0884831326175339,-0.237918804519859,9.25493939749032,2.97718600505904,0.042586842501937,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,1.75251533937706,0.0529932040824082,-0.105639910850562,0.523347766129154,-1.20993584660662,0.203100539588611,0,0,0,0,0,0,0,0
1,2,6.76251210211353,-0.0536533906437193,-0.0586167888044548,1.61856664577993,3.79263154193504,-0.263551616661038,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,2.02107723038288,0.0878229460562227,0.0736621048648425,-1.22026866075767,-0.394490309730624,-0.103037919574364,0,0,0,0,0,0,0,0
2,2,7.65211155776935,-0.265768890627112,-0.0906413331728318,3.00900519948341,4.02093668408506,-0.300708324167672,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,2.9106766860387,-0.12429255392717,0.0416375604964654,-0.600200106168084,-0.166185167580606,-0.140194627080998,0,0,0,0,0,0,0,0
3,2,6.67110244910371,-0.152709973761026,-0.0425434465117367,1.64199744888491,4.31637380107173,-0.311579936914421,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,1.92966757737306,-0.0112336370610842,0.0897354471575605,-1.20589617442595,0.129251949406066,-0.151066239827747,0,0,0,0,0,0,0,0
1,3,6.75588603480325,0.0460734935195765,-0.128318278279657,5.47969211771271,4.02145651196566,-0.0783568227141434,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,2.0144511630726,0.187549830219519,0.00396061538964004,-0.00076071530923949,-0.165665339699999,0.0821568743725306,0,0,0,0,0,0,0,0
2,3,5.53015681340474,0.0273116861329838,-0.233753206716907,8.21424144601995,3.79845059343667,-0.060068849658854,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.788721941674083,0.168788022832926,-0.10147431304761,0.404059777761586,-0.388671258228994,0.10044484742782,0,0,0,0,0,0,0,0
3,3,5.5716750151587,0.00368622455140981,-0.181426547806004,11.7986766098239,4.02778939955893,-0.0593345467483138,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.830240143428046,0.145162561251352,-0.0491476541367072,0.766177741680604,-0.15933245210673,0.10117915033836,0,0,0,0,0,0,0,0
1,4,4.27661077235831,-0.0645253936872967,-0.121039084159447,5.19498782399028,4.02004852738734,0.0482893101087953,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-0.464824099372342,0.0769509430126453,0.0112398095098503,-0.0541153510372387,-0.167073324278323,0.208803007195469,0,0,0,0,0,0,0,0
2,4,4.40178018765298,-0.0619894785512226,-0.168963228344037,6.43722553086474,3.98724263699045,-0.365302049663571,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-0.339654684077675,0.0794868581487195,-0.0366843346747395,0.160287997307034,-0.199879214675213,-0.204788352576897,0,0,0,0,0,0,0,0
3,4,5.31197784456386,-0.0411228226653756,-0.0604974636004023,3.27398833042315,3.45779045725869,0.105673914008868,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.570542972833209,0.100353514034566,0.0717814300688949,-0.515800717167026,-0.729331394406971,0.266187611095541,0,0,0,0,0,0,0,0
1,5,3.68425770295389,-0.121598001245143,-0.142512301999938,6.87413995962926,5.40774105155164,-0.251978937396009,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-1.05717716877676,0.0198783354547991,-0.0102334083306406,0.225956907154476,1.22061919988598,-0.091465240309335,0,0,0,0,0,0,0,0
2,5,5.5879875439305,-0.377263663200679,-0.106099177695827,4.54021866297102,4.83421213321073,-0.193860246236757,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.846552672199844,-0.235787326500737,0.02617971597347,-0.188834457248275,0.647090281545062,-0.033346549150083,0,0,0,0,0,0,0,0
3,5,4.2183313212651,-0.0752051794869806,-0.117863169538462,2.93226671437337,4.98608097756219,-0.123396026283177,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-0.523103550465549,0.0662711572129614,0.0144157241308348,-0.626033885201461,0.798959125896523,0.0371176708034973,0,0,0,0,0,0,0,0
1,6,4.13346092416223,-0.204791463246727,-0.173927402123625,4.05210177469068,3.45608022519188,-0.393983569711707,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-0.607973947568422,-0.0633151265467849,-0.0416485084543277,-0.302573928570975,-0.731041626473782,-0.233469872625033,0,0,0,0,0,0,0,0
2,6,4.38801659585086,-0.362211705044037,-0.194772342542564,4.35006399849852,3.38304698483367,-0.400287030528566,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,-0.353418275879794,-0.220735368344095,-0.0624934488732667,-0.231619074500826,-0.804074866831996,-0.239773333441892,0,0,0,0,0,0,0,0
3,6,5.44851921538442,-0.300048424004604,-0.104582701414778,6.6196331613133,4.01168773162609,-0.620664123241599,0.0469433694325652,0.10916957988959,0.695072765318589,0.130338320949121,0.127654282674902,0.774743900754694,-0.0725122511854691,-0.175917450829901,0.707084343653769,-0.158572087304662,0.0276961922545194,0.188230322922919,-0.175434120039574,-0.460150426154926,0,0,0,0,0,0,0,0
