rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-3.47519788467463,-0.00676639778243074,0,0,0,0,0,0,11
2,1,-2.14006598227138,-0.101940858850879,0,0,0,0,0,0,11
3,1,-2.2539230517379,0.0559382742836722,0,0,0,0,0,0,11
4,1,-3.49782917987471,-0.0706362813628607,0,0,0,0,0,0,11
5,1,-1.26138308071745,0.137987669753306,0,0,0,0,0,0,11
6,1,-0.924285414619987,-0.237433057137402,0,0,0,0,0,0,11
7,1,-2.31543048726016,0.110826507455757,0,0,0,0,0,0,11
8,1,-0.188218650998351,0.109344336292823,0,0,0,0,0,0,11
9,1,-1.00900156092652,-0.0273475905338252,0,0,0,0,0,0,11
10,1,-0.728455804939699,-0.146528954524666,0,0,0,0,0,0,11
1,2,-0.104338977014976,0.319856327144898,0,0,0,0,0,0,5
2,2,0.0178950373135081,-0.27417638576841,0,0,0,0,0,0,5
3,2,-1.39386386093682,-0.0733383737265877,0,0,0,0,0,0,5
4,2,2.30961481907642,-0.250726453460233,0,0,0,0,0,0,5
5,2,-0.774474219281529,0.0232858732035221,0,0,0,0,0,0,5
6,2,0.386686023727748,-0.177684706744273,0,0,0,0,0,0,5
7,2,-0.376018963310855,0.278425393070311,0,0,0,0,0,0,5
8,2,0.849293815524931,-0.0908226346631228,0,0,0,0,0,0,5
9,2,-2.06031532982757,-0.136099192545678,0,0,0,0,0,0,5
10,2,0.496071597969092,0.264490579512131,0,0,0,0,0,0,5
1,3,-2.22826768251278,0.0939236054286026,0,0,0,0,0,0,6
2,3,3.3469062293992,-0.0998305880097148,0,0,0,0,0,0,6
3,3,-0.3972845019901,0.198163642484988,0,0,0,0,0,0,6
4,3,-0.404683435267742,-0.358649142716627,0,0,0,0,0,0,6
5,3,-1.13809445570797,-0.131089566453767,0,0,0,0,0,0,6
6,3,-1.07570019717207,0.199589347206937,0,0,0,0,0,0,6
7,3,3.03221105504281,0.238844490736266,0,0,0,0,0,0,6
8,3,3.63878880238465,0.110159465788656,0,0,0,0,0,0,6
9,3,-0.627999185930776,0.105012747899652,0,0,0,0,0,0,6
10,3,2.86092340269664,0.253723845976317,0,0,0,0,0,0,6
1,4,2.94544592085072,0.288179412819666,0,0,0,0,0,0,8
2,4,0.568744892333314,0.113389037212771,0,0,0,0,0,0,8
3,4,0.281564752472605,0.322793278158039,0,0,0,0,0,0,8
4,4,0.359955070582515,-0.0934823063201915,0,0,0,0,0,0,8
5,4,2.95989330050594,-0.0443240920548978,0,0,0,0,0,0,8
6,4,1.99483475394791,-0.0252981624681412,0,0,0,0,0,0,8
7,4,-0.505748067917722,-0.366939496047337,0,0,0,0,0,0,8
8,4,-1.27322605317701,0.0694718811625299,0,0,0,0,0,0,8
9,4,2.0170635359737,0.0192620237230473,0,0,0,0,0,0,8
10,4,0.269428775064256,-0.0288762250631797,0,0,0,0,0,0,8
1,5,-1.31936472791469,-0.0766255431527255,0,0,0,0,0,0,3
2,5,-2.15219325166765,-0.137136047359441,0,0,0,0,0,0,3
