id,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha13_SAEM,eta_alpha23_SAEM
131,-0.668853,-0.0467879,0,0,0,0,0,0
132,0.525091,-0.00827377,0,0,0,0,0,0
133,-0.0830126,0.00664193,0,0,0,0,0,0
134,-0.0739059,-0.28638,0,0,0,0,0,0
135,-0.218649,-0.0579003,0,0,0,0,0,0
136,-0.830351,0.111177,0,0,0,0,0,0
137,0.299654,-0.0830477,0,0,0,0,0,0
138,0.914033,-0.0566923,0,0,0,0,0,0
139,-1.01977,-0.07321,0,0,0,0,0,0
140,0.715045,0.0671193,0,0,0,0,0,0
141,-0.10841,-0.100795,0,0,0,0,0,0
142,-0.0760581,-0.0237855,0,0,0,0,0,0
143,-0.00824639,-0.0105323,0,0,0,0,0,0
144,-0.310447,-0.00912875,0,0,0,0,0,0
145,0.572246,-0.0410562,0,0,0,0,0,0
146,0.465452,0.0783955,0,0,0,0,0,0
147,-0.516372,-0.00576448,0,0,0,0,0,0
148,0.807076,0.0595354,0,0,0,0,0,0
149,-1.06357,-0.198026,0,0,0,0,0,0
150,0.940169,-0.163683,0,0,0,0,0,0
151,0.448656,0.0571059,0,0,0,0,0,0
152,1.53898,0.261667,0,0,0,0,0,0
153,-0.51199,0.130091,0,0,0,0,0,0
154,0.247209,0.0957591,0,0,0,0,0,0
155,0.453051,-0.018066,0,0,0,0,0,0
156,-0.280453,0.0382643,0,0,0,0,0,0
157,0.229875,-0.0276332,0,0,0,0,0,0
158,0.676471,-0.169734,0,0,0,0,0,0
159,0.61648,-0.0564642,0,0,0,0,0,0
160,-1.77322,-0.139928,0,0,0,0,0,0
161,0.476637,0.141055,0,0,0,0,0,0
162,-0.725405,0.0115691,0,0,0,0,0,0
163,0.535092,0.00994109,0,0,0,0,0,0
164,-0.304706,-0.0541494,0,0,0,0,0,0
165,0.847714,-0.0385431,0,0,0,0,0,0
166,-1.54451,-0.37581,0,0,0,0,0,0
167,1.10048,0.00298675,0,0,0,0,0,0
168,-0.837923,0.0640702,0,0,0,0,0,0
169,-1.14881,-0.166813,0,0,0,0,0,0
170,0.572353,0.0644355,0,0,0,0,0,0
171,-0.414837,0.0310135,0,0,0,0,0,0
172,-0.0754786,-0.0379656,0,0,0,0,0,0
173,0.93677,0.110221,0,0,0,0,0,0
174,-0.16732,0.0996414,0,0,0,0,0,0
175,-0.232989,-0.0197089,0,0,0,0,0,0
176,1.18631,-0.101871,0,0,0,0,0,0
177,0.255845,0.0441612,0,0,0,0,0,0
178,-0.490093,-0.0110527,0,0,0,0,0,0
179,-1.10959,-0.0384552,0,0,0,0,0,0
180,-0.929846,0.0467557,0,0,0,0,0,0
181,-0.240204,0.101997,0,0,0,0,0,0
182,-0.695592,0.0873018,0,0,0,0,0,0
183,0.206701,-0.0211541,0,0,0,0,0,0
184,-0.0773979,0.354515,0,0,0,0,0,0
185,0.905692,0.0612574,0,0,0,0,0,0
186,-0.976358,0.0109382,0,0,0,0,0,0
187,1.14614,0.0227312,0,0,0,0,0,0
188,0.419853,0.0130229,0,0,0,0,0,0
189,0.50844,0.084577,0,0,0,0,0,0
190,0.0739827,-0.0650887,0,0,0,0,0,0
191,1.17767,0.0254469,0,0,0,0,0,0
192,2.18838,-0.124601,0,0,0,0,0,0
193,-0.0578012,0.0437533,0,0,0,0,0,0
194,0.622127,0.00415251,0,0,0,0,0,0
195,0.300211,-0.0214108,0,0,0,0,0,0
196,0.689066,0.142479,0,0,0,0,0,0
197,-0.792333,-0.0676259,0,0,0,0,0,0
198,-0.866561,-0.00571143,0,0,0,0,0,0
199,-0.929286,0.00609313,0,0,0,0,0,0
200,1.28699,-0.0264663,0,0,0,0,0,0
201,0.714371,0.0880864,0,0,0,0,0,0
202,-0.674039,-0.13025,0,0,0,0,0,0
203,-0.132823,0.115525,0,0,0,0,0,0
204,0.307802,-0.171071,0,0,0,0,0,0
205,0.464195,-0.0581533,0,0,0,0,0,0
206,0.755481,-0.269501,0,0,0,0,0,0
207,0.701491,-0.031904,0,0,0,0,0,0
208,0.0298038,0.0660914,0,0,0,0,0,0
209,0.092585,-0.0621382,0,0,0,0,0,0
210,-1.44093,-0.00277171,0,0,0,0,0,0
211,-0.644208,-0.0259427,0,0,0,0,0,0
212,-1.36926,-0.164324,0,0,0,0,0,0
213,0.14501,-0.0739513,0,0,0,0,0,0
214,-0.317587,-0.051783,0,0,0,0,0,0
215,0.187873,0.206319,0,0,0,0,0,0
216,0.140309,-0.0215421,0,0,0,0,0,0
217,0.69273,-0.0141124,0,0,0,0,0,0
218,-0.250015,-0.0247358,0,0,0,0,0,0
219,0.973864,0.0974634,0,0,0,0,0,0
220,-0.630962,0.114681,0,0,0,0,0,0
221,-0.664811,0.175,0,0,0,0,0,0
222,1.029,-0.0214246,0,0,0,0,0,0
223,0.571404,-0.0284833,0,0,0,0,0,0
224,0.430416,0.264002,0,0,0,0,0,0
225,1.00097,0.0268333,0,0,0,0,0,0
226,-0.0541706,0.187671,0,0,0,0,0,0
227,1.19753,0.120448,0,0,0,0,0,0
228,1.10756,-0.0342422,0,0,0,0,0,0
229,-0.28371,-0.0961353,0,0,0,0,0,0
230,-0.600363,0.159341,0,0,0,0,0,0
231,1.36582,0.0229267,0,0,0,0,0,0
232,-1.21262,-0.0428621,0,0,0,0,0,0
233,-0.794496,-0.00614212,0,0,0,0,0,0
234,-0.750544,-0.0222507,0,0,0,0,0,0
235,-0.784065,-0.159431,0,0,0,0,0,0
236,0.225812,-0.0207905,0,0,0,0,0,0
237,-1.31385,-0.0544826,0,0,0,0,0,0
238,-0.795514,0.116524,0,0,0,0,0,0
239,0.464923,-0.0195446,0,0,0,0,0,0
240,-0.0306389,0.118508,0,0,0,0,0,0
241,1.67008,0.127281,0,0,0,0,0,0
242,-0.276014,-0.107917,0,0,0,0,0,0
243,1.88951,0.158714,0,0,0,0,0,0
244,-0.528395,-0.00257882,0,0,0,0,0,0
245,-0.142042,-0.0139786,0,0,0,0,0,0
246,-0.503078,0.00843827,0,0,0,0,0,0
247,-1.37377,-0.135233,0,0,0,0,0,0
248,-0.792978,-0.0291392,0,0,0,0,0,0
249,-0.308754,-0.0807131,0,0,0,0,0,0
250,1.08147,-0.0249908,0,0,0,0,0,0
251,1.54763,0.167389,0,0,0,0,0,0
252,0.938349,-0.14628,0,0,0,0,0,0
253,0.304323,0.0811882,0,0,0,0,0,0
254,0.474651,-0.0229395,0,0,0,0,0,0
255,1.44808,0.0801055,0,0,0,0,0,0
256,-0.745807,0.0171989,0,0,0,0,0,0
257,-0.341923,-0.152065,0,0,0,0,0,0
258,-0.74292,0.0175374,0,0,0,0,0,0
259,-0.546607,0.0281987,0,0,0,0,0,0
260,-0.826555,-0.0114059,0,0,0,0,0,0
261,-0.533791,0.00462612,0,0,0,0,0,0
262,-0.698146,0.0717736,0,0,0,0,0,0
263,0.130297,0.239226,0,0,0,0,0,0
264,0.855871,0.0743113,0,0,0,0,0,0
265,0.623526,-0.0905704,0,0,0,0,0,0
266,0.197355,0.00153115,0,0,0,0,0,0
267,0.729834,-0.211458,0,0,0,0,0,0
268,-0.388779,0.0346367,0,0,0,0,0,0
269,-0.279687,-0.111845,0,0,0,0,0,0
270,-0.164941,-0.209311,0,0,0,0,0,0
271,-1.34501,-0.0186142,0,0,0,0,0,0
272,-0.0563988,-0.0809389,0,0,0,0,0,0
273,-0.684071,-0.226493,0,0,0,0,0,0
274,-0.993124,0.163284,0,0,0,0,0,0
275,-0.347714,0.143754,0,0,0,0,0,0
276,0.690579,-0.0344264,0,0,0,0,0,0
277,-0.718046,-0.0102305,0,0,0,0,0,0
278,0.723045,0.0846766,0,0,0,0,0,0
279,0.128257,0.00633882,0,0,0,0,0,0
280,1.39302,0.127505,0,0,0,0,0,0
281,-1.11382,0.0754437,0,0,0,0,0,0
282,-0.382102,-0.144099,0,0,0,0,0,0
283,-0.587372,0.048843,0,0,0,0,0,0
284,-1.19105,-0.16156,0,0,0,0,0,0
285,0.0760368,0.0225866,0,0,0,0,0,0
286,-0.961017,-0.0295368,0,0,0,0,0,0
287,0.00626536,-0.0256522,0,0,0,0,0,0
288,-1.56215,0.0362301,0,0,0,0,0,0
289,0.135512,0.0494178,0,0,0,0,0,0
290,0.713481,0.0422092,0,0,0,0,0,0
291,-0.275772,-0.0941599,0,0,0,0,0,0
292,-1.63021,-0.00309772,0,0,0,0,0,0
293,0.134361,0.00694544,0,0,0,0,0,0
294,1.15367,0.158447,0,0,0,0,0,0
295,-0.387505,0.154179,0,0,0,0,0,0
296,-0.833253,-0.274082,0,0,0,0,0,0
297,0.62114,0.16845,0,0,0,0,0,0
298,-1.10022,-0.021395,0,0,0,0,0,0
299,0.399611,-0.00555573,0,0,0,0,0,0
300,-0.418209,0.243415,0,0,0,0,0,0
