id,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha13_SAEM,alpha23_SAEM
155,4.68522,-0.191625,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
156,3.95172,-0.135295,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
157,4.46205,-0.201192,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
158,4.90864,-0.343293,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
159,4.84865,-0.230023,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
160,2.45896,-0.313487,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
161,4.70881,-0.0325036,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
162,3.50677,-0.16199,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
163,4.76727,-0.163618,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
164,3.92747,-0.227708,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
165,5.07989,-0.212102,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
166,2.68766,-0.549369,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
167,5.33266,-0.170572,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
168,3.39425,-0.109489,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
169,3.08336,-0.340372,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
170,4.80453,-0.109123,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
171,3.81734,-0.142545,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
172,4.1567,-0.211525,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
173,5.16894,-0.0633379,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
174,4.06485,-0.0739175,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
175,3.99918,-0.193268,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
176,5.41849,-0.27543,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
177,4.48802,-0.129398,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
178,3.74208,-0.184612,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
179,3.12259,-0.212014,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
180,3.30233,-0.126803,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
181,3.99197,-0.0715615,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
182,3.53658,-0.0862571,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
183,4.43887,-0.194713,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
184,4.15478,0.180956,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
185,5.13787,-0.112301,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
186,3.25582,-0.162621,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
187,5.37832,-0.150828,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
188,4.65203,-0.160536,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
189,4.74061,-0.0889818,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
190,4.30616,-0.238648,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
191,5.40984,-0.148112,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
192,6.42055,-0.29816,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
193,4.17437,-0.129806,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
194,4.8543,-0.169406,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
195,4.53238,-0.19497,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
196,4.92124,-0.0310798,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
197,3.43984,-0.241185,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
198,3.36561,-0.17927,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
199,3.30289,-0.167466,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
200,5.51917,-0.200025,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
201,4.94654,-0.0854725,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
202,3.55813,-0.303808,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
203,4.09935,-0.0580334,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
204,4.53998,-0.344629,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
205,4.69637,-0.231712,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
206,4.98766,-0.44306,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
207,4.93366,-0.205463,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
208,4.26198,-0.107467,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
209,4.32476,-0.235697,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
210,2.79124,-0.176331,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
211,3.58797,-0.199502,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
212,2.86291,-0.337883,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
213,4.37718,-0.24751,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
214,3.91459,-0.225342,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
215,4.42005,0.0327599,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
216,4.37248,-0.195101,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
217,4.9249,-0.187671,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
218,3.98216,-0.198295,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
219,5.20604,-0.0760954,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
220,3.60121,-0.0588774,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
221,3.56736,0.00144101,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
222,5.26117,-0.194983,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
223,4.80358,-0.202042,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
224,4.66259,0.0904431,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
225,5.23314,-0.146726,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
226,4.178,0.0141118,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
227,5.4297,-0.0531109,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
228,5.33973,-0.207801,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
229,3.94846,-0.269694,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
230,3.63181,-0.0142179,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
231,5.598,-0.150632,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
232,3.01955,-0.216421,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
233,3.43768,-0.179701,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
234,3.48163,-0.19581,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
235,3.44811,-0.33299,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
236,4.45799,-0.194349,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
237,2.91832,-0.228041,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
238,3.43666,-0.0570349,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
239,4.6971,-0.193103,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
240,4.20153,-0.0550504,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
241,5.90225,-0.0462782,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
242,3.95616,-0.281476,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
243,6.12169,-0.014845,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
244,3.70378,-0.176138,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
245,4.09013,-0.187538,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
246,3.7291,-0.165121,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
247,2.8584,-0.308792,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
248,3.4392,-0.202698,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
249,3.92342,-0.254272,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
250,5.31364,-0.19855,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
251,5.7798,-0.00617025,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
252,5.17052,-0.319839,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
253,4.5365,-0.0923707,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
254,4.70682,-0.196498,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
255,5.68025,-0.0934534,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
256,3.48637,-0.15636,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
257,3.89025,-0.325624,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
258,3.48925,-0.156021,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
259,3.68557,-0.14536,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
260,3.40562,-0.184965,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
261,3.69838,-0.168933,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
262,3.53403,-0.101785,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
263,4.36247,0.0656675,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
264,5.08805,-0.0992476,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
265,4.8557,-0.264129,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
266,4.42953,-0.172028,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
267,4.96201,-0.385017,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
268,3.84339,-0.138922,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
269,3.95249,-0.285404,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
270,4.06723,-0.382869,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
271,2.88717,-0.192173,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
272,4.17577,-0.254498,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
273,3.5481,-0.400052,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
274,3.23905,-0.0102746,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
275,3.88446,-0.0298051,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
276,4.92275,-0.207985,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
277,3.51413,-0.183789,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
278,4.95522,-0.0888823,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
279,4.36043,-0.16722,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
280,5.62519,-0.0460538,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
281,3.11835,-0.0981152,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
282,3.85007,-0.317657,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
283,3.6448,-0.124716,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
284,3.04113,-0.335118,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
285,4.30821,-0.150972,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
286,3.27116,-0.203096,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
287,4.23844,-0.199211,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
288,2.67002,-0.137329,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
289,4.36769,-0.124141,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
290,4.94565,-0.13135,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
291,3.9564,-0.267719,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
292,2.60196,-0.176657,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
293,4.36653,-0.166613,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
294,5.38584,-0.0151121,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
295,3.84467,-0.0193801,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
296,3.39892,-0.44764,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
297,4.85331,-0.00510869,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
298,3.13195,-0.194954,0.0495855,0.0731271,0.761728,0.127259,0.853083,-0.214112
