parameter,value
b01_pop,4.52172902369952
b11_pop,-0.149249373082282
b21_pop,-0.143474993863577
a1_pop,4.47448650991807
b02_pop,7.39859684121862
b12_pop,0.00315340725745381
b03_pop,4.2577367279933
b13_pop,-0.155773454486117
p1_pop,0.0628360420300599
g1_pop,0.103030254863039
p2_pop,0.750264036698124
g2_pop,0.142612815722109
alpha11_pop,0.12537202467733
alpha12_pop,-8.44077587654187
alpha13_pop,0.538869112585345
alpha21_pop,-0.100905145963993
alpha22_pop,3.01669568448237
alpha23_pop,-0.216394275815433
omega_b01,1.74529187026142
omega_b11,0.0977117257857814
omega_b21,0.0714102615101938
omega_a1,0.932971555627571
omega_b02,0.0361381638134573
omega_b12,0.00556736931236964
omega_b03,0.920647754719443
omega_b13,0.166983073063975
b_1,0.291069651057406
a_2,0.0499834544299218
a_3,0.68660827448461
