rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,6.00843698508953,-0.167944238903614,-0.17149086464573,1.98870491636953,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.0531614181285507,0.0138370472451735,0.108004833957663,2.19425078911298,0,0,0,0,0,0
2,1,7.94572382452858,-0.17117845565716,-0.0104527590985911,4.3382618951824,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,1.9904482575676,0.0106028304916282,0.269042939504802,2.97424094094607,0,0,0,0,0,0
3,1,6.39514639117268,-0.279082022242297,-0.671026755331605,1.71784135985558,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.439870824211705,-0.0973007360935091,-0.391531056728212,2.04783563731454,0,0,0,0,0,0
4,1,5.95688991734599,-0.28398547543508,-0.0827207267960181,0.147707447902321,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.00161435038501256,-0.102204189286293,0.196774971807375,-0.405754506806897,0,0,0,0,0,0
5,1,5.97994408401189,-0.143281927413393,-0.0683886692512935,1.54998901349462,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.0246685170509107,0.0384993587353948,0.211107029352099,1.94501500086835,0,0,0,0,0,0
6,1,5.86561833617705,-0.200396047663546,-0.513687367488404,0.0388435918707876,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,-0.0896572307839234,-0.0186147615147581,-0.234191668885011,-1.74144500315405,0,0,0,0,0,0
7,1,5.64979589499263,-0.164686540042862,-0.0795808701900692,0.25588742713185,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,-0.305479671968348,0.0170947461059262,0.199914828413324,0.143749489048505,0,0,0,0,0,0
8,1,5.63258685458036,-0.19698483101772,-0.258341821396775,0.320456482116547,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,-0.322688712380619,-0.0152035448689319,0.0211538772066175,0.368758364962154,0,0,0,0,0,0
9,1,6.47496364304644,-0.187272360572156,0.0139988483115273,0.965720083457817,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.519688076085466,-0.00549107442336813,0.29349454691492,1.47188590259241,0,0,0,0,0,0
10,1,6.02025116364884,-0.148808606748455,-0.130757894908996,5.49062334285593,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,0.0649755966878667,0.0329726794003333,0.148737803694396,3.2098089486102,0,0,0,0,0,0
1,2,5.81463828701535,-0.297479162114195,-0.474710363365526,0.177126083150389,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,-0.14063727994563,-0.115697875965407,-0.195214664762133,-0.224126307784597,0,0,0,0,0,0
2,2,5.7603651961622,-0.246496998487343,0.082782872074074,0.0997127369200887,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,-0.194910370798779,-0.0647157123385556,0.362278570677467,-0.798694699685437,0,0,0,0,0,0
3,2,6.92727585788506,-0.211522601995359,-0.595865919465168,2.52611268584534,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,0.972000290924083,-0.0297413158465709,-0.316370220861775,2.43344879135366,0,0,0,0,0,0
4,2,6.16954724958507,-0.162419993538024,-0.475587719006713,0.865852668478826,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,0.214271682624096,0.019361292610764,-0.19609202040332,1.36272664435971,0,0,0,0,0,0
5,2,6.5709524536246,-0.200071640053958,0.130461495354886,0.00677817823845906,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,0.615676886663622,-0.0182903539051699,0.409957193958279,-3.48727975149735,0,0,0,0,0,0
6,2,7.03418128659937,-0.198391630481731,-0.288278275608033,0.101537913878188,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,1.0789057196384,-0.016610344332943,-0.00878257700464047,-0.780555856471411,0,0,0,0,0,0
7,2,6.57974729307765,-0.148015571741541,-0.186625233519443,0.418525876963866,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,0.624471726116671,0.0337657144072464,0.0928704650839494,0.635750599715749,0,0,0,0,0,0
8,2,5.29550681011309,-0.131254863103085,0.0180926680082395,0.0213618577422555,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,-0.659768756847889,0.0505264230457028,0.297588366611632,-2.33938113768974,0,0,0,0,0,0
9,2,5.52640889546157,-0.202187442124275,-0.107417445226167,1.17059500384634,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,-0.428866671499406,-0.0204061559754867,0.172078253377226,1.6642793278681,0,0,0,0,0,0
10,2,4.99787274230513,-0.256222430016212,-0.556673579237276,7.30611281601491,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,-0.957402824655842,-0.0744411438674237,-0.277177880633883,3.49547852784109,0,0,0,0,0,0
1,3,6.3062598435531,-0.165555323027334,-0.435586364831349,0.0189303738501349,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.350984276592126,0.0162259631214543,-0.156090666227956,-2.46022040684296,0,0,0,0,0,0
2,3,6.31351674212064,-0.106644171084268,-0.0818859218671612,1.89460993681482,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.358241175159667,0.0751371150645203,0.197609776736232,2.14578013728468,0,0,0,0,0,0
3,3,6.01786190229298,-0.19476921383827,-0.222657820518861,0.492098618571196,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.0625863353320044,-0.0129879276894823,0.056837878084532,0.7976910197046,0,0,0,0,0,0
4,3,5.85969564862181,-0.0956469171914603,-0.259499142287292,0.570298412687543,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,-0.095579918339169,0.0861343689573275,0.0199965563161012,0.945171633912973,0,0,0,0,0,0
5,3,6.13835753807312,-0.122858819675588,0.0546119114564508,12.1395577241996,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.183081971112146,0.0589224664732002,0.334107610059844,4.00323651171297,0,0,0,0,0,0
6,3,6.01487969621316,-0.182900507034983,-0.252113581002134,0.292400834921898,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.0596041292521834,-0.00111922088619482,0.0273821176012592,0.277137462329753,0,0,0,0,0,0
7,3,5.79203904539614,-0.237230836556131,-0.0986210411024766,0.00353260173208715,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,-0.163236521564839,-0.0554495504073432,0.180874657500916,-4.13895348689765,0,0,0,0,0,0
8,3,6.33687510777572,-0.049778252406177,-0.372460275748649,1.92936217978577,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.381599540814745,0.132003033742611,-0.092964577145256,2.16395662953266,0,0,0,0,0,0
9,3,6.86442408667203,-0.165239120401357,-0.387526973659965,0.308909378021769,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,0.909148519711054,0.0165421657474311,-0.108031275056572,0.332059837921922,0,0,0,0,0,0
10,3,5.49703122241754,-0.166086651845851,-0.114153113849447,0.632062238298366,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,-0.458244344543439,0.0156946343029372,0.165342584753946,1.04799974666654,0,0,0,0,0,0
1,4,4.51754949328467,-0.299645172834393,-0.227029229253075,6.44532770229257,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,-1.43772607367631,-0.117863886685605,0.0524664693503173,3.3701226391013,0,0,0,0,0,0
2,4,6.65680215572801,-0.242001200160078,-0.180213831441744,0.38220541062643,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,0.701526588767031,-0.0602199140112905,0.0992818671616484,0.544970067285865,0,0,0,0,0,0
3,4,4.69702810985477,0.00193887423107936,-0.291489935988436,0.337788715757148,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,-1.25824745710621,0.183720160379867,-0.011994237385043,0.421432477763683,0,0,0,0,0,0
4,4,5.76899962590112,-0.186963217351077,-0.0779029387898778,0.260458736903958,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,-0.18627594105986,-0.00518193120228869,0.201592759813515,0.161456328094108,0,0,0,0,0,0
5,4,6.4677538339339,-0.211311668334054,-0.197683841660249,0.0153176767012165,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,0.512478266972923,-0.0295303821852657,0.0818118569431438,-2.67198061949625,0,0,0,0,0,0
6,4,6.63124128490178,-0.160314742453296,-0.206098131595552,0.126546068237559,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,0.675965717940805,0.0214665436954914,0.0733975670078408,-0.560381703289192,0,0,0,0,0,0
7,4,5.95769779229094,-0.224339805200231,-0.30962803176713,2.57614304707423,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,0.00242222532996639,-0.0425585190514431,-0.0301323331637375,2.45306049542715,0,0,0,0,0,0
8,4,6.79553867999748,-0.208655496474184,-0.542787580979738,1.49025551640622,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.8750030325355,-1.010478103156,0.840263113036502,-0.0268742103253963,-0.263291882376345,1.90571475080631,0,0,0,0,0,0
