rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,7.37609777297174,0.00203479136949054,4.47135674279513,-0.0982572363206406,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0207260175708139,-0.00103730436675763,0.233095688614563,0.0772160726059921,0,0,0,0,0,0,0,0
2,1,7.38481996064441,0.00573345652024591,5.1934110305977,-0.274360119621166,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0120038298981484,0.00266136078399773,0.955149976417134,-0.0988868106945329,0,0,0,0,0,0,0,0
3,1,7.3940044522977,-0.00513123369930414,4.67345150448647,-0.101839829367279,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.00281933824485758,-0.00820332943555232,0.435190450305901,0.0736334795593541,0,0,0,0,0,0,0,0
1,2,7.39067740855554,0.00930509447192727,4.54360780060614,-0.140958203222366,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.00614638198701734,0.0062329987356791,0.305346746425575,0.0345151057042671,0,0,0,0,0,0,0,0
2,2,7.47442698585534,-0.000359464260575936,4.61390844860313,-0.0690224475969402,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0776031953127818,-0.00343155999682411,0.37564739442256,0.106450861329692,0,0,0,0,0,0,0,0
3,2,7.386331198303,0.00150880905411719,4.69870953211438,-0.0821916392744716,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0104925922395527,-0.00156328668213099,0.460448477933812,0.0932816696521611,0,0,0,0,0,0,0,0
1,3,7.4269313754866,0.0019741097804015,4.32794079577273,0.0192267790959275,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0301075849440382,-0.00109798595584668,0.0896797415921604,0.19470008802256,0,0,0,0,0,0,0,0
2,3,7.42754237713297,-0.00532570967674208,4.5770886100434,-0.229819285126179,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0307185865904174,-0.00839780541299026,0.338827555862828,-0.0543459761995466,0,0,0,0,0,0,0,0
3,3,7.41056504371608,0.00535197803106903,4.8499504087543,-0.342159230903629,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0137412531735244,0.00227988229482085,0.611689354573726,-0.166685921976996,0,0,0,0,0,0,0,0
1,4,7.39316068781189,0.0109780300137573,4.54441104109326,-0.236192452377157,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.00366310273066528,0.00790593427750915,0.306149986912686,-0.0607191434505241,0,0,0,0,0,0,0,0
2,4,7.36387209648555,0.00575930363639132,4.62486406412245,-0.112266132873937,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0329516940570063,0.00268720790014314,0.386603009941882,0.0632071760526952,0,0,0,0,0,0,0,0
3,4,7.44421339478822,-0.0027522967791663,4.45952551572114,-0.145697443012904,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0473896042456596,-0.00582439251541448,0.221264461540566,0.0297758659137286,0,0,0,0,0,0,0,0
1,5,7.4545555354474,0.000222447707920885,3.97891349184637,-0.463954960897363,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0577317449048422,-0.00284964802832729,-0.259347562334203,-0.28848165197073,0,0,0,0,0,0,0,0
2,5,7.3943931410489,0.00530214945743925,4.2583325481178,-0.459010371535426,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.00243064949365834,0.00223005372119107,0.0200714939372295,-0.283537062608793,0,0,0,0,0,0,0,0
3,5,7.40981669017283,0.00438147028967096,4.03364283180077,-0.405518133863172,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0129928996302766,0.00130937455342278,-0.204618222379803,-0.23004482493654,0,0,0,0,0,0,0,0
1,6,7.33812156406444,0.00554245572433457,3.84126303770623,-0.0973207250269754,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0587022264781183,0.0024703599880864,-0.396998016474336,0.0781525838996572,0,0,0,0,0,0,0,0
2,6,7.34403173636283,0.000443087664045145,4.14618025112242,-0.0562774290158048,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0527920541797222,-0.00262900807220303,-0.0920808030581473,0.119195879910828,0,0,0,0,0,0,0,0
3,6,7.33000652742991,-0.00481390376425861,4.49625356164439,-0.119743229309268,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0668172631126511,-0.00788599950050679,0.257992507463817,0.0557300796173643,0,0,0,0,0,0,0,0
1,7,7.44062340385504,0.0041048433297122,5.24245464995531,-0.0731242698909394,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0437996133124798,0.00103274759346402,1.00419359577474,0.102349039035693,0,0,0,0,0,0,0,0
2,7,7.46946738626934,0.000506686238285012,5.24887974479252,-0.0819230554916164,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0726435957267784,-0.00256540949796317,1.01061869061195,0.0935502534350163,0,0,0,0,0,0,0,0
3,7,7.41719377828635,0.00761538679283857,5.45557984450593,-0.109839827714004,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0203699877437948,0.00454329105659039,1.21731879032536,0.0656334812126284,0,0,0,0,0,0,0,0
1,8,7.48260549246236,0.00344413242571294,5.22991904954615,-0.261992918652735,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0857817019197995,0.000372036689464759,0.991657995365584,-0.086519609726102,0,0,0,0,0,0,0,0
2,8,7.50203969146675,-0.00400622481518132,4.56087697859552,-0.330825420146556,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.105215900924188,-0.0070783205514295,0.322615924414952,-0.155352111219923,0,0,0,0,0,0,0,0
3,8,7.43693966415251,0.00410285820739687,4.37588682070064,-0.0806217024895731,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0401158736099534,0.00103076247114869,0.13762576652007,0.0948516064370595,0,0,0,0,0,0,0,0
1,9,7.42778398223703,0.0117726877547542,5.92349265443819,-0.13183620357172,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,0.0309601916944757,0.00870059201850599,1.68523160025762,0.0436371053549123,0,0,0,0,0,0,0,0
2,9,7.36435845587072,0.00434082067224289,6.08245267159899,-0.18574617749119,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0324653346718335,0.00126872493599471,1.84419161741842,-0.0102728685645577,0,0,0,0,0,0,0,0
3,9,7.34291944543145,0.00446791407389186,5.28424916434457,0.0417204310855167,0.049542249226367,0.0539519931495914,0.761050829381246,0.127578296177639,-4.57451826024505,0.888575680093064,-9.90332518162404e-06,-0.214608227577656,-0.0539043451111061,0.00139581833764368,1.045988110164,0.217193740012149,0,0,0,0,0,0,0,0
