rep,id,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,h1,h2,alpha12,alpha13,alpha14,alpha15,alpha16,alpha22,alpha23,alpha24,alpha25,alpha26,hcov1,hcov2,score4C
1,1,6.12329204717838,0.0241950662259218,4.64614614027867,-0.0716189998540031,4.30407705726819,-0.0568168269222215,4.5628542992728,-0.0124002960258159,93.8291295568524,-0.0128826015828561,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,11
2,1,6.49738315148752,0.0176380451143953,5.26319648102914,-0.150473220136564,4.57043871906632,0.0276404678880917,4.86473746797581,-0.00747350771536884,93.8049266461126,0.0590116953692647,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,11
3,1,6.90987309348441,-0.0322790187139645,4.89279168899863,-0.023332636904174,6.46162826374162,-0.212777671498886,4.67706281440106,0.0251609282528622,90.5862399628147,0.157513876678313,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,11
1,2,5.93263642841051,-0.050074585527034,3.55203176448883,-0.183795138772947,4.40272870594506,-0.144364281005071,4.40766926838757,0.0322194057880903,92.2914388373351,-0.111656713898183,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,5
2,2,7.16162286998996,-0.195641617992691,3.39743621842439,-0.076238710243302,5.49109818981918,-0.0998969335086806,4.26555091001018,0.0369689591367705,90.8437803895837,0.146138247274094,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,5
3,2,5.50375322049111,-0.0307741658562795,3.08844727516593,0.0802764909314221,5.22553859157763,-0.1014050684786,4.49867503234625,0.0147915840639511,92.8633089750708,0.145065304647407,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,5
1,3,5.15885871056876,-0.11355241516064,3.16331511090477,-0.412401037073792,4.48038882971137,-0.201802032840039,4.34247035271167,-0.00709344952492266,94.012247869754,-0.0350143996485997,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,6
2,3,5.58540137810886,-0.011760239205685,2.7946705148859,-0.407646824074071,3.06889563922796,-0.258353386181497,4.35088439612484,0.0202067488026132,94.2613025767705,0.0985742335362374,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,6
3,3,5.93682162752497,-0.0691468388483092,3.38539369170965,-0.600461006891391,2.65132255817035,-0.00349457089481611,4.83659072038628,0.0262508479572912,92.5896277099908,-0.112026245526287,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,6
1,4,6.67609597929821,0.0565595811899457,2.43050179731878,-0.193567052711572,3.29946702157166,-0.131331167334279,4.35354989594412,0.021760973270322,90.5968583887118,-0.109036129106402,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.5122255038889,-1.11577914476544,8
2,4,6.14931844112603,-0.0913297316864891,3.16103258004364,-0.241256297246948,3.65714880304568,-0.0840392251442537,4.38421186166648,0.0405706503668383,85.9620515049257,-0.0111025241695286,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.5122255038889,-1.11577914476544,8
3,4,5.67681994816333,-0.179954238554017,2.70508816348394,-0.171163343867845,5.50781664787722,-0.140061972680216,4.35715634532639,-0.0163902373655002,90.5403250924369,-0.0286538897265431,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.5122255038889,-1.11577914476544,8
1,5,8.85245528202699,-0.12140371220247,2.8721702817436,0.0246693748238664,5.02720029556911,-0.165165795284793,4.9890169170994,0.0269712721981104,96.3107333754318,-0.194457854892662,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,1.31708456395834,-0.418417179287041,3
2,5,8.03375836873727,-0.0243229189790795,2.9186781265481,0.00734856513209516,6.68918723906122,-0.269819126887514,4.47165077893616,0.0405382243212348,94.0609465926852,-0.055978422169773,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,1.31708456395834,-0.418417179287041,3
3,5,9.01462904472237,-0.0828535255588215,3.55480825016241,0.0104112385574882,4.96156963129088,-0.15994938167519,4.81917784868221,0.0558184498829561,96.5465927488252,-0.174980384772373,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,1.31708456395834,-0.418417179287041,3
1,6,5.36589459628768,-0.00434508112560728,4.93376455260091,-0.399781033273369,3.51558165852952,-0.0438144316016767,4.05262753518544,-0.0128225136249054,94.8568098586996,0.230949223287561,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,0.878056375972225,-0.278944786191361,2
2,6,5.0837221541454,-0.0697922412940941,5.11325685661073,0.105694873937187,-0.231895273413876,0.0412115286665413,4.59739182819365,0.0433595871413457,93.4541791929781,-0.0114444411217795,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,0.878056375972225,-0.278944786191361,2
3,6,7.70218367419863,0.0148647061513692,6.13678355826115,-0.395958592029305,3.60162104729483,-0.121867341350226,4.37290075226711,0.00221138301951994,89.4909247102937,-0.010829543356345,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,0.878056375972225,-0.278944786191361,2
1,7,5.81881336990225,-0.0136799037096503,5.3024770594256,-0.152721332226256,3.49262692632488,-0.035887931278698,4.38836795427029,-0.00986575556871146,96.2143459698629,0.231350244876024,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,5.26833825583335,-1.67366871714816,12
2,7,6.73011617640766,-0.00727483329572006,5.27585318224644,-0.20384695421855,3.98126638845301,0.0287316120332004,4.45649978891569,0.0209286176827358,94.4210921032288,0.0598307631540774,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,5.26833825583335,-1.67366871714816,12
3,7,4.95999581376836,0.204834622288873,4.75573764097751,-0.0729938861623885,3.83086381241984,-0.0963246880758511,3.71019220548039,0.0239041820215237,95.6958168057765,-0.141382174130441,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,5.26833825583335,-1.67366871714816,12
1,8,5.61613144305826,0.211101500924829,4.65773826416015,-0.0933050927195541,2.47675402741065,-0.232298182117291,4.48093769299452,-0.00922933165991684,94.1477581073171,0.128609059233017,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.07319731590279,-0.976306751669762,7
2,8,6.21638142252106,0.0221587216176055,4.33234795520696,0.001860688649962,4.65558867859839,0.153030506115375,4.98733595523065,0.0154140510307722,96.7010830305653,0.0931905700060287,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.07319731590279,-0.976306751669762,7
3,8,5.98536289674477,0.104140919040525,4.18674367507099,-0.0908489364527204,3.65498681634495,-0.114621731835947,4.4789894154039,0.0462245670175196,96.2195769182226,0.0558761250389284,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.07319731590279,-0.976306751669762,7
