rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2,score4C
1,6,-0.615729816402779,0.0215128569073419,0.700337063143046,-0.24841000861127,-0.841633828823165,0.0153589295528163,-0.424555060402027,-0.0247644006228388,1.39569547353106,0.203304402117388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,6,-0.897902258545061,-0.0439343032611448,0.879829367152868,0.257065898599285,-4.58911076076656,0.100384889821034,0.120209232606192,0.0314177001434122,-0.00693519219045413,-0.0390892622919522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,6,1.72055926150816,0.0407226441843184,1.90335606880329,-0.244587567367206,-0.755594440057857,-0.0626939801957326,-0.104281843320356,-0.00973050397841349,-3.97018967487485,-0.0384743645265177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,7,-0.162811042788211,0.0121780343232989,1.06904956996774,-0.00135030756415688,-0.864588561027803,0.023285429875795,-0.0888146413171746,-0.0218076425666449,2.7532315846944,0.203705423705852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,7,0.748491763717191,0.0185831047372292,1.04242569278858,-0.0524759295564513,-0.375949098899679,0.0879049731876934,-0.020682806671771,0.00898673068480239,0.959977718060259,0.0321859419839047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,7,-1.0216285989221,0.230692560321823,0.522310151519648,0.0783771384997102,-0.526351674932851,-0.0371513269213581,-0.766990390107074,0.0119622950235902,2.23470242060796,-0.169026995300614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,8,-0.365492969632199,0.236959438957778,0.42431077470229,0.0580659319425446,-1.88046145994203,-0.173124820962798,0.00375509740705837,-0.0211712186578503,0.686643722148531,0.100964238062845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,8,0.234757009830592,0.0480166596505548,0.0989204657490959,0.153231713312061,0.298373191245705,0.212203867269868,0.510153359643188,0.00347216403283881,3.2399686453968,0.0655457488358559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3,8,0.00373848405430977,0.129998857073474,-0.0466838143868742,0.0605220882093783,-0.702228671007735,-0.0554483706814544,0.00180681981643627,0.0342826800195862,2.75846253305406,0.0282313038687557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,9,0.203764314067893,0.189673685571301,0.944533871593907,0.298679554986399,-1.7004857361543,-0.0630451447385904,-0.198907171609572,0.0194024154962726,1.82647650784486,-0.0251922239001596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,9,1.19374873412222,0.0199785018464476,1.85334876830812,0.12163732960429,0.272552526023653,0.0372832627054121,-0.291278876843229,0.000227153980848818,1.32973841935836,0.104467267643423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,9,0.975795491737935,-0.0809339283080593,1.65052175653891,0.156304723228249,0.254726813309148,-0.0464941223028489,-0.16100296076737,-0.0036145976995614,-0.309368357260979,0.123304183960359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,10,0.479075794920374,-0.101628668324287,0.675504821104485,0.134984956387468,-1.96408018555727,0.0556766535354118,-0.248514089854093,-0.00607219469599455,-6.22041981182078,-0.00910339924307875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,10,-0.574092722946542,-0.0306443381282642,0.0278706574559351,-0.164035477860959,1.07695166643776,-0.10080054047807,-0.199246852795586,-0.00934709714486138,1.51660844325946,0.0988248786718429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,10,-0.791986114068023,0.00198664092388416,-0.245337421666309,0.136609824566036,-1.15276124044707,-0.0863060007600465,-0.0257024396227887,0.00334147667344631,-1.53197416653406,0.112158109513103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,11,3.72731058867433,-0.170826366508182,-1.10539313697378,-0.083253215334153,-2.25828498111237,0.0301984456869548,0.158291743339371,0.0443273211394162,-0.634175619603838,-0.00921181852334118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,11,2.8205235996752,-0.0397464317389071,-1.07419541041696,-0.0920798060424541,-2.34555000138914,-0.00216346065677535,0.35839196406338,0.0286384449816144,-2.10754789686742,0.0371719438842103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,11,3.25602443707742,-0.139885240566975,-0.993768133397206,-0.0875207762896297,-2.69133891367056,0.0529710125130233,0.0503463841813954,0.0285840068358849,-1.82540589464138,0.062504147830883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,12,0.147905023980348,-0.0722042355607362,1.44580981117696,0.104671182527646,-1.50244470279411,-0.205935349877336,0.454082557183392,0.00734834051011101,0.387983099867,-0.0552301927308012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,12,-0.0989150180516001,-0.00949580061320969,2.48590309623175,-0.0650522652551519,0.162219887722581,-0.0259848718665989,0.185860163304673,0.000615351413666433,1.30151255481462,-0.0889508586446338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,12,-0.18762153147852,-0.204566649858615,1.62331218996537,-0.00950776879706305,-1.22535362159644,0.0905985051324485,0.0203457987159226,0.024756680478206,2.32275381719379,-0.0191572407513252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,13,-0.436526225328168,0.0258994188246198,-1.76724138320798,-0.263747477362889,0.0958098683858557,0.0363083811723108,0.291840095987376,0.0102117003917989,-4.67353043965957,-0.130695563091883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2,13,1.13044029561246,0.0586829048426793,-2.72745377507628,0.0302165912044185,-0.619041736389017,-0.11919917740896,0.352653903376115,-0.0102602441056105,-4.46517853772964,0.063601078565313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,13,-0.254047105623178,-0.0316074262596194,-2.46443630605508,-0.274019404893635,0.605403141712363,-0.0331924230658349,0.163047769676169,-0.00453564893801555,2.76069724919358,0.0184055523667982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1,14,0.504004235546164,-0.00192103323164128,0.310665550796355,-0.217280060909675,-0.452268140265133,-0.00306682631507899,0.194853980366223,0.025810222111245,-0.606934134634258,-0.177647243852672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,14,-0.218198604461315,0.0201228128628904,0.151553453399845,-0.204808317972151,-0.0666964446115061,0.122047824447061,0.0461975152604994,0.0241265821262894,-0.275962618740024,-0.126661376407573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,14,0.055435428543225,-0.0022317153827236,-0.133059684751421,-0.192857223762877,-1.23655852262041,-0.058081790801657,0.185825033182807,0.0259343258870267,2.18531244814548,-0.121916948888518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,15,0.0455836818369866,-0.0688855880930023,1.35762630240817,0.134618383045819,1.16639617131156,0.0237048428949788,-0.084125454077256,-0.00178184021379792,4.53591234427823,-0.0785431260359667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,15,-0.960705329458412,0.000658700795167399,0.976815827307958,-0.105573944167594,-0.346604919489715,0.0378842532052621,-0.294811424459526,-0.017909489883757,8.3921767368485,-0.0484754528937124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3,15,-0.929939964394568,0.00880096380435656,1.64264593213542,0.0719675293391855,1.34258789478506,-0.184776608988915,-0.186460513012532,0.0157025552903655,6.47256098806308,0.000692753625774235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,16,2.44205770530633,0.059582891253173,1.07337819719951,-0.0832196501063351,-0.181472704917785,-0.00903190406540821,0.0175825997079597,-0.00251072219379075,-3.50921814564565,0.0384433311982629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,16,-0.563778723842707,-0.0866045751897801,0.963607163512946,0.161219410719142,2.76497142190744,0.0613133709181604,0.200321074144298,0.0355518027549015,1.21653155725045,-0.092578505095424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3,16,-0.142555529223833,-0.0828878305971153,1.40063744108677,0.323882030913095,0.61973009774169,-0.158940724254825,0.20704300503759,-0.0276257226270044,-2.2414478944859,0.0464456770440631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,17,0.524244869389426,-0.153330333242271,-1.14794560928759,-0.164817636313261,1.83153350243455,-0.0325884850301534,0.0350098249548054,0.0167795339732714,-3.28524808008893,-0.169586828373013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,17,-0.440028788201952,-0.0639034012874649,-1.33457581710439,-0.0467930127161513,-0.616473658206959,-0.106339732112083,-0.20913664868066,-0.0274111510013119,-2.58039692004624,0.00724043533320155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,17,-0.00945968525640506,0.087610617120613,-1.77246711138717,0.0900281719263554,-0.439115867886958,-0.0800549756158218,0.0425078905331846,-0.0128332036588211,-2.95910797337518,-0.0141739827882554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,18,0.226954913345039,0.127357561054507,-0.291415504054843,-0.141988298243984,-1.51564518227196,-0.0726143243591728,0.103345116958031,0.0318351370026657,1.0103437001698,-0.184593450915713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,18,-0.0443821818372481,-0.0571663880969633,-0.189872069233149,-0.129725004851515,1.55466576395343,-0.0967273676351676,0.500442875337564,-0.0159866976256272,6.06104741848497,0.160072666598695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,18,0.50735363446342,0.153913492532219,0.283584292325076,-0.145196180543348,1.71125529945838,-0.0596526329383927,0.0250161886482871,0.0321889639188773,-0.735677491694247,-0.0539306653106849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,19,-1.22304502701621,-0.0937606493088456,0.383818472582313,-0.166182438604957,0.977040554758803,0.0161510585953958,0.0846009203764906,-0.0144503741985283,1.2769682269161,-0.0773296486490062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,19,-0.926454035685687,-0.0131255409851521,-0.214818844682052,0.181688116075841,-0.864849088034611,0.0209364978426249,-0.0364770107565873,0.0115929259626567,-5.12579198601703,-0.0702540441802499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,19,-1.24796688733591,-0.000640650434084209,0.596540462161244,-0.166643815991595,1.00477115095677,0.192880560058062,0.0703214147092357,0.0138887812399252,-2.69018372654443,-0.01054019675134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,1.04360790329256,-0.0299733347941105,-0.998153459679219,-0.0101069260690643,-0.0624061215861138,-0.0561729013301127,-0.118425025580575,-0.0215713717168399,-0.0174603403547309,0.00242216493811011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,20,0.161712024215846,-0.0992837994749758,-1.3176913935372,-0.105548773032904,-1.71118976477747,-0.0225297188118073,-0.374180069126445,0.00187672641737493,-2.05232300165478,0.0173695952594737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,20,0.933677659816905,0.165856652116932,-0.280451799692036,-0.25758187448978,0.572025555763682,-0.135193227671525,-0.138885283422304,0.0126706985335887,1.7245277162161,0.0159905798872004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,21,0.476792166549866,-0.0189921476308727,0.0878476498626384,-0.0141155501710352,-1.74529563157069,-0.0658562331084734,-0.0104444464138531,-0.0207592230233992,-2.16706898564176,-0.160633304754455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,21,-0.190522789258799,-0.047284379940582,-0.586062738874722,-0.0049107964077133,-0.540148336947081,0.0887088583584791,-0.306692922050578,0.0241419347243271,3.65460134286531,-0.00895478711276148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,21,0.156637872259725,-0.121234547619667,-0.068902379870484,-0.21940973875042,-0.228359753433356,-0.0277987428695558,-0.213019064528574,0.0144158394620747,-0.406783325973805,-0.297462647690124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,22,-0.548217332392885,-0.0594433901909735,-0.587234570056604,0.0299917897940637,-1.30719274741006,0.0245059181985435,0.0458301616772916,0.00275340962087625,-1.46055083582083,-0.0493677237551514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,22,-0.161799596907811,-0.122155003037052,-0.918353305006896,-0.00221805819573812,-0.96909077129238,-0.056029170324149,0.048724506406983,0.00917157773499121,4.84961803404087,0.0749154150831141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,22,0.0792896308410542,-0.145527722832552,-0.657637088706682,0.0670455355036301,-0.806184072471576,-0.209258502711566,-0.0842420367035981,0.0124413015422044,2.94722266843426,0.0316635013813796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,23,-0.413615764676768,0.0276924735515034,-0.156042416637961,-0.213651864983229,1.91648764294651,-0.158110284752289,0.503890627620586,-0.0238645505038725,-3.63409835088331,0.188694444223147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2,23,-0.657412942042072,0.138041190860492,-0.418531165832704,-0.208637254072731,1.30336633732428,0.0919110657063422,0.0589382834616528,0.00648676720132643,1.60967088396443,-0.143374073960356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3,23,0.234950401641075,0.00335037982833178,-0.429854474777507,-0.210958822183148,0.103766186118306,-0.00180452472182645,-0.169718154642027,0.00554323230731701,-1.72516270467543,0.125578981286576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1,24,0.98332947466688,-0.0108302849470953,0.865252502254123,0.363217492703672,-2.34367897015628,-0.0932454366786749,-0.233125106549153,0.00944274673236268,1.08250298608084,0.196966465188227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,24,-0.571657300697061,-0.0277077117385971,0.492546750691362,0.0258329700330552,-0.683859367804586,-0.0559603239079547,0.298988490391457,0.0370372299875146,4.01964399136834,-0.0719700258985099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3,24,0.269046395339331,0.0700564909162991,0.616842507797946,0.0542300467231983,-1.24630337031658,0.0768925903002121,0.382945576957037,-0.00185808236628232,3.55346609924898,0.00378914689884129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1,25,0.303338247960239,-0.155078110756221,0.0953585971227451,-0.0574120078271101,0.15333244913505,-0.00701334263610517,0.160363525490924,-0.0102061355879108,2.89796625674727,-0.0205537292590967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,25,-1.17434779744664,-0.0789281224891381,0.666467460275372,-0.0826600088406309,-1.00619852391861,0.0140269547884412,0.0914486301278767,0.00531674210041241,2.62679360977442,-0.00125841374235371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,25,1.7817978239802,-0.0794115810102561,0.0731576041784638,0.0425625172902581,1.57136579330588,0.0667901207213392,-0.174186045487868,0.0653786112281585,-4.06564718767457,-0.125363607392372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,0.166372741016318,0.0037981221855677,-1.04889070504387,0.198093989089279,-0.102524850311132,0.0711863302740156,0.203805646809752,0.0110621966346042,0.144420569271702,0.0958645124405415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,26,0.183962198890802,0.0396306234058165,-1.11487156075194,0.148512046193856,0.650999588612319,-0.0105308935007193,0.16579777734784,0.000284621788412945,4.92770571345717,-0.000435353846224604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3,26,1.09338227723839,0.0501154431404258,-0.340959373656446,0.112372360112014,0.590465947621209,0.0269940540083837,0.307172942241865,0.0103449899588198,1.24170430530829,0.0754310453940392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,27,1.3739038571354,-0.103482864413955,0.360520879726246,-0.021344907657698,-0.900448571664069,0.205208624116773,-0.169414930474008,-0.0241098754256284,-3.37465810570185,0.106403392774603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,27,0.144898330922337,-0.00480298532336377,-0.0749683348719943,-0.00225153387304758,-0.444352312849518,0.0103269156317967,0.09820194121329,-0.0185940433675776,-1.19307318793427,0.0435812636194435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,27,-1.78351414753787,-0.0224620995333311,0.969234381037799,-0.142172130487553,0.310945904600933,0.0606439472728183,-0.143141937973073,-0.0219768472987203,3.492632177864,0.0713926565372875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,28,0.743100930517023,-0.0120242698894877,0.34566581058179,-0.0444370050089003,-0.213219852026649,0.00741297153706554,0.150864118596632,0.00103049505018638,3.39330519244471,-0.0369030285888697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,28,0.428907999291158,0.0387007351052741,0.0585773755390058,0.168785367083706,-0.475321509862635,-0.166965055627743,0.228764732711412,-0.0132735351738458,-1.13832288530448,0.0468838334989652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,28,-0.608419555037846,-0.0181426589396649,0.340216825491677,0.0850107525634975,-1.47739083978831,-0.179346206245559,-0.261804719754283,-0.00755636116949409,-1.70967474892147,-0.0929131821178679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,29,0.293612270012001,-0.0648554908639036,-0.167743532280271,-0.00703504461531601,0.432152193153732,0.0310380228117558,-0.0458226416973444,-0.00312165951160384,-3.53292797095195,-0.108794798898076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,29,0.0840763567446423,0.115243101486708,-1.2493771320013,0.106517011496907,2.51902480039673,-0.00892090078761523,0.210086275837747,-0.0521564882380353,0.239367895081301,0.0120692718974676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,29,0.450279521714459,-0.0932643064758973,-0.392875251436752,-0.156961457537673,0.696902225089699,0.120818204522772,-0.145709482010187,0.0121317986560413,-1.29204002533078,-0.0906354899487727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,30,0.00103118381891676,0.151136779857038,0.653621244201339,0.0312823730370465,-0.865624684773416,0.0195962482633505,-0.0800631744279485,-0.0145557563722248,2.05573859911981,-0.0409732594966231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,30,-0.0482448302697343,0.093216748210477,1.07150316344357,0.169067069592699,-1.80799327299055,-0.0334027651579658,0.400243736939885,-0.00202337850189645,2.63044091441671,-0.175757216017143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,30,0.550314381782662,-0.0376138502754801,-0.0274117693523737,0.166719901739852,1.65385244498517,0.063286763837349,0.390601072856222,-0.0107030055141613,1.684090986762,-0.00355406418863164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,31,-0.0189461379120281,-0.0340943567503306,-0.319247971540015,-0.0799097870099209,1.58146795749653,0.155926503800336,-0.272783944661548,0.00295512918694767,1.35591798407347,0.0043642643924642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,31,-0.522359520359887,0.107042027724207,-0.27951662659948,-0.157270408095774,-0.229136384915569,0.156743313884567,0.249581024869244,0.00630541802248843,-0.170905306027066,-0.134632173088296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,31,-0.0193845079458823,0.055177193684725,-0.504173717703773,0.0728775299657061,-0.00488594450668689,0.24066160788867,-0.114742998604596,0.0115311223748519,-1.5321552098298,0.0226734359933578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,32,-0.574562013912119,0.108363906178063,-0.109486010167918,0.314555608333595,0.0374047103454309,-0.020017269496821,0.216280772009974,-0.0101406650631176,3.94113777107835,0.142195046588781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,32,-0.397609766102648,-0.0380954034451498,-0.511547670740258,-0.136716771932394,0.250396738785569,0.142283659344901,-0.142044816124297,-0.0195776262757337,4.45603023554057,0.0891033542588813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,32,0.147094651968612,-0.0264650765710619,-1.04222482638049,0.192670863340571,-0.752506631944355,0.115481979364252,-0.063708903146523,0.0209943017350979,0.225001464052085,0.0935207224816931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,33,0.605684086013139,0.12512706687995,-0.432358164538806,-0.0158094329464887,0.0811662581565882,-0.0713779761122812,0.0548422121940728,-0.0115930170136923,2.96312220272726,-0.0311869599646812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,33,0.508681412773709,0.0242565830649019,-0.183350373385441,-0.0235360409422961,1.36160582702119,-0.0366063324342508,-0.163848717767952,0.0122943986303758,1.98754965444786,0.0516837859938173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,33,-1.00815002013421,0.241936929896642,0.147744902831189,-0.0484021926941658,-0.0452061409178715,-0.154605754729724,-0.1681224071657,0.0244482221255689,-0.459061877296577,0.0353281379647512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,34,-0.638723497214382,-0.000715996204459821,1.72459511210677,0.0504090150878209,-2.51376357735546,-0.10753598089825,0.0714165499405111,-0.0575841340151652,-0.635634412220853,-0.170274070382831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,34,0.11932626852582,0.00802351190003875,1.63176486742769,0.178098466318629,1.23019562941713,0.0152976074085354,-0.141099900297553,0.028157075623992,-2.06146107445124,0.108232957124875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,34,-0.533864944118284,0.0471887596723847,1.81495527479463,0.0434793083774943,1.32715718446874,-0.0694138796562934,-0.152430023935157,0.0187210328168533,-1.09068088622047,0.0220785074672726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,35,-0.0962229703548934,0.0522533720036102,0.990784819351092,0.174652260452707,-0.188225425972366,-0.0867976313974139,-0.252191748136491,-0.0288124380698499,1.69904396438665,-0.0442443078552399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,35,1.35779151733271,-0.0304162466884823,1.33563234506395,0.177186012821847,0.723282506889737,-0.13055830446799,-0.148207828532647,-0.019478023842021,0.419311287762582,0.104059834329009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,35,-1.29220807298702,0.0329024617416139,0.880915313133594,0.195037166666257,-0.298500180451785,0.144871989003503,-0.291160929750083,-0.0119635338512229,0.777425612428459,0.0849160668772078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,36,0.0779120414897996,0.081662313890796,0.833403435247236,0.412513144796785,-2.61703265331683,0.0468221939114308,-0.0791094685563536,-0.0162689337657909,2.60013723413645,-0.114924319800216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,36,-0.559683800314525,0.101194495735086,0.471230644611047,0.42795378147882,-1.07357784995223,-0.0579347939404788,-0.1655429706011,0.020263356727329,-0.334681463356333,-0.0403099834864943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,36,0.815995315166492,0.01982022129076,0.819328593542484,0.419797733351216,-2.36198673296495,0.0322783332884354,-0.0393327842709441,-0.0236971960745137,-1.61790152924836,0.0373410986224207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,37,0.102045748672051,-0.00286851295043251,-1.05114799574965,0.210151785722675,0.122249165063638,0.0640961180647453,-0.118602622260923,-0.00430739993439544,3.38481280860088,-0.0974878290237149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,37,-0.19041331851897,0.0708441240038428,-1.05717348633868,0.194974405430316,-0.574175252615199,0.054012734983674,-0.161946845003067,-0.00125125289687807,2.37680731147036,0.0157936261008965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,37,0.654056415938255,-0.0567176174307798,-1.67050308599212,0.243773778202235,-1.35314188286391,0.132278869362358,0.117885694749686,-0.0096235077607684,2.57077013734384,0.0560562634538195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
