rep,id,b02,b12,b03,b13,b05,b15,p1,g1,p2,g2,alpha12,alpha13,alpha15,alpha22,alpha23,alpha25,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha22,eta_alpha23,eta_alpha25
1,1,7.38466730627484,-0.00788938379081707,4.46211721485458,-0.105338043434752,7.77653306437919,-0.131633272126115,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,-0.0119077323663115,-0.0110044840036806,0.229042334049746,0.0699906566850466,0.746153467052637,-0.0788552184131447,0,0,0,0,0,0,0,0,0,0
2,1,7.37797202836803,-0.0019761604560368,4.59539653867548,-0.136370431357702,6.80768405064402,-0.0360219986238162,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,-0.0186030102731287,-0.00509126066890034,0.362321657870653,0.038958268762096,-0.222695546682536,0.0167560550891545,0,0,0,0,0,0,0,0,0,0
3,1,7.35849331999758,0.00504381108881484,4.50533843274298,-0.140657933850163,6.70118695796655,-0.116030565014158,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,-0.0380817186435722,0.00192871087595131,0.272263551938152,0.034670766269635,-0.329192639360008,-0.0632525113011868,0,0,0,0,0,0,0,0,0,0
1,2,7.43996109314139,-0.00118682060855033,4.46538257165604,-0.0968193233725769,7.69444622927199,-0.134656607160796,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.0433860545002327,-0.00430192082141387,0.232307690851206,0.0785093767472215,0.664066631945433,-0.081878553447825,0,0,0,0,0,0,0,0,0,0
2,2,7.40430609804191,0.00540998441204072,3.88423616778468,0.0919848091989709,7.60163713303968,-0.0357967769519269,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.00773105940075691,0.00229488419917719,-0.348838713020151,0.267313509318769,0.57125753571312,0.0169812767610438,0,0,0,0,0,0,0,0,0,0
3,2,7.46757725953983,0.000540690093980228,4.12003185968935,0.00827057115396155,7.29121546720449,-0.00264686522341329,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.0710022208986762,-0.00257441011888331,-0.113043021115477,0.18359927127376,0.260835869877935,0.0501311884895575,0,0,0,0,0,0,0,0,0,0
1,3,7.36617233734811,0.0037467612954706,4.12584043712912,-0.143844046114833,6.73666520006117,0.049430683499603,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,-0.0304027012930472,0.00063166108260706,-0.107234443675714,0.0314846540049655,-0.293714397265389,0.102208737212574,0,0,0,0,0,0,0,0,0,0
2,3,7.42014323424543,0.00618108314982707,3.22358936248952,0.128395506326624,7.47284932577023,0.0260169978106879,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.0235681956042768,0.00306598293696354,-1.00948551831531,0.303724206446423,0.442469728443671,0.0787950515236586,0,0,0,0,0,0,0,0,0,0
3,3,7.41821909494635,0.00439355681518832,3.84810657954265,-0.21262319092229,7.19153672583405,-0.0516100564983632,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.0216440563051981,0.00127845660232479,-0.384968301262183,-0.037294490802492,0.161157128507496,0.0011679972146076,0,0,0,0,0,0,0,0,0,0
1,4,7.44383054280621,0.0101131415369244,4.22423670589065,-0.281103813856601,7.90300223101657,-0.0226659167946216,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657,0.0472555041650526,0.00699804132406089,-0.00883817491417815,-0.105775113736803,0.87262263369001,0.0301121369183491,0,0,0,0,0,0,0,0,0,0
