parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,26.5582806355281,0.202946278097281,0.764154430335342,
b1_pop,0.192660900016208,0.0268837036102346,13.9538970325442,
h1_pop,0.00119097508150666,0.000473523182389071,39.7592854579319,
h2_pop,0.10744494584169,0.0133618688761177,12.4360143433876,
alpha1_pop,-0.110937975776709,0.0480259668685438,43.2908267275476,
alpha2_pop,0.011430081610467,0.0235165018944264,205.742204612882,
hcov1_pop,0,,,
beta_hcov1_score4C,0.234543525258232,0.0438627664511687,18.7013333251796,8.93192164674872e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.127637104025976,0.0192688278928746,15.0965724582352,3.49558160195329e-11
omega_b0,2.67049587482587,0.16497770695616,6.17779299010966,
omega_b1,0.206813953114761,0.0245928302971711,11.8912819598417,
e_a,2.34273616087275,0.472878352605495,20.1848744431098,
e_b,0.0194799735964953,0.0171483784097352,88.0308093067456,
