b02_pop,1,-0.40779,-0.0022993,0.011094,-0.013189,0.025552,0.0060386,-0.0034316,-0.16941,0.20469,0.010977,0.026962,-0.035621,-0.033205,3.1197e-05,-2.424e-05,-0.024946,0.15154,0.089975,-5.8017e-05,-3.8238e-05,-0.11534,-0.036871,-0.010968,0.10056,0.15441,-0.00095495,-0.00028719,0.003754,-0.00195,-0.006773,0.0010666,nan,-0.027029,-0.21662,-0.0030853,6.1425e-05,-0.0015835,0.04975
b12_pop,-0.40779,1,0.0045911,-0.039604,0.019746,-0.034052,0.016859,-0.013585,0.15703,-0.32602,-0.051087,0.20138,0.070131,0.042164,2.1669e-05,-3.1483e-05,0.020185,0.080214,-0.014373,-0.0010882,0.0004703,0.21173,0.052723,0.028838,-0.14065,-0.24818,-0.00014898,-0.011129,0.014145,-0.0022986,0.016895,-0.009314,nan,-0.073038,0.13129,0.000784,-0.0027567,-0.0023968,-0.044552
b03_pop,-0.0022993,0.0045911,1,-0.15007,0.0011732,-0.00088526,0.00037607,0.00035276,-0.0050519,0.012726,-0.0019989,0.0047711,-0.0005365,-0.00095557,-3.0832e-05,-8.6536e-05,-0.010475,-0.0030979,-0.0051656,1.7804e-05,8.7171e-07,0.0014113,-0.0013848,-0.003161,0.0038654,-8.6087e-05,-0.020142,0.04231,-0.0040945,0.00093698,2.688e-05,0.00091503,nan,0.01777,0.00013033,-0.0077753,0.00057511,-0.00073062,-0.0037179
b13_pop,0.011094,-0.039604,-0.15007,1,-0.001352,0.00096617,-9.9856e-05,-0.0026352,0.0068775,-0.040248,-0.025312,0.0091573,0.0043921,0.026958,-1.5769e-05,0.0001286,0.026586,0.026246,0.078354,-0.0004617,0.00012402,0.017483,0.024418,0.02348,0.00016207,0.0048036,0.0086102,-0.094302,0.0034301,-0.0077584,-0.0082565,0.0013881,nan,-0.001241,-0.0070946,0.019085,0.0013742,0.002238,-0.0044991
b04_pop,-0.013189,0.019746,0.0011732,-0.001352,1,-0.42786,0.0083883,-0.012326,0.00022283,0.0019806,-0.020247,0.011431,0.026675,0.014394,-5.4076e-05,-0.00017521,-0.0096394,-0.019477,-0.0047364,-6.729e-05,3.8788e-05,0.02316,0.018525,-0.00053123,-0.006153,-0.033667,0.00096837,-0.0036648,-0.0383,0.056897,-0.0023771,7.804e-05,nan,0.028531,0.014498,0.00094543,0.0047121,0.002311,-0.013637
b14_pop,0.025552,-0.034052,-0.00088526,0.00096617,-0.42786,1,0.026061,-0.036323,-0.013816,0.011309,0.03086,-0.023545,-0.032637,-0.021009,2.7179e-05,0.00018674,0.013615,0.019614,0.0026728,0.00015592,-8.0866e-05,-0.040068,-0.027743,0.0013068,0.0063927,0.033507,-0.005109,0.0040212,-0.0093954,-0.17302,0.0039599,0.014092,nan,-0.044505,-0.017618,0.0011914,0.047039,-0.0075042,0.022932
b05_pop,0.0060386,0.016859,0.00037607,-9.9856e-05,0.0083883,0.026061,1,-0.56175,-0.02149,0.004521,0.077529,-0.027627,-0.049772,-0.069413,0.00028608,0.00038396,0.00045156,0.033132,0.017528,0.0001532,-8.7839e-05,-0.05673,-0.064803,0.0027339,-0.0042353,0.049161,-0.0018936,0.0017352,0.0072218,-0.0217,0.055668,-0.034104,nan,-0.13508,-0.015384,-0.00036278,0.0044706,-0.17639,0.041652
b15_pop,-0.0034316,-0.013585,0.00035276,-0.0026352,-0.012326,-0.036323,-0.56175,1,0.040886,-0.042247,-0.093264,0.035453,0.061457,0.082833,-0.00036737,-0.00053793,-0.0097018,-0.03816,-0.021331,-0.00018602,0.00011143,0.068506,0.077601,-0.005603,0.0010907,-0.05389,0.0045232,0.0004224,-0.012141,0.068626,-0.093412,0.029948,nan,0.17494,0.018775,0.00010707,-0.011599,0.028314,-0.053349
b06_pop,-0.16941,0.15703,-0.0050519,0.0068775,0.00022283,-0.013816,-0.02149,0.040886,1,-0.31555,-0.15798,0.31461,0.1131,0.077092,-0.00098634,-0.0015607,-0.073357,-0.042706,0.10752,-0.0017343,0.00080103,0.25085,0.047889,-0.019265,-0.030076,-0.079686,0.0015808,-0.0034439,-0.021666,0.0048961,-0.015951,0.03384,nan,0.16774,0.062072,0.0015885,0.0038551,-0.0015108,-0.12584
b16_pop,0.20469,-0.32602,0.012726,-0.040248,0.0019806,0.011309,0.004521,-0.042247,-0.31555,1,-0.12514,0.026204,-0.039105,0.06065,0.0015824,0.0026441,0.19989,0.11885,-0.074909,0.00025885,-0.00014852,-0.020315,0.11415,0.036264,0.078548,-0.001493,0.000903,-0.0073394,0.0063241,-0.034445,0.044123,-0.02721,nan,-0.13399,-0.078015,-0.0030809,0.0039592,-0.0050813,0.085795
h1_pop,0.010977,-0.051087,-0.0019989,-0.025312,-0.020247,0.03086,0.077529,-0.093264,-0.15798,-0.12514,1,-0.3375,-0.58322,-0.69931,-0.0029388,-0.0034392,-0.40958,-0.0068329,-0.045769,0.0023227,-0.001042,-0.43666,-0.9275,-0.0008612,-0.0098679,0.12631,-0.0089678,0.0011274,0.084163,-0.0008767,0.046646,-0.054761,nan,-0.56004,-0.056039,-0.0057179,-0.013367,-0.0074635,0.21379
h2_pop,0.026962,0.20138,0.0047711,0.0091573,0.011431,-0.023545,-0.027627,0.035453,0.31461,0.026204,-0.3375,1,0.12796,0.20688,0.0011131,0.00043287,-0.03585,0.36555,0.31719,-0.0051394,0.0028821,0.69527,0.30119,-0.49863,0.027776,-0.14376,0.0086043,-0.022751,-0.038239,-0.02243,-0.016398,0.041351,nan,0.24714,-0.0012144,0.0029415,0.010414,-0.0015284,-0.19757
alpha12_pop,-0.035621,0.070131,-0.0005365,0.0043921,0.026675,-0.032637,-0.049772,0.061457,0.1131,-0.039105,-0.58322,0.12796,1,0.4843,-0.0042182,-0.0053629,0.15398,-0.32066,-0.04186,-0.00089293,0.00043618,0.29149,0.41006,0.044934,-0.050079,-0.24495,-0.0023269,0.0078039,-0.038283,-0.0032342,-0.0093324,0.046185,nan,0.38236,0.19401,0.0043628,0.0048064,-0.00022681,-0.1865
alpha13_pop,-0.033205,0.042164,-0.00095557,0.026958,0.014394,-0.021009,-0.069413,0.082833,0.077092,0.06065,-0.69931,0.20688,0.4843,1,-0.0092069,-0.0076641,0.29871,-0.035213,-0.10852,-0.00114,0.00055806,0.34688,0.57857,0.022615,-0.0073576,-0.10721,0.0041399,-0.014321,-0.077763,0.013921,-0.02957,0.033465,nan,0.51398,0.066201,0.012602,0.0097225,0.0068647,-0.18309
alpha14_pop,3.1197e-05,2.1669e-05,-3.0832e-05,-1.5769e-05,-5.4076e-05,2.7179e-05,0.00028608,-0.00036737,-0.00098634,0.0015824,-0.0029388,0.0011131,-0.0042182,-0.0092069,1,0.75886,0.0024274,0.0026299,0.0029745,-0.0004024,0.00053837,-0.00096953,0.0067197,-0.0014993,-0.00012386,0.0010275,4.9677e-05,0.000235,0.00026469,-0.00018918,-0.00023327,-1.0018e-05,nan,-0.0025231,-0.0010271,-0.00015902,3.4419e-07,1.92e-05,0.001057
alpha15_pop,-2.424e-05,-3.1483e-05,-8.6536e-05,0.0001286,-0.00017521,0.00018674,0.00038396,-0.00053793,-0.0015607,0.0026441,-0.0034392,0.00043287,-0.0053629,-0.0076641,0.75886,1,0.0075433,0.0039668,0.0029715,-0.00033416,0.00047704,-0.0020614,0.0066995,-0.00097175,-0.00036403,0.0020985,6.2301e-06,0.00024751,0.00033436,-0.00019552,-0.00018281,-0.00012765,nan,-0.0036506,-0.0017577,-0.00015415,-2.9654e-06,2.2578e-05,0.0017468
alpha16_pop,-0.024946,0.020185,-0.010475,0.026586,-0.0096394,0.013615,0.00045156,-0.0097018,-0.073357,0.19989,-0.40958,-0.03585,0.15398,0.29871,0.0024274,0.0075433,1,0.1447,0.04055,-9.4301e-06,-0.00017123,-0.075347,0.32494,0.078365,-0.065283,0.096009,-0.0074781,0.0099831,-0.00093083,-0.006018,-0.0007553,0.00098298,nan,-0.068242,-0.061427,-0.00035281,0.0017425,0.00089215,0.056008
alpha22_pop,0.15154,0.080214,-0.0030979,0.026246,-0.019477,0.019614,0.033132,-0.03816,-0.042706,0.11885,-0.0068329,0.36555,-0.32066,-0.035213,0.0026299,0.0039668,0.1447,1,0.47605,-0.0044644,0.0014097,0.26657,0.034561,0.097628,0.17352,0.22531,0.0064952,-0.024437,0.00025305,-0.032303,-0.00070615,-0.023788,nan,-0.16944,-0.26315,-0.002174,0.0082469,-0.00069269,0.05147
alpha23_pop,0.089975,-0.014373,-0.0051656,0.078354,-0.0047364,0.0026728,0.017528,-0.021331,0.10752,-0.074909,-0.045769,0.31719,-0.04186,-0.10852,0.0029745,0.0029715,0.04055,0.47605,1,-0.006642,0.0020761,0.35082,0.035219,0.18694,0.077876,0.036543,-0.0012469,-0.031075,-0.0024291,-0.035192,-0.011226,0.014668,nan,-0.044024,-0.10754,-0.00084171,0.0078816,-0.00078433,-0.070619
alpha24_pop,-5.8017e-05,-0.0010882,1.7804e-05,-0.0004617,-6.729e-05,0.00015592,0.0001532,-0.00018602,-0.0017343,0.00025885,0.0023227,-0.0051394,-0.00089293,-0.00114,-0.0004024,-0.00033416,-9.4301e-06,-0.0044644,-0.006642,1,-0.29285,-0.0065913,-0.0019306,-0.0013849,-0.0008225,0.00057344,-6.6191e-05,0.00027348,0.00033503,0.00032483,0.00019233,-0.0003479,nan,-0.0017858,0.00046575,-2.1571e-05,-0.00012048,-2.869e-06,0.0018552
alpha25_pop,-3.8238e-05,0.0004703,8.7171e-07,0.00012402,3.8788e-05,-8.0866e-05,-8.7839e-05,0.00011143,0.00080103,-0.00014852,-0.001042,0.0028821,0.00043618,0.00055806,0.00053837,0.00047704,-0.00017123,0.0014097,0.0020761,-0.29285,1,0.002689,0.00095858,-0.00099647,0.00022246,-0.00041031,3.1597e-05,-9.7941e-05,-0.0001478,-0.00010428,-8.7478e-05,0.00016969,nan,0.00091275,-2.624e-05,1.0366e-05,4.4427e-05,-2.8114e-07,-0.00080935
alpha26_pop,-0.11534,0.21173,0.0014113,0.017483,0.02316,-0.040068,-0.05673,0.068506,0.25085,-0.020315,-0.43666,0.69527,0.29149,0.34688,-0.00096953,-0.0020614,-0.075347,0.26657,0.35082,-0.0065913,0.002689,1,0.36604,0.056728,0.065479,-0.20086,0.0142,-0.022608,-0.069358,-0.027943,-0.031585,0.065417,nan,0.46185,0.063993,0.0058251,0.016254,0.0019184,-0.33867
beta_hcov1_score4C,-0.036871,0.052723,-0.0013848,0.024418,0.018525,-0.027743,-0.064803,0.077601,0.047889,0.11415,-0.9275,0.30119,0.41006,0.57857,0.0067197,0.0066995,0.32494,0.034561,0.035219,-0.0019306,0.00095858,0.36604,1,-0.0656,-0.014677,-0.11082,0.0076894,-0.0025336,-0.072801,0.0046123,-0.045471,0.042049,nan,0.47228,0.054182,0.0055231,0.010636,0.008087,-0.17128
beta_hcov2_score4C,-0.010968,0.028838,-0.003161,0.02348,-0.00053123,0.0013068,0.0027339,-0.005603,-0.019265,0.036264,-0.0008612,-0.49863,0.044934,0.022615,-0.0014993,-0.00097175,0.078365,0.097628,0.18694,-0.0013849,-0.00099647,0.056728,-0.0656,1,0.04302,0.045288,-0.0016281,-0.0030421,-0.0018488,-0.0096073,0.0066036,-0.0086707,nan,-0.028046,-0.044255,0.00010972,0.0024941,0.00026851,-0.007508
omega_b02,0.10056,-0.14065,0.0038654,0.00016207,-0.006153,0.0063927,-0.0042353,0.0010907,-0.030076,0.078548,-0.0098679,0.027776,-0.050079,-0.0073576,-0.00012386,-0.00036403,-0.065283,0.17352,0.077876,-0.0008225,0.00022246,0.065479,-0.014677,0.04302,1,0.11249,-0.0021428,-0.0022425,-0.014463,-0.0089476,-0.0040158,-0.010035,nan,0.028482,-0.2478,0.0018621,0.0053479,0.0028639,-0.021629
omega_b12,0.15441,-0.24818,-8.6087e-05,0.0048036,-0.033667,0.033507,0.049161,-0.05389,-0.079686,-0.001493,0.12631,-0.14376,-0.24495,-0.10721,0.0010275,0.0020985,0.096009,0.22531,0.036543,0.00057344,-0.00041031,-0.20086,-0.11082,0.045288,0.11249,1,0.0056725,0.0079175,0.032678,0.011071,0.0086285,-0.042521,nan,-0.2985,-0.26184,-0.0089581,-0.0011934,-0.00071528,0.11553
omega_b03,-0.00095495,-0.00014898,-0.020142,0.0086102,0.00096837,-0.005109,-0.0018936,0.0045232,0.0015808,0.000903,-0.0089678,0.0086043,-0.0023269,0.0041399,4.9677e-05,6.2301e-06,-0.0074781,0.0064952,-0.0012469,-6.6191e-05,3.1597e-05,0.0142,0.0076894,-0.0016281,-0.0021428,0.0056725,1,-0.034081,-0.0023762,0.0026111,-0.0058978,0.0036842,nan,0.021669,-0.0018656,-0.076437,-0.00062616,0.0013794,-0.0067625
omega_b13,-0.00028719,-0.011129,0.04231,-0.094302,-0.0036648,0.0040212,0.0017352,0.0004224,-0.0034439,-0.0073394,0.0011274,-0.022751,0.0078039,-0.014321,0.000235,0.00024751,0.0099831,-0.024437,-0.031075,0.00027348,-9.7941e-05,-0.022608,-0.0025336,-0.0030421,-0.0022425,0.0079175,-0.034081,1,0.0016751,-0.0021063,-0.002509,0.0030525,nan,-0.0079632,0.0031736,-0.042036,0.00074548,-3.8214e-05,0.0052054
