b02_pop,0.010846,-0.00061003,-1.4472e-05,1.4687e-05,-0.00022401,5.6159e-05,2.4466e-05,-1.6873e-06,-0.0050306,0.00048433,1.9329e-07,3.8699e-05,-0.0014442,-0.00059814,1.7941e-11,-4.2239e-11,-0.00051916,0.0023784,0.00049829,-1.7393e-13,-1.1157e-12,-0.00085301,-0.00043246,-3.1112e-05,0.00093542,0.00026503,-4.7407e-06,-2.9014e-07,4.6039e-05,-4.1166e-06,-2.9209e-05,4.7616e-07,nan,-0.0001672,-0.00016996,-4.0634e-06,2.6687e-07,-6.751e-07,0.00059409
b12_pop,-0.00061003,0.00020633,3.9857e-06,-7.2314e-06,4.6257e-05,-1.0323e-05,9.4215e-06,-9.213e-07,0.00064316,-0.0001064,-1.2408e-07,3.9867e-05,0.00039218,0.00010476,1.7188e-12,-7.5669e-12,5.794e-05,0.00017365,-1.0978e-05,-4.4999e-13,1.8927e-12,0.00021598,8.5295e-05,1.1283e-05,-0.00018045,-5.8755e-05,-1.0201e-07,-1.5508e-06,2.3927e-05,-6.6932e-07,1.005e-05,-5.7349e-07,nan,-6.2318e-05,1.4208e-05,1.4241e-07,-1.652e-06,-1.4094e-07,-7.3381e-05
b03_pop,-1.4472e-05,3.9857e-06,0.0036526,-0.00011529,1.1564e-05,-1.1291e-06,8.8424e-07,1.0066e-07,-8.7058e-05,1.7475e-05,-2.0426e-08,3.9741e-06,-1.2623e-05,-9.9891e-06,-1.029e-11,-8.7509e-11,-0.0001265,-2.8216e-05,-1.6601e-05,3.0975e-14,1.476e-14,6.0572e-06,-9.4258e-06,-5.2037e-06,2.0866e-05,-8.5749e-08,-5.8027e-05,2.4805e-05,-2.9141e-05,1.1479e-06,6.7272e-08,2.3705e-07,nan,6.3792e-05,5.9342e-08,-5.9426e-06,1.45e-06,-1.8077e-07,-2.5764e-05
b13_pop,1.4687e-05,-7.2314e-06,-0.00011529,0.00016159,-2.8029e-06,2.5919e-07,-4.9383e-08,-1.5815e-07,2.4928e-05,-1.1624e-05,-5.4402e-08,1.6043e-06,2.1735e-05,5.9273e-05,-1.1069e-12,2.7352e-11,6.7534e-05,5.0281e-05,5.2965e-05,-1.6895e-13,4.4167e-13,1.5783e-05,3.4957e-05,8.1299e-06,1.8401e-07,1.0064e-06,5.2173e-06,-1.1628e-05,5.1347e-06,-1.9992e-06,-4.3462e-06,7.5635e-08,nan,-9.3704e-07,-6.7942e-07,3.068e-06,7.2877e-07,1.1646e-07,-6.5577e-06
b04_pop,-0.00022401,4.6257e-05,1.1564e-05,-2.8029e-06,0.026597,-0.0014725,5.3221e-05,-9.4904e-06,1.0362e-05,7.3387e-06,-5.583e-07,2.5694e-05,0.0016936,0.00040603,-4.8699e-11,-4.781e-10,-0.00031415,-0.0004787,-4.1075e-05,-3.1591e-13,1.7722e-12,0.00026823,0.00034025,-2.3598e-06,-8.9625e-05,-9.0492e-05,7.528e-06,-5.7976e-06,-0.00073555,0.0001881,-1.6053e-05,5.4555e-08,nan,0.00027638,1.7812e-05,1.9498e-06,3.2059e-05,1.5429e-06,-0.00025502
b14_pop,5.6159e-05,-1.0323e-05,-1.1291e-06,2.5919e-07,-0.0014725,0.00044536,2.1397e-05,-3.6191e-06,-8.3135e-05,5.4223e-06,1.1011e-07,-6.8481e-06,-0.00026813,-7.6689e-05,3.1674e-12,6.5939e-11,5.7419e-05,6.238e-05,2.9995e-06,9.4722e-14,-4.7812e-13,-6.0049e-05,-6.5939e-05,7.5121e-07,1.205e-05,1.1654e-05,-5.1394e-06,8.2321e-07,-2.3349e-05,-7.4016e-05,3.4606e-06,1.2748e-06,nan,-5.5787e-05,-2.8011e-06,3.1795e-07,4.1413e-05,-6.4832e-07,5.5491e-05
b05_pop,2.4466e-05,9.4215e-06,8.8424e-07,-4.9383e-08,5.3221e-05,2.1397e-05,0.0015136,-0.00010318,-0.0002384,3.9962e-06,5.0998e-07,-1.4813e-05,-0.00075383,-0.00046709,6.1462e-11,2.4994e-10,3.5106e-06,0.00019426,3.6263e-05,1.7157e-13,-9.5743e-13,-0.00015673,-0.00028394,2.8971e-06,-1.4717e-05,3.1522e-05,-3.5117e-06,6.5485e-07,3.3086e-05,-1.7114e-05,8.9684e-05,-5.6873e-06,nan,-0.00031215,-4.5089e-06,-1.7849e-07,7.2559e-06,-2.8094e-05,0.00018581
b15_pop,-1.6873e-06,-9.213e-07,1.0066e-07,-1.5815e-07,-9.4904e-06,-3.6191e-06,-0.00010318,2.2291e-05,5.5042e-05,-4.5317e-06,-7.445e-08,2.3069e-06,0.00011296,6.7644e-05,-9.578e-12,-4.2495e-11,-9.1534e-06,-2.7152e-05,-5.3556e-06,-2.5282e-14,1.4739e-13,2.2969e-05,4.1263e-05,-7.2055e-07,4.5994e-07,-4.1933e-06,1.018e-06,1.9346e-08,-6.75e-06,6.5679e-06,-1.8263e-05,6.0609e-07,nan,4.906e-05,6.6781e-07,6.393e-09,-2.2846e-06,5.4726e-07,-2.8882e-05
b06_pop,-0.0050306,0.00064316,-8.7058e-05,2.4928e-05,1.0362e-05,-8.3135e-05,-0.0002384,5.5042e-05,0.081303,-0.0020442,-7.6161e-06,0.0012364,0.012554,0.0038021,-1.5531e-09,-7.4459e-09,-0.0041799,-0.0018352,0.0016304,-1.4236e-11,6.3991e-11,0.0050794,0.0015379,-0.00014963,-0.00076597,-0.00037448,2.1486e-05,-9.5258e-06,-0.00072751,2.83e-05,-0.00018834,4.136e-05,nan,0.0028409,0.00013334,5.7278e-06,4.5858e-05,-1.7635e-06,-0.0041144
b16_pop,0.00048433,-0.0001064,1.7475e-05,-1.1624e-05,7.3387e-06,5.4223e-06,3.9962e-06,-4.5317e-06,-0.0020442,0.0005162,-4.8071e-07,8.2053e-06,-0.00034588,0.00023834,1.9853e-10,1.0052e-09,0.00090753,0.00040694,-9.0503e-05,1.693e-13,-9.4538e-13,-3.2777e-05,0.00029209,2.2443e-05,0.0001594,-5.5907e-07,9.7796e-07,-1.6176e-06,1.692e-05,-1.5864e-05,4.1513e-05,-2.65e-06,nan,-0.00018082,-1.3354e-05,-8.8521e-07,3.7526e-06,-4.7261e-07,0.00022351
