rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23,eta_hcov1,eta_hcov2,score4C
1,51,0.409498040895617,-0.0946988073595793,0.573863610512663,0.0933219226209022,0,0,0,0,0,0,0,0,4
2,51,0.4993131701592,-0.200383566647247,-2.24861601380328,-0.066745948961664,0,0,0,0,0,0,0,0,4
3,51,-0.370421061836983,-0.417507062784128,-1.07752832595224,0.0075649778429293,0,0,0,0,0,0,0,0,4
1,52,-1.14812554047075,-0.0270440365442977,-1.65403285883903,-0.0216798121632813,0,0,0,0,0,0,0,0,7
2,52,-0.605650484246437,0.0141845422071311,-2.07954084861761,-0.0256702547417147,0,0,0,0,0,0,0,0,7
3,52,-0.984770870896555,-0.00030479911405154,0.905036689898504,-0.00177926230998787,0,0,0,0,0,0,0,0,7
1,53,0.372057957786653,-0.177558792647568,2.0960608304997,0.0517398143832797,0,0,0,0,0,0,0,0,3
2,53,0.635059053114217,-0.159644391720999,1.95140055664316,0.0446971164157356,0,0,0,0,0,0,0,0,3
3,53,0.6639201063196,-0.16647354262264,2.76383069264922,0.00122954825479171,0,0,0,0,0,0,0,0,3
1,54,0.0412649528062996,0.128255871374017,-1.29779853548663,-0.0239042189528699,0,0,0,0,0,0,0,0,3
2,54,0.164906665830872,0.0833558795931891,0.0930392176177586,0.0617260128645597,0,0,0,0,0,0,0,0,3
3,54,-0.822942585211585,-0.15681191657358,-1.87508099614127,-0.0897905193600091,0,0,0,0,0,0,0,0,3
1,55,0.344129082415593,0.0340919149544982,-1.3749833176107,0.0520006661864572,0,0,0,0,0,0,0,0,10
2,55,-0.470865923389318,0.103295076007124,-0.493872673687289,0.0609229362503187,0,0,0,0,0,0,0,0,10
3,55,0.127920275624075,0.0410986833613589,-0.985819257943625,0.0163928766813707,0,0,0,0,0,0,0,0,10
1,56,-1.54374231672109,0.0369862349495269,-0.326204449575453,-0.0532800960924446,0,0,0,0,0,0,0,0,1
2,56,-0.956158494924322,-0.0915520890199267,-0.245601966818141,0.010778272504214,0,0,0,0,0,0,0,0,1
3,56,-0.92612155798732,-0.132595705058366,-1.10501441162218,0.0535524871143931,0,0,0,0,0,0,0,0,1
1,57,0.0530856736410836,-0.161714925381513,-1.81493016518327,0.0578830726255796,0,0,0,0,0,0,0,0,8
2,57,0.309951936937419,-0.227598835032812,-1.84580734927566,-0.0445468348129298,0,0,0,0,0,0,0,0,8
3,57,0.265458140288844,-0.086968855065795,-0.541597217463653,-0.13350241079504,0,0,0,0,0,0,0,0,8
1,58,0.359377696292532,-0.171955874132007,-0.535786426484588,0.0459248519306605,0,0,0,0,0,0,0,0,6
2,58,0.400249030536317,-0.0161775212102459,-0.936883334856923,0.0803403037799122,0,0,0,0,0,0,0,0,6
3,58,1.27426494495438,-0.32401364252383,-0.194577993940078,-0.0901769727255042,0,0,0,0,0,0,0,0,6
1,59,-0.985713413221664,0.0678586454405965,-0.315073007043662,-0.0181093416652708,0,0,0,0,0,0,0,0,1
2,59,-1.01447141277631,0.0464882779007625,0.121799451437422,0.0092886698963919,0,0,0,0,0,0,0,0,1
3,59,-1.16675935223786,0.0219104378856745,0.382801478276453,0.0454271906906425,0,0,0,0,0,0,0,0,1
1,60,-0.567265602267494,-0.0101016403445331,0.136514895914608,-0.0419627176839291,0,0,0,0,0,0,0,0,7
2,60,0.41635968207816,-0.115273090304023,-0.643027238309667,-0.0495499383471929,0,0,0,0,0,0,0,0,7
3,60,-0.167990033560729,-0.0459701930905877,-0.197544716626699,0.0534506025460377,0,0,0,0,0,0,0,0,7
1,61,-0.971688880841323,0.270170114256026,-0.79271598317089,-0.0645763411012736,0,0,0,0,0,0,0,0,8
2,61,-1.86723504614848,-0.161112215489043,-1.26831147023653,-0.00253604483915771,0,0,0,0,0,0,0,0,8
3,61,-1.88983768846877,-0.0436627334580054,-1.52458011493004,-0.0664408640365545,0,0,0,0,0,0,0,0,8
1,62,1.18657924979568,0.116824644673627,1.32077170143402,0.16761327318858,0,0,0,0,0,0,0,0,11
2,62,0.907669176423695,0.272009586294277,3.29230056857848,0.00436188522185168,0,0,0,0,0,0,0,0,11
3,62,0.692594266046211,0.148856522064114,1.3395984634734,-0.111415945316449,0,0,0,0,0,0,0,0,11
1,63,-0.684060467293662,-0.138885033643517,1.3462399624691,-0.0293768529343474,0,0,0,0,0,0,0,0,10
2,63,0.256655962519559,-0.178025931886201,-2.3279597136934,-0.01537756649998,0,0,0,0,0,0,0,0,10
3,63,0.400527082496536,-0.0857573592641636,-1.51273199032971,0.0354330144877052,0,0,0,0,0,0,0,0,10
1,64,0.248555240930582,0.050600741471549,1.67312922446885,0.0850532077403082,0,0,0,0,0,0,0,0,11
2,64,0.673592655246153,-0.204924852746488,2.29888619741943,-0.00712622629750252,0,0,0,0,0,0,0,0,11
3,64,1.1200907470169,-0.0666179505193847,1.34520870075325,0.0180512154699306,0,0,0,0,0,0,0,0,11
1,65,2.68414548615968,-0.118054917784416,2.33462044407925,0.00844147392811469,0,0,0,0,0,0,0,0,8
2,65,2.24510132109116,-0.11902493469528,0.122578859836565,0.0575941277216489,0,0,0,0,0,0,0,0,8
3,65,2.35861067212269,-0.0790985756820668,0.178818229767532,-0.122203878291524,0,0,0,0,0,0,0,0,8
1,66,-0.130614870482695,-0.083133720349777,1.07355928990029,0.105262083034554,0,0,0,0,0,0,0,0,8
2,66,-0.00953702304457327,0.052598829291337,-0.425903978509985,0.0421880575265063,0,0,0,0,0,0,0,0,8
3,66,0.286816764499921,0.130386424710942,-2.07594799190342,0.0128883717642843,0,0,0,0,0,0,0,0,8
1,67,2.07206320707578,-0.0699105921203896,-0.143752187263242,-0.0436277824620897,0,0,0,0,0,0,0,0,6
2,67,2.47363732921422,-0.0840372419512819,-0.318123137852726,-0.039083439715886,0,0,0,0,0,0,0,0,6
3,67,2.43219709452622,-0.128062273720356,-1.38825954372669,-0.020760739974885,0,0,0,0,0,0,0,0,6
1,68,-0.20536615617205,0.110833728904911,0.0137749857506444,0.0134694321396453,0,0,0,0,0,0,0,0,5
2,68,-0.418860507008492,-0.266521132351453,0.266116528725413,0.023474295767627,0,0,0,0,0,0,0,0,5
3,68,1.15578939360957,0.0681793581369249,-0.916036624087447,-0.00771635246929687,0,0,0,0,0,0,0,0,5
1,69,0.186501305709113,-0.17257505030691,-0.322000212925,0.0712411682971021,0,0,0,0,0,0,0,0,2
2,69,-0.135863712543257,-0.0979867159751813,-0.19244690435111,0.0284047391205757,0,0,0,0,0,0,0,0,2
3,69,-0.0664626525196317,-0.131767817730545,-0.296960080295285,0.0271420620181274,0,0,0,0,0,0,0,0,2
1,70,0.62436090176178,-0.0661509137206651,-1.30348001036116,-0.00752474017210005,0,0,0,0,0,0,0,0,7
2,70,0.674762140973695,-0.03914846779791,-0.434767734439635,0.0246371382010551,0,0,0,0,0,0,0,0,7
3,70,0.896450256411701,-0.0610005249333676,0.188023889033418,0.0251348423774051,0,0,0,0,0,0,0,0,7
1,71,-0.515158384673239,-0.0382706867653313,-2.05538129841968,0.0433475302816551,0,0,0,0,0,0,0,0,7
2,71,-0.402025858110658,0.20013390719651,-1.24923618713761,0.00236519490939355,0,0,0,0,0,0,0,0,7
3,71,0.62388534434825,-0.0455837313216113,-1.4935616247406,-0.174469479345923,0,0,0,0,0,0,0,0,7
1,72,1.45249624478823,0.08676167118303,-0.817088537466805,0.0606543493951407,0,0,0,0,0,0,0,0,7
2,72,1.24911382653026,0.19504009657915,-1.19497022583207,-0.0679020382325064,0,0,0,0,0,0,0,0,7
3,72,1.05126959254213,0.282689157911526,0.773604936146407,-0.0856628881647259,0,0,0,0,0,0,0,0,7
1,73,-1.01543025488072,-0.132685326602162,1.61196505283168,-0.0810728046382927,0,0,0,0,0,0,0,0,7
2,73,-0.710574315334938,0.0918051163288159,1.77993472105045,-0.0386514627407771,0,0,0,0,0,0,0,0,7
3,73,-1.75420470381802,-0.00513951556206363,2.37917394361218,-0.0654188823716435,0,0,0,0,0,0,0,0,7
1,74,-0.0622386131102868,-0.173055286695905,-0.412982086235651,-0.0566769696564313,0,0,0,0,0,0,0,0,0
2,74,-0.81988263097554,0.15843062725351,-0.040597991961894,0.0149277592700936,0,0,0,0,0,0,0,0,0
3,74,-0.810527275951904,-0.120245832000082,-1.51236694756858,0.0227894353829693,0,0,0,0,0,0,0,0,0
1,75,-0.776030278500514,-0.075413709818316,1.63988259711095,-0.0546850545752868,0,0,0,0,0,0,0,0,3
2,75,-1.16472888926698,0.430744232453288,-0.346323855321198,-0.0272688890137478,0,0,0,0,0,0,0,0,3
3,75,-0.57826460079504,0.0357257387953557,1.3770051187858,-0.0592397596444864,0,0,0,0,0,0,0,0,3
1,76,-1.58520393055415,-0.0456782617675254,-1.40214624624733,0.0383632546675113,0,0,0,0,0,0,0,0,5
2,76,-1.54486056547039,0.0256730771807647,-0.889872846533558,-0.0169116557600633,0,0,0,0,0,0,0,0,5
3,76,-1.59425586903586,-0.0522908359994357,-2.81134323185664,0.0210861287453775,0,0,0,0,0,0,0,0,5
1,77,0.615463265576934,-0.156884656020929,0.214088222893576,0.0525299314276752,0,0,0,0,0,0,0,0,10
2,77,0.0135681893637329,-0.0871538268984357,0.6907430998662,-0.0351340532436695,0,0,0,0,0,0,0,0,10
3,77,0.14675346944426,-0.0946506920655686,0.489451044422363,-0.00234387280165431,0,0,0,0,0,0,0,0,10
1,78,0.242651870770066,-0.0912883750636702,-0.659228278492031,0.118234832149377,0,0,0,0,0,0,0,0,12
2,78,0.399979341573297,-0.0919744119413389,1.32735791323675,0.0143102767904763,0,0,0,0,0,0,0,0,12
3,78,0.353954049119902,-0.0917163799598566,-0.526593277294278,-0.0518382312127291,0,0,0,0,0,0,0,0,12
1,79,-1.15935444041687,0.259992613175356,0.13790332605339,-0.0540751352291621,0,0,0,0,0,0,0,0,5
2,79,-0.0778038961497911,0.155671986376161,-1.45846291187711,0.0218666348952762,0,0,0,0,0,0,0,0,5
3,79,-1.00150550819154,0.0224175258419138,-0.907041555050006,0.0521833929898716,0,0,0,0,0,0,0,0,5
1,80,0.0928897102110362,-0.132843529770775,0.198978710312091,-0.0998756233311124,0,0,0,0,0,0,0,0,7
2,80,-1.09131324665989,-0.0796386944253542,-0.422570479197619,0.0552827028721054,0,0,0,0,0,0,0,0,7
