b02_pop,1,-0.23769,0.0010615,-0.0015039,0.0033734,0.0058864,0.032329,0.032512,-0.049524,-0.058754,0.069601,0.061859,4.7897e-05,0.032092,0.022586,0.046162,0.014387,-0.0013869,-0.0062846,-0.0064696,0.00042496,0.0075854,-0.0010486,0.00085694,-0.00026448
b12_pop,-0.23769,1,-0.0020912,0.00846,-0.0017565,0.021467,0.1475,-0.14589,-0.12514,0.071903,0.087348,0.024993,0.00013001,0.13276,-0.046888,0.11721,-0.012419,-0.014716,0.010444,-0.0018984,-0.0045608,-0.0019045,0.0065007,-0.0010937,0.0066193
b03_pop,0.0010615,-0.0020912,1,-0.15961,0.00030884,-0.0019135,0.0047066,-0.029044,0.0015804,0.025087,-0.0058661,-0.0096487,1.6815e-05,0.00092865,-0.0096242,-0.00048113,-0.0088471,0.0021541,0.024266,0.017731,-5.4552e-05,-0.0033566,0.0021344,-0.010022,-0.00067262
b13_pop,-0.0015039,0.00846,-0.15961,1,-0.0028282,0.0016227,-0.092769,0.096703,0.077854,-0.052261,-0.042489,-0.0085998,-9.7108e-05,-0.052816,0.043379,-0.054892,-0.00047506,-0.0072852,0.0010743,-0.050909,0.0011355,-0.011336,0.0036239,0.0087801,0.0040774
b07_pop,0.0033734,-0.0017565,0.00030884,-0.0028282,1,-0.16466,0.015898,-0.005151,-0.015641,-0.0027685,0.024629,0.016213,2.0513e-05,0.020281,0.0019089,0.027326,0.0040959,0.0059095,-0.00094185,0.005255,0.10563,-0.052273,-0.0051318,-0.00020705,-0.039894
b17_pop,0.0058864,0.021467,-0.0019135,0.0016227,-0.16466,1,0.054958,-0.031304,-0.060874,-0.021701,0.074633,0.052094,3.5555e-05,0.091093,0.002383,0.11386,0.003265,-0.0057923,0.0076934,-0.0098361,-0.05909,0.12765,0.0030415,-0.001614,0.001602
p1_pop,0.032329,0.1475,0.0047066,-0.092769,0.015898,0.054958,1,-0.54194,-0.48546,-0.022744,0.64824,0.07355,0.00067182,0.41021,-0.070589,0.54471,0.035389,-0.0047462,0.0010267,-0.052114,0.0035397,0.043163,-0.039383,0.0049041,0.0023664
g1_pop,0.032512,-0.14589,-0.029044,0.096703,-0.005151,-0.031304,-0.54194,1,0.30284,-0.054515,-0.28606,-0.14186,-0.0011773,-0.23453,0.090929,-0.28182,-0.032419,0.046543,-0.012278,0.057699,-0.00014109,-0.023932,0.014384,-0.0047568,-0.002349
p2_pop,-0.049524,-0.12514,0.0015804,0.077854,-0.015641,-0.060874,-0.48546,0.30284,1,0.18187,-0.67089,-0.47921,-0.00085629,-0.51846,0.029789,-0.63946,-0.036105,-0.040999,0.0015509,0.056433,-0.0035235,-0.051281,0.046753,-0.012363,-0.0043632
g2_pop,-0.058754,0.071903,0.025087,-0.052261,-0.0027685,-0.021701,-0.022744,-0.054515,0.18187,1,-0.26222,-0.30733,-0.00020496,0.02951,-0.5961,-0.1572,-0.029188,-0.034384,-0.00045453,0.027821,-0.0018484,-0.013226,0.03018,-0.0022647,-0.0010172
alpha12_pop,0.069601,0.087348,-0.0058661,-0.042489,0.024629,0.074633,0.64824,-0.28606,-0.67089,-0.26222,1,0.7092,0.0012117,0.60426,0.10998,0.76912,0.059776,0.085513,-0.0065988,-0.067414,0.0089716,0.061902,-0.077684,0.02023,0.0020818
alpha13_pop,0.061859,0.024993,-0.0096487,-0.0085998,0.016213,0.052094,0.07355,-0.14186,-0.47921,-0.30733,0.7092,1,0.0012795,0.44921,0.19225,0.53027,0.041554,0.091392,-0.011651,-0.063074,0.0072814,0.04491,-0.059413,0.028139,0.0014399
alpha17_pop,4.7897e-05,0.00013001,1.6815e-05,-9.7108e-05,2.0513e-05,3.5555e-05,0.00067182,-0.0011773,-0.00085629,-0.00020496,0.0012117,0.0012795,1,0.00031533,-8.9601e-05,0.00050936,0.00011482,7.0239e-05,-9.8241e-06,-0.00012412,6.131e-06,4.237e-05,-0.00012141,4.5673e-05,6.4947e-06
alpha22_pop,0.032092,0.13276,0.00092865,-0.052816,0.020281,0.091093,0.41021,-0.23453,-0.51846,0.02951,0.60426,0.44921,0.00031533,1,0.039537,0.77472,0.0054257,0.056127,0.0020378,-0.042466,0.0083529,0.065261,-0.012674,0.0075535,0.00029979
alpha23_pop,0.022586,-0.046888,-0.0096242,0.043379,0.0019089,0.002383,-0.070589,0.090929,0.029789,-0.5961,0.10998,0.19225,-8.9601e-05,0.039537,1,0.012503,0.0090933,0.016831,0.0061402,-0.031455,0.0023449,-0.0041339,-0.0083467,-0.0085854,0.00019964
