rep,id,b02,b12,b03,b13,b05,b15,p1,g1,p2,g2,alpha12,alpha13,alpha15,alpha22,alpha23,alpha25,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha22,eta_alpha23,eta_alpha25
1,1,7.35086378265316,-0.00151169038648925,4.16262399004377,-0.187373488918562,7.10470162855696,-0.00980656515945734,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,-0.0558766615241097,-0.0031641064231335,0.0777942127024422,-0.06222262372607,0.170148492360548,0.0235539497692756,0,0,0,0,0,0,0,0,0,0
2,1,7.35197696587651,0.0014131148622542,3.62670527127863,-0.140745203977411,6.9664240271122,0.0389506994631635,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,-0.054763478300762,-0.00023930117439005,-0.458124506062699,-0.0155943387849189,0.0318708909157825,0.0723112143918964,0,0,0,0,0,0,0,0,0,0
3,1,7.2821828777465,-0.0072902379445854,3.49891711062741,-0.37464846815703,7.01832733181714,-0.0741395511951727,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,-0.124557566430767,-0.00894265398122965,-0.585912666713912,-0.249497602964538,0.0837741956207312,-0.0407790362664398,0,0,0,0,0,0,0,0,0,0
1,2,7.42603428396262,0.00379703858465312,5.57309039589526,-0.0517435483694632,7.75438085496153,-0.0631672350823544,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0192938397853517,0.00214462254800887,1.48826061855393,0.0734073168230285,0.819827718765115,-0.0298067201536215,0,0,0,0,0,0,0,0,0,0
2,2,7.43056695628646,0.00671024389041256,6.20665745668951,0.00164208677969127,7.56977254096863,0.158634329257437,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0238265121091858,0.00505782785376831,2.12182767934818,0.126792951972183,0.635219404772219,0.19199484418617,0,0,0,0,0,0,0,0,0,0
3,2,7.44968935789493,-0.000993852713744221,5.46784768651361,-0.11275747516189,8.51170208528669,-0.0133122021254315,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.042948913717658,-0.00264626875038847,1.38301790917228,0.012393390030602,1.57714894909028,0.0200483128033015,0,0,0,0,0,0,0,0,0,0
1,3,7.37474060566547,-0.000241057809061821,3.39959392916337,0.10527908754538,6.39853987171567,-0.11523231375499,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,-0.0319998385118039,-0.00189347384570607,-0.685235848177958,0.230429952737872,-0.53601326448074,-0.081871798826257,0,0,0,0,0,0,0,0,0,0
2,3,7.45397321617526,-0.0038972632247644,5.15928544149953,-0.221354597533684,6.04199180872498,-0.105153472521412,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0472327719979857,-0.00554967926140865,1.0744556641582,-0.0962037323411919,-0.892561327471436,-0.071792957592679,0,0,0,0,0,0,0,0,0,0
3,3,7.43773075514387,-0.000847460517325744,3.60225859539833,-0.240961136037044,7.3011285565513,0.0441522033047126,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0309903109665948,-0.00249987655396999,-0.482571181942995,-0.115810270844552,0.366575420354883,0.0775127182334456,0,0,0,0,0,0,0,0,0,0
1,4,7.48142746269099,-0.00243841396095644,3.91285232696042,-0.308714619341947,6.84898025499592,-0.171029712750733,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0746870185137194,-0.00409082999760069,-0.171977450380909,-0.183563754149455,-0.0855728812004948,-0.137669197822,0,0,0,0,0,0,0,0,0,0
2,4,7.4304567769176,0.00236462076818047,5.13793239190494,-0.447866916479448,7.10061723682483,-0.218979702113262,0.0875740128029677,0.119686490109787,0.69300984010061,0.120993298047328,-6.29475077336673,0.476460557891457,3.48841490919541e-10,-7.40493866224156e-09,-0.208423296647282,0.10833296184915,0.0237163327403307,0.000712204731536217,1.05310261456361,-0.322716051286956,0.16606410062842,-0.185619187184529,0,0,0,0,0,0,0,0,0,0
