b0_pop,1,0.31098,0.19557,0.26538,-0.76504,0.95615,-0.21789,-0.3049,-0.4132,-0.047365,-0.13518,0.057305,-0.13155,0.16833,-0.87262
b1_pop,0.31098,1,0.87416,-0.060901,-0.17841,0.33848,-0.33442,-0.12143,-0.26739,-0.079641,0.056242,-0.060369,0.56315,-0.10166,-0.31889
b2_pop,0.19557,0.87416,1,-0.056208,-0.19691,0.20365,-0.17145,0.1008,-0.074449,0.016351,0.12227,-0.10023,0.65582,-0.27035,-0.18616
a_pop,0.26538,-0.060901,-0.056208,1,-0.26153,0.26862,-0.37177,0.1879,-0.1155,0.080583,0.29228,-0.41085,-0.16172,-0.29804,-0.26107
h1_pop,-0.76504,-0.17841,-0.19691,-0.26153,1,-0.7719,0.10361,-0.07126,-0.19058,0.029589,-0.15667,0.010018,0.033008,-0.023487,0.67578
h2_pop,0.95615,0.33848,0.20365,0.26862,-0.7719,1,-0.26598,-0.24557,-0.34733,-0.25966,-0.073901,0.056413,-0.11724,0.16355,-0.85028
alpha1_pop,-0.21789,-0.33442,-0.17145,-0.37177,0.10361,-0.26598,1,-0.35843,0.2792,-0.093274,-0.6468,-0.022327,-0.15487,0.093934,0.27725
alpha2_pop,-0.3049,-0.12143,0.1008,0.1879,-0.07126,-0.24557,-0.35843,1,0.3467,0.30387,0.82954,-0.1328,0.3063,-0.37873,0.23866
beta_hcov1_score4C,-0.4132,-0.26739,-0.074449,-0.1155,-0.19058,-0.34733,0.2792,0.3467,1,-0.10756,0.15383,-0.087895,0.069072,-0.1381,0.38626
beta_hcov2_score4C,-0.047365,-0.079641,0.016351,0.080583,0.029589,-0.25966,-0.093274,0.30387,-0.10756,1,0.22471,-0.038524,0.086687,-0.13599,0.033934
omega_b0,-0.13518,0.056242,0.12227,0.29228,-0.15667,-0.073901,-0.6468,0.82954,0.15383,0.22471,1,-0.10284,0.26806,-0.30453,0.047189
omega_b1,0.057305,-0.060369,-0.10023,-0.41085,0.010018,0.056413,-0.022327,-0.1328,-0.087895,-0.038524,-0.10284,1,-0.1918,0.20926,-0.055672
omega_b2,-0.13155,0.56315,0.65582,-0.16172,0.033008,-0.11724,-0.15487,0.3063,0.069072,0.086687,0.26806,-0.1918,1,-0.44021,0.10071
omega_a,0.16833,-0.10166,-0.27035,-0.29804,-0.023487,0.16355,0.093934,-0.37873,-0.1381,-0.13599,-0.30453,0.20926,-0.44021,1,-0.14485
e_b,-0.87262,-0.31889,-0.18616,-0.26107,0.67578,-0.85028,0.27725,0.23866,0.38626,0.033934,0.047189,-0.055672,0.10071,-0.14485,1
