rep,id,b02,b12,b03,b13,h1,h2,alpha12,alpha13,alpha22,alpha23,hcov1,hcov2,score4C
1,1,5.02524279533045,-0.204596768108085,5.20075956421852,0.0658511248298301,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
2,1,4.45707731585059,-0.271376285073465,4.81993025435138,0.0653863556354929,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
3,1,3.78719092588671,-0.0742718543591235,6.37237503181124,0.124508234983094,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
4,1,4.37895660899694,-0.141087530121908,8.59895501877461,0.0268713797106361,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
5,1,3.73053212866405,0.0345203185647769,6.48062146496352,0.0269712254311298,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
6,1,4.19694060432532,-0.322038404106717,4.5863610950047,0.00515770534064695,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
7,1,4.35029842377164,-0.0669490234201093,6.04984549918162,0.0128601207946201,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
8,1,3.90778945024774,-0.157263567550502,6.7660228995617,-0.0334061586841153,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
9,1,4.98630532969122,-0.0845156577767573,4.68687265702996,0.0960510276707559,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
10,1,4.09051714428245,-0.217276077777273,5.39726892966253,0.0426172749439339,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
11,1,4.23579248379567,0.0470133513918173,3.64917342788933,0.0666587325763286,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
12,1,4.23267086600427,-0.127338338511108,4.13049530419012,0.00024281476211907,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
13,1,3.98030865226417,-0.167000401183515,6.20989275987577,0.0248316489269092,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
14,1,3.15507047388795,-0.13111007749029,5.01388805558698,-0.0400293768269445,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
15,1,4.76423499740738,-0.425080489247712,3.98383285166701,0.0386992891784275,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
16,1,4.96291914049026,-0.390314391346877,6.95851421068077,0.0164752209914056,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
17,1,4.14617340604984,-0.0495481740066154,3.48778869010284,0.103333498384689,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
18,1,4.76423499740738,-0.284091661984332,5.86197374941365,0.0386992891784275,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
19,1,4.95422151598907,-0.168089023130292,5.53067365059937,0.0444517014394159,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
20,1,4.61707468527213,-0.329217884237482,2.9610477019422,0.0245408891786637,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
21,1,5.15710994433614,-0.0429706550459599,4.28380198006194,-0.0578273380374596,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
22,1,4.81770934349156,-0.37269375825619,5.88868018301075,-0.0306401898417645,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
23,1,5.17577832677943,-0.274404346969943,5.01980140410284,0.0977569737932839,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,11
