rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23,eta_hcov1,eta_hcov2,score4C
1,1,0.780722795330449,-0.0483920681080849,-0.394720435781483,0.0181980648298301,0,0,0,0,0,0,0,0,11
2,1,0.212557315850593,-0.115171585073465,-0.775549745648619,0.0177332956354929,0,0,0,0,0,0,0,0,11
3,1,-0.457329074113288,0.0819328456408765,0.776895031811244,0.0768551749830935,0,0,0,0,0,0,0,0,11
4,1,0.134436608996945,0.0151171698780919,3.00347501877461,-0.0207816802893639,0,0,0,0,0,0,0,0,11
5,1,-0.513987871335949,0.190725018564777,0.885141464963524,-0.0206818345688702,0,0,0,0,0,0,0,0,11
6,1,-0.0475793956746827,-0.165833704106717,-1.0091189049953,-0.042495354659353,0,0,0,0,0,0,0,0,11
7,1,0.105778423771645,0.0892556765798907,0.45436549918162,-0.0347929392053799,0,0,0,0,0,0,0,0,11
8,1,-0.336730549752255,-0.00105886755050181,1.1705428995617,-0.0810592186841153,0,0,0,0,0,0,0,0,11
9,1,0.741785329691221,0.0716890422232427,-0.908607342970045,0.0483979676707559,0,0,0,0,0,0,0,0,11
10,1,-0.15400285571755,-0.0610713777772735,-0.198211070337472,-0.00503578505606608,0,0,0,0,0,0,0,0,11
11,1,-0.00872751620432949,0.203218051391817,-1.94630657211067,0.0190056725763286,0,0,0,0,0,0,0,0,11
12,1,-0.0118491339957314,0.0288663614888917,-1.46498469580988,-0.0474102452378809,0,0,0,0,0,0,0,0,11
13,1,-0.264211347735825,-0.0107957011835153,0.614412759875775,-0.0228214110730908,0,0,0,0,0,0,0,0,11
14,1,-1.08944952611205,0.0250946225097104,-0.581591944413018,-0.0876824368269445,0,0,0,0,0,0,0,0,11
15,1,0.519714997407384,-0.268875789247712,-1.61164714833299,-0.00895377082157248,0,0,0,0,0,0,0,0,11
16,1,0.718399140490256,-0.234109691346877,1.36303421068077,-0.0311778390085944,0,0,0,0,0,0,0,0,11
17,1,-0.0983465939501601,0.106656525993385,-2.10769130989716,0.0556804383846891,0,0,0,0,0,0,0,0,11
18,1,0.519714997407384,-0.127886961984332,0.266493749413646,-0.00895377082157248,0,0,0,0,0,0,0,0,11
19,1,0.709701515989065,-0.0118843231302917,-0.0648063494006328,-0.00320135856058412,0,0,0,0,0,0,0,0,11
20,1,0.372554685272132,-0.173013184237482,-2.6344322980578,-0.0231121708213363,0,0,0,0,0,0,0,0,11
21,1,0.912589944336141,0.11323404495404,-1.31167801993806,-0.10548039803746,0,0,0,0,0,0,0,0,11
22,1,0.573189343491559,-0.21648905825619,0.293200183010751,-0.0782932498417645,0,0,0,0,0,0,0,0,11
23,1,0.931258326779431,-0.118199646969943,-0.575678595897161,0.0501039137932839,0,0,0,0,0,0,0,0,11
24,1,0.598427662444361,-0.0638552709076338,0.343949991159191,0.0695259387939296,0,0,0,0,0,0,0,0,11
25,1,0.179241498210223,0.0380153680726633,1.8613564972267,-0.00970430771405546,0,0,0,0,0,0,0,0,11
26,1,0.921396912658992,-0.278846307306738,-0.56584420285702,-0.0373751478996238,0,0,0,0,0,0,0,0,11
27,1,0.0834371310095884,-0.0638552709076338,0.343949991159191,0.0695259387939296,0,0,0,0,0,0,0,0,11
28,1,-0.191845453551537,0.139567830878512,-0.250112299801906,0.0622486560905807,0,0,0,0,0,0,0,0,11
29,1,0.746933958912623,-0.0349635552860432,-1.80164600062065,-0.0164294148002237,0,0,0,0,0,0,0,0,11
30,1,0.396086093247414,-0.184798652492219,-2.11007945858519,0.0472543849720926,0,0,0,0,0,0,0,0,11
31,1,0.82532266356864,-0.0731538473559738,-1.44104716526243,-0.00256907884554758,0,0,0,0,0,0,0,0,11
32,1,-0.70597357551469,-0.0428293073366696,-0.490751139757017,-0.0580922016476974,0,0,0,0,0,0,0,0,11
33,1,0.199091622271622,0.0541425596279816,1.14140773204919,0.169420912493052,0,0,0,0,0,0,0,0,11
34,1,0.689807064684321,-0.100344389674517,0.958628468371313,-0.0161872706978569,0,0,0,0,0,0,0,0,11
35,1,0.736004387380519,-0.32227276660576,2.0634394236383,-0.0266443828030884,0,0,0,0,0,0,0,0,11
36,1,0.691569242384841,0.0573142246447353,0.563348017594592,0.0765871899725416,0,0,0,0,0,0,0,0,11
37,1,0.27527433659564,0.120392386622405,0.500425324281247,-0.0552866865092169,0,0,0,0,0,0,0,0,11
38,1,0.226141407321363,0.12673629259921,1.03865437319801,-0.0776116734043811,0,0,0,0,0,0,0,0,11
39,1,0.546149904176592,-0.145849221700699,1.02402143772345,-0.115130685236386,0,0,0,0,0,0,0,0,11
40,1,0.381096094847618,0.177000698443809,-1.52927312294506,-0.00651920319759345,0,0,0,0,0,0,0,0,11
41,1,-0.019100564166139,0.0831252540820023,2.80895971555505,0.0353500097408944,0,0,0,0,0,0,0,0,11
42,1,0.0391474685720568,-0.145532047067793,1.73980637459433,-0.0246202725162291,0,0,0,0,0,0,0,0,11
43,1,0.0399402825396187,0.211520922681704,-1.39110489993958,-0.0325576635450697,0,0,0,0,0,0,0,0,11
44,1,0.0344598117615013,-0.168110123693077,1.8198211450194,-0.00553755701527441,0,0,0,0,0,0,0,0,11
45,1,0.566705381370134,-0.115823028107298,-2.46379726781904,-0.0916252003855011,0,0,0,0,0,0,0,0,11
46,1,0.524233435411224,-0.0118078250161764,0.239097723115128,0.0396376939200434,0,0,0,0,0,0,0,0,11
47,1,1.00700082236934,-0.202664117479877,0.563804399862674,-0.0556479242472458,0,0,0,0,0,0,0,0,11
48,1,-0.459764052745783,-0.115829574020669,2.514216426067,-0.02004583575194,0,0,0,0,0,0,0,0,11
49,1,0.500166889397203,-0.239144430959862,-0.339061828513968,-0.0300594655670937,0,0,0,0,0,0,0,0,11
50,1,0.203258560339145,0.184374659322762,-1.65033575114752,0.0368119447088884,0,0,0,0,0,0,0,0,11
51,1,-0.864993045823108,0.245667579470036,2.77297156305085,-0.0121585072847076,0,0,0,0,0,0,0,0,11
