rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,34.573555924945,0.782192699448314,0,0,0,0,0,0,11
2,1,-25.2138884161258,-0.383575027489223,0,0,0,0,0,0,11
3,1,8.85485514325921,0.166009410235524,0,0,0,0,0,0,11
4,1,62.0036871762331,-1.83669045359958,0,0,0,0,0,0,11
5,1,7.22454016437905,-0.548673945240392,0,0,0,0,0,0,11
6,1,-40.2884571096773,-0.2142509568814,0,0,0,0,0,0,11
7,1,11.6619631610546,-0.35719114665162,0,0,0,0,0,0,11
8,1,-12.113997196556,-1.31606455639219,0,0,0,0,0,0,11
9,1,-17.662512119785,-1.07670924455396,0,0,0,0,0,0,11
10,1,14.7274949960176,1.21179444143836,0,0,0,0,0,0,11
1,2,-57.1931676379624,1.19004659720095,0,0,0,0,0,0,5
2,2,-59.0681346879801,0.293542729822621,0,0,0,0,0,0,5
3,2,-70.5504827862377,-0.453397942149804,0,0,0,0,0,0,5
4,2,-37.89185531998,-0.444040779987057,0,0,0,0,0,0,5
5,2,-89.9833836883564,0.560866584425123,0,0,0,0,0,0,5
6,2,-70.4733572823586,0.194156711706894,0,0,0,0,0,0,5
7,2,20.9152931039549,-0.157740210706979,0,0,0,0,0,0,5
8,2,-26.391801345573,0.802157458383422,0,0,0,0,0,0,5
9,2,-46.3863494664536,0.0519788759020509,0,0,0,0,0,0,5
10,2,4.05710182529185,-0.567790389929345,0,0,0,0,0,0,5
1,3,-7.12399614009121,-1.74377483350075,0,0,0,0,0,0,6
2,3,23.4645914308334,-1.14040961586131,0,0,0,0,0,0,6
3,3,-48.0837400104773,-0.362420494987062,0,0,0,0,0,0,6
4,3,-20.8072978006177,-1.13192210749129,0,0,0,0,0,0,6
5,3,-47.2443921513691,-0.859475267981885,0,0,0,0,0,0,6
6,3,-29.3781471355615,0.11781688916506,0,0,0,0,0,0,6
7,3,-36.4157718782487,0.726113680921822,0,0,0,0,0,0,6
8,3,-59.2357782417221,-0.773105411910191,0,0,0,0,0,0,6
9,3,-30.2527110417588,-1.32181507873891,0,0,0,0,0,0,6
10,3,-62.276998871871,-0.324717698404378,0,0,0,0,0,0,6
1,4,-4.69987392592168,-1.20221305372351,0,0,0,0,0,0,8
