parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,278.057213950845,8.00259315175221,2.87803831378636,
b1_pop,0.150791052597656,0.424591057088646,281.57576313334,
h1_pop,1.00002709490646,0.00305159993381097,0.305151725323644,
h2_pop,0.0219393095427631,0.00626906574471395,28.5745808567702,
alpha1_pop,0.179576407728482,0.123139785932774,68.5723628679332,
alpha2_pop,-0.0241539557243871,0.00303761410058883,12.5760522841478,
hcov1_pop,0,,,
beta_hcov1_score4C,-0.740988016579289,0.137927784309477,18.6140370995754,7.77430688714276e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.0669830989333414,0.0322828843000125,48.1955669625542,0.0379976923247189
omega_b0,46.8534737060959,nan,nan,
omega_b1,0.820749521242866,0.419195692916821,51.0747410832516,
e_b,0.598554879291777,0.0295037114830409,4.92915729263628,
