rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha17,alpha21,alpha22,alpha23,alpha24,alpha25,alpha27
1,1,10.1817011941205,-0.211253537169317,-0.100019600469574,15.4871949779201,7.43104447928624,-0.00382141110619758,3.88992502035785,-0.121984382753365,5.15856320748255,0.0664906875079078,7.22804015731874,-0.0407554373666372,342.483154037033,-7.44897072693328,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
2,1,4.83643566232995,-0.0687019956188459,-0.165516456696417,1.95711797267846,7.38305099850847,0.00201471753607637,4.56627582744509,0.0624009102297243,5.24388992785325,0.087738729066891,6.94807085720951,0.0272571225600801,342.396271816308,-10.7315109065898,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
3,1,8.04565121935874,-0.141712935782531,-0.14955746023146,4.77262979816293,7.37247751801993,-0.00716013682408277,4.1663283422801,-0.122720441660237,4.38622974136298,0.0960662155033887,6.25673850025398,-0.196188695169428,317.019482892062,-3.74601671646411,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
1,2,3.67767915194983,-0.215784011955109,-0.0874444966194007,0.82030390835166,7.36944032581274,-6.4761707389636e-05,4.40071499274269,-0.250600951224842,8.30821235621228,-0.0854293969222323,8.1361261853463,0.0322253770847424,367.798671637961,-8.01680018022232,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
2,2,4.91044102752905,-0.265195892773169,-0.135462155028842,7.35953681101863,7.39804513281807,0.000812655550064148,3.45617523067996,-0.345896015202889,7.28204237586922,0.104474130161741,8.36278013312481,-0.128366260359489,366.42009913345,-7.67176759784605,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
3,2,4.42632128331202,-0.241199366236154,-0.19695498592623,4.33871339912109,7.39970773456603,0.00253211217267601,3.03873970811147,-0.143038500638441,7.74082415167082,-0.0101742675659902,7.73664659949095,-0.172089094708053,330.557760443585,-11.2313325593995,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
1,3,2.07646650944401,-0.272958223688324,-0.156083134433202,4.14947861343224,7.39607906677067,0.0112821382566406,4.9224365047165,-0.0375240480171568,5.62369144044489,0.0118927292137153,7.58523286143103,-0.216412077288872,400.769433569734,-7.45125488552204,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
2,3,2.33285002893855,-0.112746035830454,-0.218705799362328,3.69654138154123,7.40749644891324,0.00840079666433143,3.74068139068186,-0.0119714292707792,6.48599435480928,-0.0141556891751665,7.51276823867901,0.0489034017665231,448.617781363156,-1.86295118983148,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
3,3,2.615727763475,-0.0474142462070847,-0.123753481191227,1.40636429384656,7.43432734694351,0.00277472645711864,4.75477664020239,-0.010045517042638,5.46296773071128,0.110140130526437,7.81704348240548,-0.0290916502126485,383.235030382147,-9.69103556574399,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
1,4,3.92629840991818,-0.0354868391364876,-0.343096660552009,6.65128422350559,7.4475681149473,0.0026166239818611,2.87972754995985,-0.331786088494408,7.34906741649534,-0.0112549632667849,6.91104123614221,-0.0215393228296487,232.740400284742,-7.25060115617494,0.0295603721028356,0.116030163831717,0.721114573452087,0.111633961954908,0.133539966896897,-7.77719774502219,0.876199677234256,0.121628495454308,1.47600575636759e-08,-4.83168250420153e-07,-9.15784267819358e-07,-4.90071767363156e-05,-0.172747902073652,0.0583114555372223,-1.88213978791588e-07,-1.56645981436127e-07
