parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,61.1970182391653,3.75415821754124,6.1345443382054,
b1_pop,0.027499612261599,0.0199595302232682,72.5811332661591,
b2_pop,-10.3547279156872,2.23381938014016,21.5729413493904,
a_pop,3.59058760132485,1.44103392922173,40.1336519039396,
h1_pop,0.00123042770587431,0.00220735204618614,179.39713447997,
h2_pop,0.111910313967714,0.0148810968967241,13.2973417454778,
alpha1_pop,-0.00180147299262649,0.00223873577521049,124.272513902442,
alpha2_pop,-0.000354537231920602,0.000711464934389728,200.674250920157,
hcov1_pop,0,,,
beta_hcov1_score4C,0.22569804875855,0.214990392105554,95.2557602017859,0.293807647254187
hcov2_pop,0,,,
beta_hcov2_score4C,-0.128578934002128,0.0259948472254525,20.21703432774,7.5628082596424e-07
omega_b0,46.65828845177,3.35840682092986,7.19787830280444,
omega_b1,0.122487653278938,0.0198517446805089,16.2071393720811,
omega_b2,3.8632458781826,0.756929132121553,19.5930871601069,
omega_a,2.27841008186577,0.264231893126723,11.5972052278818,
e_b,0.291984739448401,0.00800799820749521,2.74260847420431,
