parameter,value
b01_pop,4.6750992013838
b11_pop,-0.116203203418072
b21_pop,-0.150922316085234
a1_pop,4.54177984486957
b02_pop,7.39923342274206
b12_pop,0.00320391393469163
b03_pop,4.14925975556605
b13_pop,-0.140803835438642
p1_pop,0.0234472912002899
g1_pop,0.13449958919194
p2_pop,0.749090006958727
g2_pop,0.121651129147559
alpha11_pop,0.177302571687129
alpha12_pop,-12.2888290204688
alpha13_pop,0.73397421494603
alpha21_pop,-0.100423677594532
alpha22_pop,3.81366786111306
alpha23_pop,-0.204570659786008
omega_b01,1.94321731762612
omega_b11,0.0907433877873541
omega_b21,0.0781933768598577
omega_a1,0.934953371884085
omega_b02,0.0409820849270798
omega_b12,0.00602335550646374
omega_b03,0.884078275300928
omega_b13,0.154662966198897
b_1,0.297919424677092
a_2,0.0492332112111205
a_3,0.686183595874061
