b01_pop,0.018255,1.7917e-05,0.00044099,-0.0033253,-2.8949e-07,-3.1268e-07,-1.0334e-05,3.1788e-06,-2.146e-06,-1.7967e-06,2.8093e-05,-2.2071e-06,2.8322e-07,-3.1726e-06,-0.00090243,0.00046796,-1.0699e-05,-1.6272e-05,1.9203e-05,5.1115e-06,2.0834e-05,-0.00081573,0.00014812,2.8946e-12,-0.00013211,-2.7695e-12,nan,8.5919e-06,7.0375e-07,-4.0234e-13,6.7159e-06,7.3607e-16,-1.2082e-09,2.0144e-07,0.002586,-3.6878e-05,-0.00021002,0.00038304,8.1181e-07,-2.8822e-07,6.5988e-06,-1.5127e-06,4.1864e-07,4.8838e-06,-1.0775e-05,2.0647e-07,-9.2798e-07,-2.1448e-07,-0.00062914,-0.00012044,-3.7767e-05,-9.1009e-08,-1.4158e-06,2.033e-06,4.0273e-08,6.0694e-07,9.9695e-07
b11_pop,1.7917e-05,0.00034573,0.00033051,0.0018191,2.1032e-07,-1.8975e-07,2.5478e-07,-8.9338e-07,1.1385e-06,1.2044e-06,9.1919e-06,-5.7726e-07,-6.7181e-06,-3.0429e-06,-0.0018665,0.00026169,-4.3938e-05,2.9519e-05,2.6631e-05,-2.7718e-07,0.00012088,-0.0053763,0.00053083,3.1075e-11,-0.00034343,-2.0719e-11,nan,2.1832e-05,5.4572e-06,-3.2974e-12,4.8327e-05,5.7472e-15,-8.7068e-09,-4.5302e-07,3.2932e-05,-0.00019306,-0.00022015,0.00083084,5.7429e-08,2.0679e-08,7.4709e-06,-4.5801e-06,1.2342e-05,1.3328e-06,3.3935e-06,-9.5151e-07,-1.1254e-05,4.2454e-07,-0.00039679,-7.0495e-05,3.9704e-06,-1.2787e-07,-7.5348e-07,5.9132e-06,-1.0851e-07,1.0558e-06,9.3573e-07
b21_pop,0.00044099,0.00033051,0.00045893,0.0021759,2.0849e-07,-2.6697e-07,-1.3105e-06,5.7094e-08,-4.1694e-07,1.091e-06,1.1653e-05,-1.0771e-07,-7.824e-06,-3.9794e-06,-0.0024583,0.00040641,-4.6142e-05,2.9923e-05,2.7557e-05,-2.9831e-06,0.00013189,-0.0057185,0.00059684,3.1069e-11,-0.00039738,-2.2316e-11,nan,4.7047e-06,5.6408e-06,-3.4849e-12,5.2608e-05,6.1463e-15,-9.4965e-09,-5.1163e-07,0.00018638,-0.00021399,-0.00029895,0.00098901,1.7803e-07,-5.6187e-09,1.1566e-05,-5.3254e-06,1.6003e-05,2.1104e-06,8.6307e-07,-1.3632e-06,-1.4741e-05,7.6373e-07,-0.00079501,-0.00011029,6.3755e-06,-1.8039e-07,-1.2097e-06,6.4978e-06,-7.0569e-08,1.2975e-06,1.4287e-06
a1_pop,-0.0033253,0.0018191,0.0021759,0.49782,1.1141e-05,-2.3876e-06,0.0002692,-8.439e-05,0.00037903,-4.8767e-05,-0.00010449,2.2847e-05,-0.00022335,-2.1331e-05,-0.046971,0.0044905,-0.00059877,0.00012458,8.4747e-05,0.00012195,0.0022595,-0.083638,0.0068818,5.4163e-10,-0.0049232,-3.6472e-10,nan,0.00017175,9.3816e-05,-5.7978e-11,0.00085284,1.0124e-13,-1.539e-07,-1.4289e-05,-0.0018875,-0.003422,-0.0027793,-0.036158,-6.4375e-06,-4.673e-06,0.00018784,-6.349e-05,0.00036406,-0.00012111,-9.4423e-05,2.4667e-05,-0.00012502,-5.8239e-05,-0.032804,0.0024545,-0.000354,-8.3135e-07,2.3483e-05,1.4939e-05,-9.24e-06,2.0923e-06,2.2767e-05
b02_pop,-2.8949e-07,2.1032e-07,2.0849e-07,1.1141e-05,8.1254e-06,-3.1547e-07,-2.3878e-07,2.0818e-08,3.5633e-07,-7.8902e-08,2.3712e-07,-1.0565e-07,2.5409e-07,-3.0819e-08,-3.9106e-05,1.2597e-05,-1.5712e-07,3.0004e-06,-2.6088e-08,-9.298e-08,9.2446e-07,-0.00010385,-4.2514e-07,2.4357e-13,3.4365e-06,-1.448e-13,nan,1.202e-07,4.0203e-08,-2.3084e-14,3.237e-07,3.9431e-17,-5.7696e-11,2.1661e-08,-5.7303e-07,-2.3999e-07,-5.3503e-08,-1.3211e-06,-3.6089e-08,4.8683e-09,-3.4666e-07,-1.9976e-08,-1.8356e-07,-4.2147e-08,-8.6163e-08,-9.1045e-08,-2.2541e-07,-4.7498e-08,-3.703e-05,9.9681e-06,-9.7403e-10,-9.6948e-09,-1.0876e-08,2.8074e-08,-6.1628e-09,-1.7393e-08,1.5228e-09
b12_pop,-3.1268e-07,-1.8975e-07,-2.6697e-07,-2.3876e-06,-3.1547e-07,1.9574e-07,1.9793e-08,5.5123e-08,-6.2248e-08,-8.7023e-09,-6.2996e-08,3.05e-08,-2.6981e-08,1.3198e-08,3.3412e-06,-9.9343e-07,5.007e-07,-9.6605e-07,5.6598e-08,-2.4758e-09,-1.0881e-06,6.931e-05,-2.6604e-06,-1.1944e-13,8.9045e-08,1.7082e-13,nan,1.1107e-09,-2.9435e-08,2.3163e-14,-4.2746e-07,-4.4459e-17,7.8101e-11,-2.8688e-09,-7.6988e-08,1.407e-07,1.245e-07,-3.0082e-07,-1.7564e-08,7.0539e-09,3.6661e-08,4.6896e-08,3.5583e-08,5.7514e-09,-1.1322e-09,1.2402e-08,7.2509e-08,-9.6721e-09,4.3757e-06,-1.218e-06,-6.4715e-09,6.4416e-10,-4.4885e-09,-1.256e-08,2.5701e-10,3.9364e-09,-1.7796e-09
b03_pop,-1.0334e-05,2.5478e-07,-1.3105e-06,0.0002692,-2.3878e-07,1.9793e-08,0.0033432,-0.00010252,4.2821e-06,-1.3543e-06,2.6972e-06,-7.2523e-07,-6.7352e-06,1.1322e-06,-3.2879e-05,6.6698e-06,9.6599e-06,-4.5329e-05,8.6843e-07,6.353e-07,-2.5647e-05,0.00069175,-8.821e-05,-6.3866e-12,5.1848e-06,4.4326e-12,nan,-1.1233e-06,-1.1258e-06,6.9081e-13,-1.0327e-05,-1.213e-15,1.8592e-09,-1.4423e-07,-1.1284e-05,-1.7696e-06,1.4068e-07,-3.5897e-05,-1.9416e-07,-4.1825e-08,-2.9052e-05,3.3011e-06,7.7968e-06,-1.8372e-06,-3.8886e-06,2.2586e-07,-1.7117e-06,6.2056e-07,-0.00037943,5.9387e-06,-1.5689e-07,-1.7462e-08,-5.271e-08,-9.4829e-07,1.5042e-07,-2.9924e-08,3.0848e-07
b13_pop,3.1788e-06,-8.9338e-07,5.7094e-08,-8.439e-05,2.0818e-08,5.5123e-08,-0.00010252,0.0001492,-4.0263e-08,2.6927e-07,-8.3121e-08,-3.9142e-07,-4.8311e-07,4.8294e-08,0.00011841,3.1226e-07,-8.7328e-06,2.6461e-05,-2.3007e-06,-4.4351e-07,2.0411e-05,-2.8071e-05,-2.2435e-06,5.3765e-12,5.9955e-05,-3.5083e-12,nan,3.3731e-07,8.8593e-07,-5.5396e-13,8.0889e-06,9.6321e-16,-1.4553e-09,1.6673e-07,5.2817e-06,7.9018e-07,3.5918e-07,2.1904e-06,-1.0078e-07,1.214e-08,2.8945e-06,-3.0471e-06,-1.6739e-06,3.128e-07,-2.9503e-07,-3.3174e-07,-1.5028e-06,1.4448e-07,0.00020872,2.8358e-05,1.3696e-07,1.5675e-08,1.0675e-06,4.1677e-08,3.5343e-08,3.2647e-08,-1.2428e-07
b04_pop,-2.146e-06,1.1385e-06,-4.1694e-07,0.00037903,3.5633e-07,-6.2248e-08,4.2821e-06,-4.0263e-08,0.011302,-9.1273e-05,-3.6585e-07,6.9939e-07,-2.6555e-07,1.0322e-07,-0.00044959,3.4566e-05,-9.319e-06,5.8567e-06,-2.5194e-06,1.5719e-06,3.1999e-05,-0.0013768,9.7782e-05,9.8127e-12,-5.7855e-05,-6.6661e-12,nan,1.8471e-06,1.6993e-06,-1.0555e-12,1.5592e-05,1.8453e-15,-2.8134e-09,-1.8215e-07,-5.2931e-06,-2.4664e-06,-3.8427e-06,-5.4776e-05,-6.2614e-07,3.526e-08,-1.3516e-06,-1.4885e-08,-2.1696e-05,5.1377e-07,-6.7788e-07,5.8454e-07,1.6292e-06,1.0553e-07,-0.0002933,5.7619e-05,5.11e-07,-5.3365e-08,-4.9876e-07,-9.5432e-07,-1.5685e-07,1.1266e-08,-3.342e-08
b14_pop,-1.7967e-06,1.2044e-06,1.091e-06,-4.8767e-05,-7.8902e-08,-8.7023e-09,-1.3543e-06,2.6927e-07,-9.1273e-05,6.3522e-05,-6.7109e-07,1.2411e-07,3.2159e-07,-1.144e-07,8.5279e-05,-4.7484e-05,-3.1719e-06,4.3451e-06,-1.1841e-06,3.9609e-07,9.3977e-06,-0.00024707,2.8313e-05,5.3847e-12,-1.1698e-05,-3.8031e-12,nan,3.5219e-07,9.4269e-07,-5.952e-13,8.9441e-06,1.0468e-15,-1.6147e-09,-3.3125e-08,2.3168e-06,-5.2174e-07,-1.7141e-07,1.2058e-05,1.7557e-08,9.3296e-09,-9.2112e-07,-3.8178e-07,2.2956e-07,5.5433e-07,-3.2378e-07,-2.84e-07,-4.8422e-07,1.5554e-07,-5.9118e-06,-1.9823e-05,-4.6171e-09,1.851e-08,3.4059e-07,4.7077e-07,4.6429e-08,-8.9689e-09,1.2454e-07
b05_pop,2.8093e-05,9.1919e-06,1.1653e-05,-0.00010449,2.3712e-07,-6.2996e-08,2.6972e-06,-8.3121e-08,-3.6585e-07,-6.7109e-07,0.0028852,-7.5645e-05,3.3297e-06,-1.8663e-07,-0.00054304,0.00012379,-2.7586e-06,-1.5156e-05,1.525e-06,5.4202e-07,2.5986e-06,-0.00075701,7.2363e-05,2.4239e-14,-9.6585e-05,-3.8302e-13,nan,-5.5502e-07,9.7386e-08,-5.029e-14,1.0602e-06,1.0255e-16,-1.9396e-10,-1.4545e-07,1.3547e-05,-4.666e-06,-2.9836e-06,2.069e-05,1.8442e-07,-8.209e-09,-2.5935e-06,-6.9156e-07,-3.2868e-06,-1.7793e-06,0.00015718,-1.1593e-05,1.4351e-06,7.3868e-07,0.00012967,-1.8646e-05,-5.6983e-07,-2.7608e-08,2.0376e-07,3.1914e-06,-1.8794e-06,6.7796e-08,1.7125e-07
b15_pop,-2.2071e-06,-5.7726e-07,-1.0771e-07,2.2847e-05,-1.0565e-07,3.05e-08,-7.2523e-07,-3.9142e-07,6.9939e-07,1.2411e-07,-7.5645e-05,7.9573e-05,-7.8118e-07,-1.578e-07,0.00011929,-2.1191e-05,-1.4798e-06,5.2934e-06,-8.2492e-08,-6.6336e-08,3.3999e-06,8.6428e-05,-2.9266e-06,9.3979e-13,1.2258e-05,-5.952e-13,nan,-1.7007e-10,1.4788e-07,-9.4969e-14,1.3696e-06,1.6454e-16,-2.4685e-10,1.4989e-08,4.5853e-07,6.6792e-08,-9.7361e-07,2.2439e-06,-1.0183e-07,-5.9107e-09,2.5176e-07,9.3733e-08,5.1561e-07,1.0625e-07,-1.5032e-05,5.8302e-06,7.3921e-07,-2.057e-08,-1.0253e-05,-1.2534e-05,1.5782e-07,7.1396e-09,1.2538e-07,-5.351e-07,-1.3865e-07,-3.519e-08,5.0537e-08
