parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.88695815977408,0.0454506097513353,2.40867077608,
b1_pop,-0.000638324944086072,0.00311256908720916,487.615142733551,
h1_pop,2.88776245929677e-05,3.76490158395574e-05,130.374351665773,
h2_pop,0.103911228535953,0.0195011493816428,18.7671242621248,
alpha1_pop,7.04959263969983,1.41150813185207,20.0225488761316,
alpha2_pop,-2.56375919815761,0.418935940741021,16.340689915109,
hcov1_pop,0,,,
beta_hcov1_score4C,0.390801198338154,0.100957550378929,25.8334802473079,0.000108413929355677
hcov2_pop,0,,,
beta_hcov2_score4C,-0.114736848438755,0.0249059870591899,21.7070517432631,4.08917116812013e-06
omega_b0,0.410360753576109,0.0489984934736019,11.940345914321,
omega_b1,0.0135903008509744,0.00384665975055236,28.3044488325403,
e_b,0.63108016478121,0.0151742910476716,2.40449500626159,
