"sim" "med1" "med2" "med3" "med4" "med5" "med6" "med7"
85 4.72012623122828 7.43803264271992 2.26267129334566 5.50371611600621 6.35382435318028 4.3743492447447 263.873314477909
86 4.89959496291742 7.43640613973679 2.21687464694549 5.43867595100649 6.40374694726215 4.34433826164712 261.953592064999
87 4.63102671545642 7.4345109457042 2.4598386942276 5.35751245980372 6.39595618772004 4.34317871057852 257.627255687897
88 4.54686283259563 7.44246621481353 2.48882116709339 5.60768563707289 6.47071534026782 4.51675824067258 247.755497904448
89 4.60325159593459 7.44083460483249 2.20834364493115 5.54234239243465 6.26091267957706 4.25014224408247 246.217140645959
90 4.75556779938399 7.43145716731229 2.32322579885971 5.32625878111986 6.43489743074541 4.27909538466711 252.538121638448
91 4.45201251609667 7.43789717931069 2.41611495648044 5.54665992929225 6.30979435042123 4.38536573937386 265.220853603559
92 4.62426677020945 7.43922540017058 2.25963581890472 5.57524499408963 6.28777052338419 4.24490917588442 256.657974520355
93 4.65530412676577 7.43486554215837 2.29218723436988 5.46907004962285 6.34304449736799 4.44243566741013 268.00200129211
94 5.06956670046456 7.43570266206389 2.46188540440434 5.50024909212046 6.40677499394171 4.36603750090807 271.213003268777
95 4.58784277808502 7.43387600792045 2.39721933210789 5.44461377259063 6.39814531676822 4.27804918379733 250.780284886326
96 4.46418145832868 7.43131426878917 2.42874412184887 5.3965828803129 6.41309693836184 4.20975737872231 257.526055591189
97 4.23650701104766 7.435126169898 2.59758552817342 5.49166054199826 6.55714604101541 4.31126837256959 258.078604329377
98 4.64933545944843 7.43877473443691 2.51068570362987 5.5276546998418 6.55769956787858 4.51837202195575 245.548110758063
99 4.28486947928277 7.43516788244894 2.38324984818974 5.47933120032556 6.41932249529178 4.4071455335201 265.345528995334
100 4.62286885875162 7.43411263739547 2.58585860678236 5.54568062171354 6.55825627457602 4.2903693122255 262.170754983646
