parameter,value,se_sa,rse_sa,pvalue_sa
b02_pop,5.98162441269046,0.104143971405418,1.74106503886251,
b12_pop,-0.0258579380329492,0.0143643242365433,55.5509268304367,
b03_pop,4.23342748945786,0.0604367704127501,1.42760849366738,
b13_pop,-0.151371024662099,0.0127116986021044,8.3977092911146,
b04_pop,4.35721548735269,0.163084339566343,3.74285687819926,
b14_pop,-0.059173361154493,0.0211036280174756,35.6640684350802,
b05_pop,4.47718259558746,0.0389045195325324,0.868950923977841,
b15_pop,0.0119418869979334,0.0047213200843074,39.535796018874,
b06_pop,93.4611143851685,0.285136975020434,0.305086213551166,
b16_pop,0.0276448211701727,0.0227200094709211,82.1854094517881,
h1_pop,0.000124850611510068,0.000169078537281023,135.424676928705,
h2_pop,0.0513975993172631,0.0137822078544284,26.8148863711604,
alpha12_pop,1.24997888964523,0.389302574698621,31.1447319569623,
alpha13_pop,0.690977085423184,0.172966630707556,25.0321804234107,
alpha14_pop,-4.45347792471405e-08,5.52216777162125e-06,12399.6747373028,
alpha15_pop,-2.52977527152261e-07,1.67321669396311e-05,6614.09221917187,
alpha16_pop,0.972134974743016,0.199833038401108,20.5561000882552,
alpha22_pop,-0.675854134270019,0.150705763897149,22.2985635887134,
alpha23_pop,-0.224476766949612,0.0531766374931959,23.68914975737,
alpha24_pop,-1.95411778026413e-10,2.87870571018504e-08,14731.4851707451,
alpha25_pop,-3.05258767784727e-09,2.80168507543112e-07,9178.06586118081,
alpha26_pop,-0.312392631117352,0.071014897694888,22.7325777310704,
hcov1_pop,0,,,
beta_hcov1_score4C,0.439028187986113,0.112624455790103,25.6531263531685,9.69262290497763e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.13947239309568,0.0272384653112924,19.5296464817997,3.0485529833868e-07
omega_b02,1.05110187031463,0.0893170293379859,8.49746650258081,
omega_b12,0.0908069528413342,0.0164811804400449,18.1496900009873,
omega_b03,0.965042987973568,0.0476677557736234,4.93944377272954,
omega_b13,0.168098722604257,0.00970048043673362,5.77070443275812,
omega_b04,1.23489037068726,0.117760336912779,9.53609645909231,
omega_b14,0.0986514314912731,0.020271159216714,20.5482666701164,
omega_b05,0.2687034505924,0.0414106433166693,15.4112808098939,
omega_b15,0.0210503027809871,0.0042864918932715,20.3630890152474,
omega_b06,2.73634384790948,nan,nan,
omega_b16,0.093740539669781,0.0593983794718405,63.3646655770093,
b_2,0.285245656707405,0.0075337249089166,2.64113571294249,
a_3,0.693162215637783,0.0126460799419374,1.82440410868351,
a_4,1.14771692487658,0.0417179266275144,3.63486202244516,
b_5,0.236435900520641,0.00409377925855157,1.731454169835,
a_6,6.10696833896412,0.114664062686417,1.8775938619958,
