rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,9.80921486516135,5.94890081792552,0,0,0,0,0,0,11
2,1,40.0980065316144,0.580838404876015,0,0,0,0,0,0,11
3,1,26.4352246951757,6.97427483691665,0,0,0,0,0,0,11
4,1,40.4185155444199,-1.61738670281746,0,0,0,0,0,0,11
5,1,14.9640070965495,4.74182131421672,0,0,0,0,0,0,11
6,1,23.5059694159996,0.366956580341877,0,0,0,0,0,0,11
7,1,5.73495302846283,0.513116864747265,0,0,0,0,0,0,11
8,1,19.8053324497028,0.147031193432827,0,0,0,0,0,0,11
9,1,21.5895651475084,4.73513501316183,0,0,0,0,0,0,11
10,1,24.6476376959428,2.72118997030475,0,0,0,0,0,0,11
1,2,16.7588294145964,1.43405452007153,0,0,0,0,0,0,5
2,2,-25.518940744283,-2.90151319253565,0,0,0,0,0,0,5
3,2,8.46391432722408,-5.63994690771608,0,0,0,0,0,0,5
4,2,-37.9023315018631,5.24266829319376,0,0,0,0,0,0,5
5,2,-4.23103609240433,-0.0938681535243544,0,0,0,0,0,0,5
6,2,0.123384894900802,-5.5407969518709,0,0,0,0,0,0,5
7,2,-2.67033315299733,0.303255097666986,0,0,0,0,0,0,5
8,2,2.43413600221245,-6.92072056497794,0,0,0,0,0,0,5
9,2,-16.6445506095907,-0.111801514924261,0,0,0,0,0,0,5
10,2,-29.3143285709716,7.67067199315991,0,0,0,0,0,0,5
1,3,13.5743947574296,-2.4277263896127,0,0,0,0,0,0,6
2,3,11.2598394297862,3.21593323628584,0,0,0,0,0,0,6
3,3,1.30234964524399,1.87600542886291,0,0,0,0,0,0,6
4,3,10.3606393888661,-0.690504110311599,0,0,0,0,0,0,6
5,3,37.5066145051787,-0.197955839938941,0,0,0,0,0,0,6
6,3,12.4693550757176,-1.49575497510192,0,0,0,0,0,0,6
7,3,21.3843211231482,-4.64251390276593,0,0,0,0,0,0,6
8,3,11.7443162238273,7.09524477922545,0,0,0,0,0,0,6
9,3,10.6423926095305,0.0875324435949982,0,0,0,0,0,0,6
10,3,34.7712765184573,0.0122025903023695,0,0,0,0,0,0,6
1,4,-32.9655383961645,0.433892481036453,0,0,0,0,0,0,8
2,4,-31.0945609820899,-1.6782762294883,0,0,0,0,0,0,8
3,4,-21.4484944492243,-1.5861627468944,0,0,0,0,0,0,8
4,4,-33.5427817226431,8.89426059393366,0,0,0,0,0,0,8
5,4,-33.4874558298815,1.68443149447553,0,0,0,0,0,0,8
6,4,-16.3259320790334,-8.73126351380411,0,0,0,0,0,0,8
7,4,-30.9755298532873,-0.563118835467715,0,0,0,0,0,0,8
8,4,-32.4186029031184,1.43807298747637,0,0,0,0,0,0,8
9,4,-26.5898935384339,-5.19295109062369,0,0,0,0,0,0,8
10,4,-37.1101075176817,4.7144881617189,0,0,0,0,0,0,8
1,5,-17.0490381260854,28.2371134154614,0,0,0,0,0,0,3
2,5,1.0600872642166,29.0833742621824,0,0,0,0,0,0,3
3,5,-2.43827694293982,31.9056723215626,0,0,0,0,0,0,3
4,5,18.2297142749269,27.4474560230801,0,0,0,0,0,0,3
5,5,0.875367045130602,27.5855340396489,0,0,0,0,0,0,3
6,5,5.16856405853438,28.098328718663,0,0,0,0,0,0,3
7,5,21.4557397670332,30.6549558771288,0,0,0,0,0,0,3
8,5,7.12308887297429,24.8278208083509,0,0,0,0,0,0,3
9,5,7.7623451553502,27.2852190509692,0,0,0,0,0,0,3
10,5,6.72607510249589,26.8987421491651,0,0,0,0,0,0,3
1,6,17.4452416869363,-0.854700652807442,0,0,0,0,0,0,2
2,6,39.7168627144877,-11.6380417196528,0,0,0,0,0,0,2
3,6,38.9780841817089,1.8594664003813,0,0,0,0,0,0,2
4,6,8.72920837562958,-2.25745012404912,0,0,0,0,0,0,2
5,6,32.2598041326964,-2.94754367549449,0,0,0,0,0,0,2
6,6,19.8405340139729,3.3351842495802,0,0,0,0,0,0,2
7,6,10.3795701870924,7.89972918042474,0,0,0,0,0,0,2
8,6,6.32666471703339,-3.04841144252098,0,0,0,0,0,0,2
9,6,33.662035238265,1.67672439734405,0,0,0,0,0,0,2
10,6,69.3041471676789,11.2378857363999,0,0,0,0,0,0,2
1,7,20.0488307440063,-2.897889126644,0,0,0,0,0,0,12
2,7,15.9712663997954,-4.26242695929488,0,0,0,0,0,0,12
3,7,-7.23751968698439,-0.499242723266047,0,0,0,0,0,0,12
4,7,-28.4409267981277,2.55366113921179,0,0,0,0,0,0,12
5,7,6.40081022515104,1.38840644424644,0,0,0,0,0,0,12
6,7,4.24482098481214,-1.08249966828495,0,0,0,0,0,0,12
7,7,-1.79768126184484,0.473808247346303,0,0,0,0,0,0,12
8,7,-15.6147885961497,2.69586408827175,0,0,0,0,0,0,12
9,7,-2.56192021642067,4.1202351682089,0,0,0,0,0,0,12
10,7,1.43026325742963,-0.264491511550889,0,0,0,0,0,0,12
1,8,-35.8649240271265,0.283705365858476,0,0,0,0,0,0,7
2,8,-22.983716415014,-2.21249302378002,0,0,0,0,0,0,7
3,8,-31.2697109550435,-1.04258976807525,0,0,0,0,0,0,7
4,8,-32.2719789604917,-0.754023802423199,0,0,0,0,0,0,7
5,8,-31.648916465373,0.29080654341478,0,0,0,0,0,0,7
6,8,-21.8134094073344,-3.00646399045963,0,0,0,0,0,0,7
7,8,-31.1983002886594,-0.088021420376299,0,0,0,0,0,0,7
8,8,-36.5523004376464,0.585149139545734,0,0,0,0,0,0,7
9,8,-35.4347064187819,-0.224907743017038,0,0,0,0,0,0,7
10,8,-35.5349208802162,0.258355677275254,0,0,0,0,0,0,7
1,9,-9.88430578647402,3.01802181246111,0,0,0,0,0,0,6
2,9,5.04045818613513,-0.346871852074818,0,0,0,0,0,0,6
3,9,-3.4062091945814,0.0802393387397882,0,0,0,0,0,0,6
4,9,-13.375183194375,-0.372758986628592,0,0,0,0,0,0,6
5,9,0.525849584187512,-2.27322911004788,0,0,0,0,0,0,6
6,9,-15.2810768346598,3.45360445150574,0,0,0,0,0,0,6
7,9,31.6549063542934,-3.52745818333635,0,0,0,0,0,0,6
8,9,15.0366186414446,-5.43283769160858,0,0,0,0,0,0,6
9,9,45.7224480121331,2.58243680921551,0,0,0,0,0,0,6
10,9,13.1825192686578,-3.82378919822199,0,0,0,0,0,0,6
1,10,1.84524121106111,-1.78818328239771,0,0,0,0,0,0,5
2,10,-25.3077113179258,3.06673392837756,0,0,0,0,0,0,5
3,10,-30.7148442358836,-1.98335209472336,0,0,0,0,0,0,5
4,10,-34.2791452816946,0.118958414042686,0,0,0,0,0,0,5
5,10,-19.9637893058012,-3.60697550559174,0,0,0,0,0,0,5
6,10,-28.0586820652575,-2.17803724908909,0,0,0,0,0,0,5
7,10,-29.1772049940787,2.7247489669662,0,0,0,0,0,0,5
8,10,-20.7573070208497,-7.55319160927919,0,0,0,0,0,0,5
9,10,-29.3478861933447,2.02482388031186,0,0,0,0,0,0,5
10,10,9.81560728835432,-0.559394474830703,0,0,0,0,0,0,5
1,11,117.935182159973,27.4427887053579,0,0,0,0,0,0,8
2,11,93.1305641657841,29.4769781449471,0,0,0,0,0,0,8
3,11,74.1960973370737,29.6236522781189,0,0,0,0,0,0,8
4,11,34.9387754498851,34.3405748949476,0,0,0,0,0,0,8
5,11,78.8201953177168,30.2341624240895,0,0,0,0,0,0,8
6,11,17.8958770496778,35.8328097772724,0,0,0,0,0,0,8
7,11,29.2296503128119,34.3981959273616,0,0,0,0,0,0,8
8,11,24.813940342173,35.4062730212084,0,0,0,0,0,0,8
9,11,67.7014881023454,33.9484946027785,0,0,0,0,0,0,8
10,11,55.8392906961899,33.9206864993863,0,0,0,0,0,0,8
1,12,-13.0988735527158,-2.46367275317558,0,0,0,0,0,0,4
2,12,8.54514896455377,0.137017722926431,0,0,0,0,0,0,4
3,12,15.3060349270921,-7.7306925281003,0,0,0,0,0,0,4
4,12,0.460698887817628,-6.5992374613909,0,0,0,0,0,0,4
5,12,24.3008629560317,-9.57002196450846,0,0,0,0,0,0,4
6,12,-7.05343055605366,10.2282014034668,0,0,0,0,0,0,4
7,12,-7.03959729550817,0.832311250374003,0,0,0,0,0,0,4
8,12,-0.8707780334286,-4.63206402446255,0,0,0,0,0,0,4
9,12,-5.73972762604967,-0.28788467950828,0,0,0,0,0,0,4
10,12,23.892327742542,1.14683228423549,0,0,0,0,0,0,4
1,13,-10.5544506014068,-0.0718009717040136,0,0,0,0,0,0,15
2,13,8.47466395171862,-1.80163546223991,0,0,0,0,0,0,15
3,13,-17.8882761026967,11.9472095094061,0,0,0,0,0,0,15
4,13,-17.3377196753658,10.9750702262339,0,0,0,0,0,0,15
5,13,-13.8168024356761,9.76682930632505,0,0,0,0,0,0,15
6,13,-1.75532347027914,1.00841150171958,0,0,0,0,0,0,15
7,13,-17.3971107767977,-2.26102456733203,0,0,0,0,0,0,15
8,13,-14.806714266993,3.45713109506351,0,0,0,0,0,0,15
9,13,-7.92549418389812,-9.27516206508854,0,0,0,0,0,0,15
10,13,-5.48761746956465,3.39988113820114,0,0,0,0,0,0,15
1,14,-11.7132901338482,1.79160419287454,0,0,0,0,0,0,4
2,14,-2.56221873112024,4.57265337764988,0,0,0,0,0,0,4
3,14,-4.18017105504253,-3.97067181834706,0,0,0,0,0,0,4
4,14,0.618822704970519,-2.61332814257254,0,0,0,0,0,0,4
5,14,-12.9498108744186,-5.39044044204174,0,0,0,0,0,0,4
6,14,36.1647058216616,-2.30545685252571,0,0,0,0,0,0,4
7,14,5.22669432120476,8.28484064136589,0,0,0,0,0,0,4
8,14,-13.6016720733998,-2.24503564188157,0,0,0,0,0,0,4
9,14,12.4450997241237,4.16398631169253,0,0,0,0,0,0,4
10,14,-21.9797268701085,1.11395083653867,0,0,0,0,0,0,4
1,15,6.9741426523513,4.36378493843474,0,0,0,0,0,0,9
2,15,43.0945093209664,-0.847262392273034,0,0,0,0,0,0,9
3,15,25.3936896670061,3.24364126874872,0,0,0,0,0,0,9
4,15,14.7839492778756,-4.59628783888766,0,0,0,0,0,0,9
5,15,-11.3065069907019,-8.44059575575667,0,0,0,0,0,0,9
6,15,-22.5077538798502,7.29520751053903,0,0,0,0,0,0,9
7,15,-19.0284439155244,0.78552094234367,0,0,0,0,0,0,9
8,15,-18.5112934537021,-5.86395159238597,0,0,0,0,0,0,9
9,15,-23.5694144411791,-2.17288128163637,0,0,0,0,0,0,9
10,15,-5.62279604864507,6.63603541039756,0,0,0,0,0,0,9
1,16,-33.0099646153583,1.54447769987498,0,0,0,0,0,0,9
2,16,-27.6987872553127,0.197031495240154,0,0,0,0,0,0,9
3,16,-25.108800039965,1.78172770192699,0,0,0,0,0,0,9
4,16,-20.7887579876203,-0.639710982627324,0,0,0,0,0,0,9
5,16,-34.6995037932268,0.883654924737673,0,0,0,0,0,0,9
6,16,-28.6269406883783,-1.36468002699539,0,0,0,0,0,0,9
7,16,-34.8938255306,-0.0215139076370364,0,0,0,0,0,0,9
8,16,-23.0193798573245,-0.820265877573722,0,0,0,0,0,0,9
9,16,-34.2816697047197,-0.252328489394099,0,0,0,0,0,0,9
10,16,-36.7212647348063,2.72537561324893,0,0,0,0,0,0,9
1,17,-40.8872246412792,-10.1305906571845,0,0,0,0,0,0,5
2,17,-21.076687765628,5.23265497257163,0,0,0,0,0,0,5
3,17,-10.5996293869419,-1.43331247481073,0,0,0,0,0,0,5
4,17,13.3101063093596,8.28389193422188,0,0,0,0,0,0,5
5,17,2.53336652772263,1.81383446523885,0,0,0,0,0,0,5
6,17,-2.10936778436907,-2.48276428910369,0,0,0,0,0,0,5
7,17,-13.6003288569477,2.27887873361141,0,0,0,0,0,0,5
8,17,-26.9703599286854,-7.92805330955445,0,0,0,0,0,0,5
9,17,-59.8552922689874,-0.166286488506366,0,0,0,0,0,0,5
10,17,-14.137967363236,1.37497907332426,0,0,0,0,0,0,5
1,18,48.1458750230109,-2.82089613035203,0,0,0,0,0,0,2
2,18,70.9228005382071,-5.80218614673567,0,0,0,0,0,0,2
3,18,89.2734803018098,-6.64630774880689,0,0,0,0,0,0,2
4,18,41.2866959641525,-2.11441564037896,0,0,0,0,0,0,2
5,18,85.9280571506376,-6.8392913840518,0,0,0,0,0,0,2
6,18,-17.5602279108258,6.36418309382424,0,0,0,0,0,0,2
7,18,12.6896813027571,1.61166066483047,0,0,0,0,0,0,2
8,18,64.8304775768722,-3.96266572437474,0,0,0,0,0,0,2
9,18,76.948521361508,-6.57921366283581,0,0,0,0,0,0,2
10,18,19.7274307887484,2.34585037755879,0,0,0,0,0,0,2
1,19,-33.9751084129889,-1.62219574139944,0,0,0,0,0,0,1
2,19,-30.1191103163193,-8.32312831046049,0,0,0,0,0,0,1
3,19,-14.9183403963417,-1.6343937517366,0,0,0,0,0,0,1
4,19,-15.9596305965794,-2.45629474155024,0,0,0,0,0,0,1
5,19,-8.33974602112472,1.552797512897,0,0,0,0,0,0,1
6,19,-56.8966896352715,3.16400937660702,0,0,0,0,0,0,1
7,19,22.9796734031653,-0.806490833641905,0,0,0,0,0,0,1
8,19,-35.9921811133349,4.40756327031432,0,0,0,0,0,0,1
9,19,15.1020383682823,1.38464897086945,0,0,0,0,0,0,1
10,19,19.7508475562656,2.9795765198522,0,0,0,0,0,0,1
1,20,41.3379579459253,0.152193176834309,0,0,0,0,0,0,6
2,20,-70.4127492138903,1.86613548690668,0,0,0,0,0,0,6
3,20,-31.285836064167,-2.96685063290355,0,0,0,0,0,0,6
4,20,-52.6749298864106,-1.49943672961053,0,0,0,0,0,0,6
5,20,55.8583481314841,-6.19449422346672,0,0,0,0,0,0,6
6,20,-0.0810285429935931,-1.90165961803076,0,0,0,0,0,0,6
7,20,-35.453467146495,-6.51917241362008,0,0,0,0,0,0,6
8,20,-64.9599297963398,0.234026359297537,0,0,0,0,0,0,6
9,20,24.5287339413299,1.14873361574709,0,0,0,0,0,0,6
