parameter,value
b01_pop,5.14316486510429
b11_pop,-0.098492249238134
b21_pop,-0.114230504615856
a1_pop,4.0420187798082
b02_pop,7.39875828221556
b12_pop,0.00277468253025441
b03_pop,4.29024167163684
b13_pop,-0.158704121993292
p1_pop,0.0383338617283647
g1_pop,0.11653635278038
p2_pop,0.775026246811542
g2_pop,0.110407123596172
alpha11_pop,0.15510697392538
alpha12_pop,-12.2306151567721
alpha13_pop,0.635230458221398
alpha21_pop,-0.0677259758111062
alpha22_pop,5.56001511998334
alpha23_pop,-0.103260402066266
omega_b01,1.95918328543851
omega_b11,0.0963310588097435
omega_b21,0.0549863854793909
omega_a1,1.08157825518314
omega_b02,0.0413048716719527
omega_b12,0.0047982496261954
omega_b03,0.873629259975395
omega_b13,0.160942098598252
b_1,0.302180447296846
a_2,0.0500212596679522
a_3,0.691663369630078
