rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,-0.930796378699039,-0.149744312403476,0.208917627334411,0.140568908621094,0.929009010299112,-0.303984335514483,0,0,0,0,0,0,0,0
2,1,2.27918434273809,-0.186744498062639,0.121900046360312,1.37187190067804,0.708090127334942,0.033815886355371,0,0,0,0,0,0,0,0
3,1,1.91818506041039,0.0261572185384135,-0.0684322329527461,0.210263165033342,0.321707111361279,-0.0181557841974661,0,0,0,0,0,0,0,0
1,2,1.81207998658895,0.0893144866757464,0.10407173792748,-0.397305963826705,0.900238626701968,0.0417668442573863,0,0,0,0,0,0,0,0
2,2,1.86877285428997,-0.0221531859770784,-0.149970543141174,-0.557580367913334,0.735731759740103,0.0681121826551296,0,0,0,0,0,0,0,0
3,2,0.775834625566114,-0.0982458959112594,-0.132736906148765,2.2708400324465,1.41247906109162,0.0317518186542783,0,0,0,0,0,0,0,0
1,3,-3.05679449229398,-0.0689186685610902,-0.0518242725400297,-0.382688879813982,0.518643993064428,-0.0267414707032241,0,0,0,0,0,0,0,0
2,3,-2.88646950395221,0.0741508154496481,0.0780923330213649,1.42955264246765,0.0310360615173932,-0.0774248752026323,0,0,0,0,0,0,0,0
3,3,-2.44425080026727,-0.156178894108481,0.0301987694635,-1.10649936080709,0.214406532233131,-0.0343776231513931,0,0,0,0,0,0,0,0
1,4,-2.95398917957595,-0.0184242902246002,-0.021976814603951,-1.30087500741233,0.0486769883418079,0.34348910823553,0,0,0,0,0,0,0,0
2,4,-2.72383311700835,-0.00557058126142584,0.0914251383422641,-1.45700423636446,0.766639068031306,0.288094735778094,0,0,0,0,0,0,0,0
3,4,-2.61532377750231,0.0390260106534576,0.0434823529968797,1.86224537897932,0.242593795944527,0.310636941409738,0,0,0,0,0,0,0,0
1,5,3.12327168538565,-0.106267042306667,0.00760300635535469,-3.12951467863691,0.583202246039209,0.120993578652452,0,0,0,0,0,0,0,0
2,5,1.56185931919504,0.0125069705291912,-0.00674090767547916,0.828811508134597,-0.521664235632042,0.181912637378619,0,0,0,0,0,0,0,0
3,5,2.47543799383338,-0.0911141416948404,-0.0194591624781063,-0.623073053450344,-0.37222535545203,0.214055435277747,0,0,0,0,0,0,0,0
1,6,0.611381416492748,0.113019702631032,0.000774525347511434,0.912287964204203,-0.21795909367308,0.214497292772232,0,0,0,0,0,0,0,0
2,6,0.698243428135221,0.00906509661092209,0.0117908629653067,0.971970789818968,-0.12105379920686,0.143646924618782,0,0,0,0,0,0,0,0
3,6,0.0938274108530814,0.0633172103748975,-0.00174831261339739,0.872116762996089,0.119266335742097,0.0307375361481746,0,0,0,0,0,0,0,0
1,7,-1.15266877438151,0.0574023890676598,0.0764183701434327,0.206295639229853,1.394139730777,-0.0185822616952757,0,0,0,0,0,0,0,0
2,7,-1.38944367053916,-0.030796785673279,0.143629557446959,-0.0533355463067573,0.308284035123835,-0.00776884604103834,0,0,0,0,0,0,0,0
3,7,1.82734369224343,0.0236383876111296,-0.0683247328775819,-0.298142687668393,0.836584147138154,-0.0205742899221343,0,0,0,0,0,0,0,0
1,8,-0.00871056896415912,0.0476742764602574,-0.0516650395775564,-1.55724477262756,0.557426339706389,0.110853742693402,0,0,0,0,0,0,0,0
2,8,1.54001419780853,-0.0358674307225777,-0.0793244698668796,-1.43050212079727,0.581278501410574,0.096130412592235,0,0,0,0,0,0,0,0
3,8,-1.03557038106217,-0.0135322970942185,-0.13533779077363,0.256729146353704,0.280293556539071,0.163508820058669,0,0,0,0,0,0,0,0
1,9,0.75901436461087,0.102303683313931,-0.0745949899436767,0.152542349235028,-0.0817234883875777,0.192856296412204,0,0,0,0,0,0,0,0
2,9,-0.450371539386838,0.0403162676220674,-0.0426801364564743,0.992160401421883,1.43144393098259,0.0649805265736369,0,0,0,0,0,0,0,0
3,9,1.67926060611769,0.00990488209330204,-0.0134060964171527,-0.953534171294748,1.16346761470233,0.084648251835828,0,0,0,0,0,0,0,0
1,10,-1.34956907454323,0.000163003086698477,-0.0663119683863602,-0.984924973288202,-0.454983793371889,-0.032551729533995,0,0,0,0,0,0,0,0
2,10,-0.471478123993927,-0.0088305666732641,0.0183524224136047,-0.0337281952938988,-1.43240133089015,0.0255303219490668,0,0,0,0,0,0,0,0
3,10,-1.57062326786428,-0.199283324555796,-0.108596456749598,-0.0286355423943203,-0.0268586833003157,-0.184022340725255,0,0,0,0,0,0,0,0
1,11,-1.04420989165045,0.0438951845489882,-0.0493032572794604,-0.198803172927683,0.101275268821531,0.166991055547404,0,0,0,0,0,0,0,0
2,11,-0.796163633843869,0.0374254607570614,-0.0689487697078881,0.747959613039072,0.443658579313471,0.0316562536724081,0,0,0,0,0,0,0,0
3,11,0.383035870766722,0.026036999610941,-0.0327590219347599,0.0302583904563771,-0.473232186934825,0.00348936206646261,0,0,0,0,0,0,0,0
1,12,0.130968878251958,0.00123627193345432,-0.00902338501207828,0.654206342167102,-1.06880450808951,-0.387557804020918,0,0,0,0,0,0,0,0
2,12,-2.28653150367604,0.0328470157526082,-0.143728076753892,0.26110409071692,-0.644400713207307,-0.312029178259874,0,0,0,0,0,0,0,0
3,12,-0.863215467059984,0.0988097167735755,0.119092756577532,-1.57954173044919,-0.888274810793172,-0.308357505433199,0,0,0,0,0,0,0,0
1,13,1.19193197894721,-0.155178806520604,0.0381348692090175,-1.79261692225018,0.337447179333814,-0.126068175209604,0,0,0,0,0,0,0,0
2,13,-0.336424503230512,0.1632542143271,0.00423210130195881,-0.754922443170375,-0.316969574308886,-0.0459050254564179,0,0,0,0,0,0,0,0
3,13,1.23670804480544,0.0754853303539338,0.00696920192698103,-1.43981619007264,-0.193694307818178,-0.0438521130091161,0,0,0,0,0,0,0,0
1,14,-0.562527788420633,-0.015735258640939,0.0506388630174884,-0.363367667704174,-0.40849397194558,0.310362795249734,0,0,0,0,0,0,0,0
