rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-0.598907329276534,-0.0116657480791385,-0.0248809822083778,-0.15628742842109,0.0169616605279082,0.00350759461874898,1.39889482709708,0.0555462383985068,-1.13697127669523,-0.0411736837582654,0.663727087010183,-0.0757712176475366,-0.479536065615902,0.173448679065578,-9.9442269486895,1.90523636761779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-2.10186283620562,0.132503293879446,0.0287413252742589,-1.40453808756198,0.0196561386858765,0.00235208021084311,1.6850079225783,-0.0541266610409486,-0.579430653755076,-0.0337863311199336,1.33801732103482,0.116570950499261,-0.201605484533387,-0.0134775151813803,40.9706110748062,5.53554860785539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-2.3854325630827,-0.0746076520830231,-0.00768293689146837,-0.0977597227116944,0.0602686171487301,0.00160856769083941,1.03732836829593,0.118663382047032,-0.770195252138198,-0.0109280776044858,0.049692627602524,-0.0119612138245964,0.375510475351001,-0.0309670763308322,80.8220583774535,4.19971913780798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.05706782744587,-0.103606326354864,-0.00906660915201724,-1.57280246764557,0.0329421934054128,0.007650229933037,-0.0778842936204569,-0.0690553179312388,-0.253464458301668,-0.0323131777792967,-0.0412286812538758,0.0313615704970655,-0.926303744408318,0.04771494376852,-36.8670129436702,-2.33188569179439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4.89977525202761,0.0503789652773956,0.0232140004805853,2.42158173101759,0.0767840190868734,0.00380779848342463,0.0603609304213206,-0.0110070605027859,-0.49052827172156,0.0772097735682297,-0.259239397515161,0.00649991235537142,-1.15409078601125,-0.123311947364343,19.9812296966575,0.707564403883562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0.495577084969773,-0.0692754350522965,0.0368842224600131,2.6778697124402,0.000581520836498761,0.000612377847485791,0.064925325229785,-0.0265985647565411,0.0151125176486344,-0.0348680876504226,-0.259741858956261,-0.0698430206525647,-0.45371763145165,-0.0443299327387936,-125.549859554674,2.50531523540106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.0295125762025821,-0.00773738662318468,-0.0603470042740804,0.569201063809516,-0.0319930448359207,-0.00232444291123871,0.312537770057776,0.206668593595233,-2.25230031704657,0.0237816823544859,-0.528753301515776,0.0893329235782158,-0.328414240480594,-0.0442876249126993,143.370338553742,-2.37326286318507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-0.512898633667239,-0.00816808756453782,-0.00815004234461039,-0.731579115875108,-0.061949202241081,-0.00085155503482907,0.204005138128075,0.20955540859897,-1.94955035693167,-0.0124405251756274,-0.388983597333322,0.0881726994830987,-0.238313314301742,-0.0521588676560375,83.8812139325772,-1.66624942915132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.478289868905561,-0.0275218441382874,0.000714740567029554,-0.215076201372443,-0.0763038161243994,7.74938601174969e-05,-0.658107247806377,0.241484892191099,-1.74051192153406,3.42581414196699e-05,-0.370848417038111,0.0862128768882534,-0.236283055870011,-0.048009448232062,73.7339182673711,0.770592850258858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1.40762671173382,0.218907361679689,-0.011261614395401,0.435268558114357,-0.0184469496215645,-0.0060146617340918,0.179619266942106,-0.108451607642541,0.168046327040346,0.0062781426550625,0.454613195606617,0.179951511919202,0.825537647288119,-0.00767637607859497,-74.6324580538974,2.15833731629971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
