parameter,value,se_sa,rse_sa
b01_pop,4.6669438414635,0.131357790826663,2.81464262885732
b11_pop,-0.133625287315151,0.0162716032658494,12.1770389368543
b21_pop,-0.146099820661977,0.0168576674494871,11.5384586874269
a1_pop,5.61619291906895,0.793327645052363,14.1257192636445
b02_pop,7.39768817286209,0.00285758553460694,0.0386280885032407
b12_pop,0.00268188404661354,0.000459626800005775,17.138205530778
b03_pop,4.20107621644277,0.0623283528336023,1.48362823291929
b13_pop,-0.157882975783752,0.0116747925133526,7.39458605679135
p1_pop,0.055587124836608,0.0169556388515641,30.502816796881
g1_pop,0.113858921090397,0.0262400265682139,23.0460874887273
p2_pop,0.724361697732033,0.0262427349276614,3.62287721863636
g2_pop,0.129123456090404,0.0138364405840183,10.7156677825684
alpha11_pop,0.165504275481398,0.023990391219176,14.4953301957885
alpha12_pop,-8.79958900747239,2.7481173913136,31.2300652789575
alpha13_pop,0.532687381846582,0.10554098869727,19.8129319923833
alpha21_pop,-0.0983321150678699,0.0233115753551773,23.706980510983
alpha22_pop,-1.55880194237652e-05,0.0128550781147392,82467.680885364
alpha23_pop,-0.192491388746515,0.0416167927169661,21.6200802477298
omega_b01,1.82887470436779,0.102240173930523,5.59033233311989
omega_b11,0.112434631647492,0.011887406175179,10.572726570981
omega_b21,0.0660091131240987,0.0113370843524755,17.1750290466128
omega_a1,0.762101148773576,0.135076850661396,17.7242680815757
omega_b02,0.0386170995425888,0.00234548620019621,6.07369851174216
omega_b12,0.00499362053216412,0.000373024380633418,7.4700185612974
omega_b03,0.951143220283078,0.0497644908847895,5.23207124054132
omega_b13,0.149678611590205,0.00871243659484004,5.82076256739558
b_1,0.30586962608378,0.00780783005826462,2.55266603560237
a_2,0.0498050702202281,0.000774371533939298,1.55480462233098
a_3,0.705741223516655,0.013066425572093,1.85144712207457
