rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,6.00843698508953,-0.167944238903614,-0.17149086464573,1.98870491636953,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
2,1,7.94572382452858,-0.17117845565716,-0.0104527590985911,4.3382618951824,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
3,1,6.39514639117268,-0.279082022242297,-0.671026755331605,1.71784135985558,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
4,1,5.95688991734599,-0.28398547543508,-0.0827207267960181,0.147707447902321,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
5,1,5.97994408401189,-0.143281927413393,-0.0683886692512935,1.54998901349462,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
6,1,5.86561833617705,-0.200396047663546,-0.513687367488404,0.0388435918707876,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
7,1,5.64979589499263,-0.164686540042862,-0.0795808701900692,0.25588742713185,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
8,1,5.63258685458036,-0.19698483101772,-0.258341821396775,0.320456482116547,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
9,1,6.47496364304644,-0.187272360572156,0.0139988483115273,0.965720083457817,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
10,1,6.02025116364884,-0.148808606748455,-0.130757894908996,5.49062334285593,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,2.57812916973632,-1.38940739183949,11
1,2,5.81463828701535,-0.297479162114195,-0.474710363365526,0.177126083150389,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
2,2,5.7603651961622,-0.246496998487343,0.082782872074074,0.0997127369200887,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
3,2,6.92727585788506,-0.211522601995359,-0.595865919465168,2.52611268584534,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
4,2,6.16954724958507,-0.162419993538024,-0.475587719006713,0.865852668478826,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
5,2,6.5709524536246,-0.200071640053958,0.130461495354886,0.00677817823845906,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
6,2,7.03418128659937,-0.198391630481731,-0.288278275608033,0.101537913878188,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
7,2,6.57974729307765,-0.148015571741541,-0.186625233519443,0.418525876963866,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
8,2,5.29550681011309,-0.131254863103085,0.0180926680082395,0.0213618577422555,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
9,2,5.52640889546157,-0.202187442124275,-0.107417445226167,1.17059500384634,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
10,2,4.99787274230513,-0.256222430016212,-0.556673579237276,7.30611281601491,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.17187689533469,-0.631548814472497,5
1,3,6.3062598435531,-0.165555323027334,-0.435586364831349,0.0189303738501349,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,6
2,3,6.31351674212064,-0.106644171084268,-0.0818859218671612,1.89460993681482,0.000942700603668699,0.107564220198802,0.492489920301076,3.09487012271441e-05,1.40625227440163,-0.757858577366996,6
