parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,37.6791163368631,0.275933170041219,0.732323888846783,
b1_pop,-0.24382561103702,0.0255262054509608,10.4690419281202,
h1_pop,0.00107977342912317,0.000424524941075999,39.3161129572094,
h2_pop,0.0987542670683106,0.0125921918887307,12.7510357400763,
alpha1_pop,0.0347109276161025,0.028612225649085,82.4300230910905,
alpha2_pop,0.070467113999872,0.0148842450426899,21.122257174768,
hcov1_pop,0,,,
beta_hcov1_score4C,0.235344615180881,0.0434135858091045,18.4468150145427,5.9269871011125e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.113895433722115,0.0192789262656281,16.9268649634061,3.46772810466689e-09
omega_b0,4.57802232863185,0.205228328564341,4.4829036171537,
omega_b1,0.240726568410033,0.0207348258079032,8.61343471344023,
e_a,2.54438655331622,0.0467784604252835,1.83849660596244,
