parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,93.6736634773078,0.279098608120665,0.297947787841431,
b1_pop,-0.026473039302247,0.0246525406494879,93.1231974086006,
h1_pop,0.000196288650704145,0.000232622513338953,118.510424573437,
h2_pop,0.0587878622776566,0.014681292101151,24.9733389382503,
alpha1_pop,1.19032557306917,0.2379537484137,19.9906440554875,
alpha2_pop,-0.308078054444568,0.0885549051384133,28.7443080936318,
hcov1_pop,0,,,
beta_hcov1_score4C,0.400948314737799,0.101537341405525,25.324296841583,7.85514961461065e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.125166867841113,0.0249080104600984,19.8998432170698,5.02999308427121e-07
omega_b0,2.77980056805585,0.428865157403986,15.4279109923316,
omega_b1,0.115048111691376,0.0382536009446324,33.2500902294252,
e_a,6.13336822281078,0.122347984364233,1.99479274551306,
